id,format,knob,level,replicate,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,run,provider
pbmc_c4_n_genes_1_r0_symbol,symbol,n_genes,1,0,NK cells,NK cell,0.82,"{""cell_type"":""NK cell"",""confidence"":0.82}",stop,47,60,41,0.000814,1,openrouter
pbmc_c4_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,NK cells,Natural killer (NK) cell,0.94,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.94}",stop,113,607,584,0.00751,1,openrouter
pbmc_c4_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,NK cells,NK cell,0.72,"{""cell_type"":""NK cell"",""confidence"":0.72}",stop,50,119,100,0.001528,1,openrouter
pbmc_c3_noise_6_r2_ensembl,ensembl,noise,6,2,CD14 Monocytes,CD14+ classical monocyte,0.62,"{""cell_type"":""CD14+ classical monocyte"",""confidence"":0.62}",stop,113,2294,2271,0.027754,1,openrouter
pbmc_c4_n_genes_3_r0_symbol,symbol,n_genes,3,0,NK cells,NK cell,0.99,"{""cell_type"":""NK cell"",""confidence"":0.99}",stop,54,32,13,0.000492,1,openrouter
pbmc_c4_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,64,136,113,0.00176,1,openrouter
pbmc_c4_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,NK cells,NK cell,0.92,"{""cell_type"":""NK cell"",""confidence"":0.92}",stop,113,772,753,0.00949,1,openrouter
pbmc_c4_n_genes_5_r0_symbol,symbol,n_genes,5,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,61,21,0,0.000374,1,openrouter
pbmc_c4_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,NK cells,NK cell,0.72,"{""cell_type"":""NK cell"",""confidence"":0.72}",stop,113,1812,1793,0.02197,1,openrouter
pbmc_c4_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,78,196,173,0.002508,1,openrouter
pbmc_c4_n_genes_10_r0_symbol,symbol,n_genes,10,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414,1,openrouter
pbmc_c4_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,162,139,0.00217,1,openrouter
pbmc_c4_noise_0_r0_symbol,symbol,noise,0,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414,1,openrouter
pbmc_c4_noise_0_r0_ensembl,ensembl,noise,0,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,271,248,0.003478,1,openrouter
pbmc_c4_noise_2_r0_symbol,symbol,noise,2,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,86,72,49,0.001036,1,openrouter
pbmc_c4_noise_2_r1_symbol,symbol,noise,2,1,NK cells,Natural killer (NK) cell,0.95,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.95}",stop,88,67,44,0.00098,1,openrouter
pbmc_c4_noise_2_r0_ensembl,ensembl,noise,2,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,197,174,0.00259,1,openrouter
pbmc_c4_noise_2_r1_ensembl,ensembl,noise,2,1,NK cells,Natural killer (NK) cell,0.96,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.96}",stop,113,181,158,0.002398,1,openrouter
pbmc_c4_noise_2_r2_symbol,symbol,noise,2,2,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414,1,openrouter
pbmc_c4_noise_2_r2_ensembl,ensembl,noise,2,2,NK cells,Natural killer (NK) cell,0.97,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.97}",stop,113,125,102,0.001726,1,openrouter
pbmc_c4_noise_4_r0_symbol,symbol,noise,4,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,90,21,0,0.000432,1,openrouter
pbmc_c4_noise_4_r0_ensembl,ensembl,noise,4,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,245,222,0.003166,1,openrouter
pbmc_c4_noise_4_r1_symbol,symbol,noise,4,1,NK cells,Natural killer (NK) cell,0.97,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.97}",stop,84,62,39,0.000912,1,openrouter
pbmc_c4_noise_4_r2_symbol,symbol,noise,4,2,NK cells,Natural killer (NK) cell,0.96,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.96}",stop,78,85,62,0.001176,1,openrouter
pbmc_c4_noise_4_r1_ensembl,ensembl,noise,4,1,NK cells,NK cell,0.95,"{""cell_type"":""NK cell"",""confidence"":0.95}",stop,113,508,489,0.006322,1,openrouter
pbmc_c4_noise_6_r0_symbol,symbol,noise,6,0,NK cells,Natural killer (NK) cell,0.92,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.92}",stop,82,76,53,0.001076,1,openrouter
pbmc_c4_noise_4_r2_ensembl,ensembl,noise,4,2,NK cells,Natural killer (NK) cell,0.9,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.9}",stop,113,369,346,0.004654,1,openrouter
pbmc_c4_noise_6_r1_symbol,symbol,noise,6,1,NK cells,Natural killer (NK) cell,0.93,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.93}",stop,82,86,63,0.001196,1,openrouter
pbmc_c4_noise_6_r0_ensembl,ensembl,noise,6,0,NK cells,Natural killer (NK) cell,0.96,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.96}",stop,113,386,363,0.004858,1,openrouter
pbmc_c4_noise_6_r1_ensembl,ensembl,noise,6,1,NK cells,Natural killer (NK) cell,0.9,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.9}",stop,113,313,290,0.003982,1,openrouter
pbmc_c4_noise_6_r2_symbol,symbol,noise,6,2,NK cells,Natural killer (NK) cell,0.94,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.94}",stop,87,98,75,0.00135,1,openrouter
pbmc_c4_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414,1,openrouter
pbmc_c4_noise_6_r2_ensembl,ensembl,noise,6,2,NK cells,Natural killer (NK) cell,0.97,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.97}",stop,113,381,358,0.004798,1,openrouter
pbmc_c4_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,81,21,0,0.000414,1,openrouter
pbmc_c4_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,NK cells,Natural killer (NK) cell,0.99,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.99}",stop,113,210,187,0.002746,1,openrouter
pbmc_c5_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,FCGR3A Monocytes,CD16+ non-classical monocyte,0.9,"{""cell_type"":""CD16+ non-classical monocyte"",""confidence"":0.9}",stop,86,103,78,0.001408,1,openrouter
pbmc_c4_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,NK cells,Natural killer (NK) cell,0.98,"{""cell_type"":""Natural killer (NK) cell"",""confidence"":0.98}",stop,113,255,232,0.003286,1,openrouter
pbmc_c5_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,FCGR3A Monocytes,Monocyte,0.85,"{""cell_type"":""Monocyte"",""confidence"":0.85}",stop,87,146,127,0.001926,1,openrouter
pbmc_c5_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,FCGR3A Monocytes,CD16+ non-classical monocyte,0.82,"{""cell_type"":""CD16+ non-classical monocyte"",""confidence"":0.82}",stop,113,541,516,0.006718,1,openrouter
pbmc_c5_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,FCGR3A Monocytes,CD14+ classical monocyte,0.82,"{""cell_type"":""CD14+ classical monocyte"",""confidence"":0.82}",stop,79,200,177,0.002558,1,openrouter
pbmc_c5_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,FCGR3A Monocytes,CD14+ monocyte,0.88,"{""cell_type"":""CD14+ monocyte"",""confidence"":0.88}",stop,113,538,516,0.006682,1,openrouter
pbmc_c5_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,FCGR3A Monocytes,Monocyte,0.62,"{""cell_type"":""Monocyte"",""confidence"":0.62}",stop,85,103,84,0.001406,1,openrouter
pbmc_c5_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,FCGR3A Monocytes,Monocyte,0.93,"{""cell_type"":""Monocyte"",""confidence"":0.93}",stop,113,612,593,0.00757,1,openrouter
pbmc_c5_n_genes_1_r0_symbol,symbol,n_genes,1,0,FCGR3A Monocytes,Monocyte,0.65,"{""cell_type"":""Monocyte"",""confidence"":0.65}",stop,47,59,40,0.000802,1,openrouter
pbmc_c5_n_genes_3_r0_symbol,symbol,n_genes,3,0,FCGR3A Monocytes,Monocytes,0.85,"{""cell_type"":""Monocytes"",""confidence"":0.85}",stop,56,84,65,0.00112,1,openrouter
pbmc_c5_n_genes_5_r0_symbol,symbol,n_genes,5,0,FCGR3A Monocytes,CD16+ non-classical/intermediate monocytes,0.93,"{""cell_type"":""CD16+ non-classical/intermediate monocytes"",""confidence"":0.93}",stop,66,25,0,0.000432,1,openrouter
pbmc_c5_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,FCGR3A Monocytes,HLA class II-positive antigen-presenting cell (likely B cell or dendritic cell),0.2,"{""cell_type"":""HLA class II-positive antigen-presenting cell (likely B cell or dendritic cell)"",""confidence"":0.2}",stop,50,787,752,0.009544,1,openrouter
pbmc_c5_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,FCGR3A Monocytes,dendritic cell,0.62,"{""cell_type"":""dendritic cell"",""confidence"":0.62}",stop,64,537,516,0.006572,1,openrouter
pbmc_c5_n_genes_10_r0_symbol,symbol,n_genes,10,0,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.88,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.88}",stop,86,87,60,0.001216,1,openrouter
pbmc_c5_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,FCGR3A Monocytes,dendritic cell,0.72,"{""cell_type"":""dendritic cell"",""confidence"":0.72}",stop,78,537,516,0.0066,1,openrouter
pbmc_c5_noise_0_r0_symbol,symbol,noise,0,0,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.9,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.9}",stop,86,118,91,0.001588,1,openrouter
pbmc_c5_noise_2_r0_symbol,symbol,noise,2,0,FCGR3A Monocytes,FCGR3A+ non-classical monocyte (CD16+ monocyte),0.9,"{""cell_type"":""FCGR3A+ non-classical monocyte (CD16+ monocyte)"",""confidence"":0.9}",stop,89,106,72,0.00145,1,openrouter
pbmc_c5_noise_0_r0_ensembl,ensembl,noise,0,0,FCGR3A Monocytes,monocyte,0.78,"{""cell_type"":""monocyte"",""confidence"":0.78}",stop,113,535,516,0.006646,1,openrouter
pbmc_c5_noise_2_r1_symbol,symbol,noise,2,1,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.88,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.88}",stop,86,106,79,0.001444,1,openrouter
pbmc_c5_noise_2_r0_ensembl,ensembl,noise,2,0,FCGR3A Monocytes,CD16+ non-classical monocyte,0.88,"{""cell_type"":""CD16+ non-classical monocyte"",""confidence"":0.88}",stop,113,541,516,0.006718,1,openrouter
pbmc_c5_noise_2_r2_symbol,symbol,noise,2,2,FCGR3A Monocytes,FCGR3A+ (CD16+) monocytes,0.9,"{""cell_type"":""FCGR3A+ (CD16+) monocytes"",""confidence"":0.9}",stop,88,92,64,0.00128,1,openrouter
pbmc_c5_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,FCGR3A Monocytes,monocyte,0.42,"{""cell_type"":""monocyte"",""confidence"":0.42}",stop,113,2415,2396,0.029206,1,openrouter
pbmc_c5_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,FCGR3A Monocytes,monocyte,0.78,"{""cell_type"":""monocyte"",""confidence"":0.78}",stop,113,1545,1526,0.018766,1,openrouter
pbmc_c5_noise_4_r0_symbol,symbol,noise,4,0,FCGR3A Monocytes,FCGR3A+ (CD16+) monocytes,0.92,"{""cell_type"":""FCGR3A+ (CD16+) monocytes"",""confidence"":0.92}",stop,86,90,62,0.001252,1,openrouter
pbmc_c5_noise_2_r2_ensembl,ensembl,noise,2,2,FCGR3A Monocytes,CD16+ non-classical monocyte,0.86,"{""cell_type"":""CD16+ non-classical monocyte"",""confidence"":0.86}",stop,113,653,628,0.008062,1,openrouter
pbmc_c5_noise_4_r1_symbol,symbol,noise,4,1,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.85,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.85}",stop,88,127,100,0.0017,1,openrouter
pbmc_c5_noise_4_r2_symbol,symbol,noise,4,2,FCGR3A Monocytes,FCGR3A+ non-classical monocytes,0.91,"{""cell_type"":""FCGR3A+ non-classical monocytes"",""confidence"":0.91}",stop,92,107,80,0.001468,1,openrouter
pbmc_c5_noise_4_r1_ensembl,ensembl,noise,4,1,FCGR3A Monocytes,Monocyte,0.72,"{""cell_type"":""Monocyte"",""confidence"":0.72}",stop,113,535,516,0.006646,1,openrouter
pbmc_c5_noise_6_r0_symbol,symbol,noise,6,0,FCGR3A Monocytes,Monocyte,0.72,"{""cell_type"":""Monocyte"",""confidence"":0.72}",stop,91,205,186,0.002642,1,openrouter
pbmc_c5_noise_6_r1_symbol,symbol,noise,6,1,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.84,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.84}",stop,87,92,65,0.001278,1,openrouter
pbmc_c5_noise_4_r0_ensembl,ensembl,noise,4,0,FCGR3A Monocytes,monocyte,0.7,"{""cell_type"":""monocyte"",""confidence"":0.7}",stop,113,1464,1445,0.017794,1,openrouter
pbmc_c5_noise_6_r2_symbol,symbol,noise,6,2,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.85,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.85}",stop,89,120,93,0.001618,1,openrouter
pbmc_c5_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,FCGR3A Monocytes,CD16+ non-classical monocyte,0.9,"{""cell_type"":""CD16+ non-classical monocyte"",""confidence"":0.9}",stop,86,97,72,0.001336,1,openrouter
pbmc_c5_noise_6_r0_ensembl,ensembl,noise,6,0,FCGR3A Monocytes,monocyte,0.8,"{""cell_type"":""monocyte"",""confidence"":0.8}",stop,113,977,958,0.01195,1,openrouter
pbmc_c5_noise_2_r1_ensembl,ensembl,noise,2,1,FCGR3A Monocytes,monocyte,0.65,"{""cell_type"":""monocyte"",""confidence"":0.65}",stop,113,2607,2588,0.03151,1,openrouter
pbmc_c5_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,FCGR3A Monocytes,FCGR3A+ non-classical monocyte,0.88,"{""cell_type"":""FCGR3A+ non-classical monocyte"",""confidence"":0.88}",stop,86,107,80,0.001456,1,openrouter
pbmc_c5_noise_4_r2_ensembl,ensembl,noise,4,2,FCGR3A Monocytes,dendritic cell,0.62,"{""cell_type"":""dendritic cell"",""confidence"":0.62}",stop,113,1919,1898,0.023254,1,openrouter
pbmc_c5_noise_6_r1_ensembl,ensembl,noise,6,1,FCGR3A Monocytes,Monocyte,0.68,"{""cell_type"":""Monocyte"",""confidence"":0.68}",stop,113,1053,1034,0.012862,1,openrouter
pbmc_c6_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,Dendritic cells,conventional dendritic cell (CD1c+/FCER1A+ DC),0.91,"{""cell_type"":""conventional dendritic cell (CD1c+/FCER1A+ DC)"",""confidence"":0.91}",stop,96,107,73,0.001476,1,openrouter
pbmc_c5_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,FCGR3A Monocytes,monocyte,0.84,"{""cell_type"":""monocyte"",""confidence"":0.84}",stop,113,535,516,0.006646,1,openrouter
pbmc_c5_noise_6_r2_ensembl,ensembl,noise,6,2,FCGR3A Monocytes,monocyte,0.62,"{""cell_type"":""monocyte"",""confidence"":0.62}",stop,113,1295,1276,0.015766,1,openrouter
pbmc_c6_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,Dendritic cells,CD1c+ conventional dendritic cell (cDC2),0.86,"{""cell_type"":""CD1c+ conventional dendritic cell (cDC2)"",""confidence"":0.86}",stop,86,101,71,0.001384,1,openrouter
pbmc_c5_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,FCGR3A Monocytes,Monocytes,0.74,"{""cell_type"":""Monocytes"",""confidence"":0.74}",stop,113,967,948,0.01183,1,openrouter
pbmc_c6_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,Dendritic cells,CD1c+ conventional dendritic cell (cDC2),0.91,"{""cell_type"":""CD1c+ conventional dendritic cell (cDC2)"",""confidence"":0.91}",stop,113,248,218,0.003202,1,openrouter
pbmc_c6_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,Dendritic cells,CD1c+ conventional dendritic cell (cDC2),0.96,"{""cell_type"":""CD1c+ conventional dendritic cell (cDC2)"",""confidence"":0.96}",stop,113,885,855,0.010846,1,openrouter
pbmc_c6_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,Dendritic cells,Monocyte,0.78,"{""cell_type"":""Monocyte"",""confidence"":0.78}",stop,83,273,254,0.003442,1,openrouter
pbmc_c6_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,Dendritic cells,Monocyte,0.58,"{""cell_type"":""Monocyte"",""confidence"":0.58}",stop,79,137,118,0.001802,1,openrouter
pbmc_c6_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,Dendritic cells,Monocyte,0.82,"{""cell_type"":""Monocyte"",""confidence"":0.82}",stop,113,423,404,0.005302,1,openrouter
pbmc_c6_n_genes_1_r0_symbol,symbol,n_genes,1,0,Dendritic cells,dendritic cell,0.38,"{""cell_type"":""dendritic cell"",""confidence"":0.38}",stop,49,132,111,0.001682,1,openrouter
pbmc_c6_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,Dendritic cells,Unknown,0.05,"{""cell_type"":""Unknown"",""confidence"":0.05}",stop,50,192,174,0.002404,1,openrouter
pbmc_c6_n_genes_3_r0_symbol,symbol,n_genes,3,0,Dendritic cells,dendritic cell,0.55,"{""cell_type"":""dendritic cell"",""confidence"":0.55}",stop,60,124,103,0.001608,1,openrouter
pbmc_c6_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,Dendritic cells,Monocyte,0.88,"{""cell_type"":""Monocyte"",""confidence"":0.88}",stop,113,804,785,0.009874,1,openrouter
pbmc_c6_n_genes_5_r0_symbol,symbol,n_genes,5,0,Dendritic cells,MHC class II-high antigen-presenting cells (likely dendritic cells or B cells),0.72,"{""cell_type"":""MHC class II-high antigen-presenting cells (likely dendritic cells or B cells)"",""confidence"":0.72}",stop,70,33,0,0.000536,1,openrouter
pbmc_c6_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,Dendritic cells,dendritic cell,0.55,"{""cell_type"":""dendritic cell"",""confidence"":0.55}",stop,64,429,408,0.005276,1,openrouter
pbmc_c6_n_genes_10_r0_symbol,symbol,n_genes,10,0,Dendritic cells,conventional dendritic cell (cDC2),0.9,"{""cell_type"":""conventional dendritic cell (cDC2)"",""confidence"":0.9}",stop,96,85,58,0.001212,1,openrouter
pbmc_c6_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,Dendritic cells,dendritic cell,0.62,"{""cell_type"":""dendritic cell"",""confidence"":0.62}",stop,78,494,473,0.006084,1,openrouter
pbmc_c6_noise_0_r0_symbol,symbol,noise,0,0,Dendritic cells,dendritic cell,0.94,"{""cell_type"":""dendritic cell"",""confidence"":0.94}",stop,96,19,0,0.00042,1,openrouter
pbmc_c6_noise_2_r0_symbol,symbol,noise,2,0,Dendritic cells,CD1C+ conventional dendritic cell (cDC2),0.93,"{""cell_type"":""CD1C+ conventional dendritic cell (cDC2)"",""confidence"":0.93}",stop,93,99,69,0.001374,1,openrouter
pbmc_c6_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,Dendritic cells,dendritic cell,0.78,"{""cell_type"":""dendritic cell"",""confidence"":0.78}",stop,113,712,691,0.00877,1,openrouter
pbmc_c6_noise_0_r0_ensembl,ensembl,noise,0,0,Dendritic cells,MHC class II-high antigen-presenting cell (likely B cell),0.58,"{""cell_type"":""MHC class II-high antigen-presenting cell (likely B cell)"",""confidence"":0.58}",stop,113,495,464,0.006166,1,openrouter
pbmc_c6_noise_2_r1_symbol,symbol,noise,2,1,Dendritic cells,conventional dendritic cell (cDC2),0.9,"{""cell_type"":""conventional dendritic cell (cDC2)"",""confidence"":0.9}",stop,93,86,59,0.001218,1,openrouter
pbmc_c6_noise_2_r0_ensembl,ensembl,noise,2,0,Dendritic cells,B cell,0.7,"{""cell_type"":""B cell"",""confidence"":0.7}",stop,113,535,516,0.006646,1,openrouter
pbmc_c6_noise_2_r2_symbol,symbol,noise,2,2,Dendritic cells,conventional dendritic cell (likely cDC2),0.62,"{""cell_type"":""conventional dendritic cell (likely cDC2)"",""confidence"":0.62}",stop,93,193,165,0.002502,1,openrouter
pbmc_c6_noise_2_r1_ensembl,ensembl,noise,2,1,Dendritic cells,dendritic cell,0.72,"{""cell_type"":""dendritic cell"",""confidence"":0.72}",stop,113,537,516,0.00667,1,openrouter
pbmc_c6_noise_4_r0_symbol,symbol,noise,4,0,Dendritic cells,Conventional dendritic cell (cDC2/CD1c+ dendritic cell),0.9,"{""cell_type"":""Conventional dendritic cell (cDC2/CD1c+ dendritic cell)"",""confidence"":0.9}",stop,91,111,77,0.001514,1,openrouter
pbmc_c6_noise_4_r1_symbol,symbol,noise,4,1,Dendritic cells,dendritic cell,0.72,"{""cell_type"":""dendritic cell"",""confidence"":0.72}",stop,97,198,177,0.00257,1,openrouter
pbmc_c6_noise_4_r2_symbol,symbol,noise,4,2,Dendritic cells,Conventional dendritic cell (CD1c+ / cDC2),0.93,"{""cell_type"":""Conventional dendritic cell (CD1c+ / cDC2)"",""confidence"":0.93}",stop,88,78,46,0.001112,1,openrouter
pbmc_c6_noise_2_r2_ensembl,ensembl,noise,2,2,Dendritic cells,dendritic cell,0.62,"{""cell_type"":""dendritic cell"",""confidence"":0.62}",stop,113,1055,1034,0.012886,1,openrouter
pbmc_c6_noise_4_r0_ensembl,ensembl,noise,4,0,Dendritic cells,CD1C+ conventional dendritic cell (cDC2),0.96,"{""cell_type"":""CD1C+ conventional dendritic cell (cDC2)"",""confidence"":0.96}",stop,113,984,954,0.012034,1,openrouter
pbmc_c6_noise_4_r2_ensembl,ensembl,noise,4,2,Dendritic cells,CD1C+ conventional dendritic cell (cDC2),0.94,"{""cell_type"":""CD1C+ conventional dendritic cell (cDC2)"",""confidence"":0.94}",stop,113,357,327,0.00451,1,openrouter
pbmc_c6_noise_6_r0_symbol,symbol,noise,6,0,Dendritic cells,plasmacytoid dendritic cell (pDC),0.82,"{""cell_type"":""plasmacytoid dendritic cell (pDC)"",""confidence"":0.82}",stop,95,418,389,0.005206,1,openrouter
pbmc_c6_noise_4_r1_ensembl,ensembl,noise,4,1,Dendritic cells,CD1c+ conventional dendritic cell,0.82,"{""cell_type"":""CD1c+ conventional dendritic cell"",""confidence"":0.82}",stop,113,1058,1033,0.012922,1,openrouter
pbmc_c6_noise_6_r1_symbol,symbol,noise,6,1,Dendritic cells,B cell,0.62,"{""cell_type"":""B cell"",""confidence"":0.62}",stop,88,365,346,0.004556,1,openrouter
pbmc_c6_noise_6_r2_symbol,symbol,noise,6,2,Dendritic cells,CD1c+ conventional dendritic cell (cDC2),0.68,"{""cell_type"":""CD1c+ conventional dendritic cell (cDC2)"",""confidence"":0.68}",stop,92,266,236,0.003376,1,openrouter
pbmc_c6_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,Dendritic cells,CD1C+ conventional dendritic cell (cDC2),0.93,"{""cell_type"":""CD1C+ conventional dendritic cell (cDC2)"",""confidence"":0.93}",stop,96,107,77,0.001476,1,openrouter
pbmc_c6_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,Dendritic cells,conventional dendritic cell (CD1c+ myeloid DC),0.93,"{""cell_type"":""conventional dendritic cell (CD1c+ myeloid DC)"",""confidence"":0.93}",stop,96,81,49,0.001164,1,openrouter
pbmc_c7_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,Megakaryocytes,Platelet/megakaryocyte,0.99,"{""cell_type"":""Platelet/megakaryocyte"",""confidence"":0.99}",stop,78,22,0,0.00042,1,openrouter
pbmc_c6_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,Dendritic cells,conventional dendritic cell (CD1c+ / cDC2),0.9,"{""cell_type"":""conventional dendritic cell (CD1c+ / cDC2)"",""confidence"":0.9}",stop,113,491,459,0.006118,1,openrouter
pbmc_c6_noise_6_r1_ensembl,ensembl,noise,6,1,Dendritic cells,B cell,0.72,"{""cell_type"":""B cell"",""confidence"":0.72}",stop,113,1185,1166,0.014446,1,openrouter
pbmc_c6_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,Dendritic cells,conventional dendritic cell (MHC class II-high APC),0.6,"{""cell_type"":""conventional dendritic cell (MHC class II-high APC)"",""confidence"":0.6}",stop,113,911,881,0.011158,1,openrouter
pbmc_c6_noise_6_r0_ensembl,ensembl,noise,6,0,Dendritic cells,conventional dendritic cell (CD1C+ dendritic cell),0.72,"{""cell_type"":""conventional dendritic cell (CD1C+ dendritic cell)"",""confidence"":0.72}",stop,113,1726,1695,0.020938,1,openrouter
pbmc_c7_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,Megakaryocytes,Platelet,0.98,"{""cell_type"":""Platelet"",""confidence"":0.98}",stop,85,70,51,0.00101,1,openrouter
pbmc_c7_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,Megakaryocytes,Platelet / megakaryocyte,0.99,"{""cell_type"":""Platelet / megakaryocyte"",""confidence"":0.99}",stop,113,397,373,0.00499,1,openrouter
pbmc_c7_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,Megakaryocytes,Platelet,0.98,"{""cell_type"":""Platelet"",""confidence"":0.98}",stop,90,17,0,0.000384,1,openrouter
pbmc_c7_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,Megakaryocytes,Platelet,0.98,"{""cell_type"":""Platelet"",""confidence"":0.98}",stop,113,162,143,0.00217,1,openrouter
