model,id,format,knob,level,replicate,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,run,normalized,score,strict,vague
gemini-3.8-flash,pbmc_c4_noise_2_r2_symbol,symbol,noise,2,2,NK cells,Natural killer cell,0.98,"```json
{""cell_type"": ""Natural killer cell"", ""confidence"": 0.98}
```",stop,76,393,369.0,0.00153075,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_noise_2_r2_ensembl,ensembl,noise,2,2,NK cells,CD8+ cytotoxic T cell,0.95,"```json
{
  ""cell_type"": ""CD8+ cytotoxic T cell"",
  ""confidence"": 0.95
}
```",stop,179,637,604.0,0.002523,0,CD8 T cells,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c4_noise_4_r0_symbol,symbol,noise,4,0,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,89,326,296.0,0.00128925,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_noise_4_r0_ensembl,ensembl,noise,4,0,NK cells,Natural Killer cell,0.95,"```json
{""cell_type"": ""Natural Killer cell"", ""confidence"": 0.95}
```",stop,179,816,792.0,0.00319425,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_noise_4_r1_symbol,symbol,noise,4,1,NK cells,Natural Killer cell,0.95,"```json
{
  ""cell_type"": ""Natural Killer cell"",
  ""confidence"": 0.95
}
```",stop,81,371,341.0,0.001452,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_noise_4_r2_symbol,symbol,noise,4,2,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,75,491,461.0,0.0018975,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_noise_4_r1_ensembl,ensembl,noise,4,1,NK cells,natural killer cell,0.95,"```json
{
  ""cell_type"": ""natural killer cell"",
  ""confidence"": 0.95
}
```",stop,179,1767,1737.0,0.0067605,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_noise_6_r0_symbol,symbol,noise,6,0,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,80,313,283.0,0.00123375,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_noise_6_r1_symbol,symbol,noise,6,1,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,81,327,297.0,0.001287,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_noise_4_r2_ensembl,ensembl,noise,4,2,NK cells,Natural killer cell,0.95,"```json
{""cell_type"": ""Natural killer cell"", ""confidence"": 0.95}
```",stop,180,804,780.0,0.00315,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_noise_6_r0_ensembl,ensembl,noise,6,0,NK cells,Natural killer cell,0.98,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.98
}
```",stop,179,838,808.0,0.00327675,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_noise_6_r2_symbol,symbol,noise,6,2,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,84,338,308.0,0.0013305,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_noise_6_r1_ensembl,ensembl,noise,6,1,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,179,1292,1262.0,0.00497925,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_noise_6_r2_ensembl,ensembl,noise,6,2,NK cells,natural killer cell,0.95,"```json
{
  ""cell_type"": ""natural killer cell"",
  ""confidence"": 0.95
}
```",stop,179,681,651.0,0.002688,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,75,308,278.0,0.00121125,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,75,232,202.0,0.00092625,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,NK cells,Natural killer cells,0.95,"```json
{
  ""cell_type"": ""Natural killer cells"",
  ""confidence"": 0.95
}
```",stop,179,606,576.0,0.00240675,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c5_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,FCGR3A Monocytes,Non-classical monocyte,0.95,"```json
{
  ""cell_type"": ""Non-classical monocyte"",
  ""confidence"": 0.95
}
```",stop,81,482,450.0,0.00186825,0,FCGR3A Monocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c4_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,180,568,538.0,0.002265,0,NK cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c5_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,FCGR3A Monocytes,Monocyte,0.95,"```json
{""cell_type"": ""Monocyte"", ""confidence"": 0.95}
```",stop,93,462,439.0,0.00180225,0,Monocytes (unspecified),0.5,0.0,1.0
gemini-3.8-flash,pbmc_c5_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,FCGR3A Monocytes,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,1118,1088.0,0.00432675,0,Dendritic cells,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c5_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,FCGR3A Monocytes,CD14+ monocyte,0.95,"```json
{
  ""cell_type"": ""CD14+ monocyte"",
  ""confidence"": 0.95
}
```",stop,179,1134,1101.0,0.00438675,0,CD14 Monocytes,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c5_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,FCGR3A Monocytes,non-classical monocyte,0.95,"```json
{""cell_type"": ""non-classical monocyte"", ""confidence"": 0.95}
```",stop,75,843,817.0,0.0032175,0,FCGR3A Monocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c5_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,FCGR3A Monocytes,monocyte,0.9,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.9
}
```",stop,83,391,363.0,0.0015285,0,Monocytes (unspecified),0.5,0.0,1.0
gemini-3.8-flash,pbmc_c5_n_genes_1_r0_symbol,symbol,n_genes,1,0,FCGR3A Monocytes,Monocyte,0.85,"```json
{
  ""cell_type"": ""Monocyte"",
  ""confidence"": 0.85
}
```",stop,44,380,351.0,0.001458,0,Monocytes (unspecified),0.5,0.0,1.0
gemini-3.8-flash,pbmc_c5_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,FCGR3A Monocytes,monocyte,0.9,"```json
{""cell_type"": ""monocyte"", ""confidence"": 0.9}
```",stop,180,3865,3843.0,0.01462875,0,Monocytes (unspecified),0.5,0.0,1.0
gemini-3.8-flash,pbmc_c5_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,FCGR3A Monocytes,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,81,1147,1117.0,0.004362,0,Dendritic cells,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c5_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,FCGR3A Monocytes,platelet,0.85,"```json
{""cell_type"": ""platelet"", ""confidence"": 0.85}
```",stop,179,3861,3838.0,0.014613,0,Megakaryocytes,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c5_n_genes_3_r0_symbol,symbol,n_genes,3,0,FCGR3A Monocytes,Non-classical monocyte,0.95,"```json
{
  ""cell_type"": ""Non-classical monocyte"",
  ""confidence"": 0.95
}
```",stop,53,613,581.0,0.0023385,0,FCGR3A Monocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c5_n_genes_10_r0_symbol,symbol,n_genes,10,0,FCGR3A Monocytes,non-classical monocyte,0.95,"```json
{
  ""cell_type"": ""non-classical monocyte"",
  ""confidence"": 0.95
}
```",stop,81,523,491.0,0.002022,0,FCGR3A Monocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c5_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,FCGR3A Monocytes,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,109,1044,1014.0,0.00399675,0,Dendritic cells,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c5_n_genes_5_r0_symbol,symbol,n_genes,5,0,FCGR3A Monocytes,Non-classical monocyte,0.95,"```json
{""cell_type"": ""Non-classical monocyte"", ""confidence"": 0.95}
```",stop,62,461,435.0,0.00177525,0,FCGR3A Monocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c5_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,FCGR3A Monocytes,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",stop,53,3859,3836.0,0.014511,0,B cells,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c5_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,FCGR3A Monocytes,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,863,833.0,0.0033705,0,Dendritic cells,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c5_noise_0_r0_symbol,symbol,noise,0,0,FCGR3A Monocytes,,,,error,0,0,0.0,0.0,0,no answer,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c5_noise_2_r0_symbol,symbol,noise,2,0,FCGR3A Monocytes,non-classical monocyte,0.95,"```json
{""cell_type"": ""non-classical monocyte"", ""confidence"": 0.95}
```",stop,84,496,470.0,0.001923,0,FCGR3A Monocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c5_noise_0_r0_ensembl,ensembl,noise,0,0,FCGR3A Monocytes,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,180,988,958.0,0.00384,0,Dendritic cells,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c5_noise_2_r0_ensembl,ensembl,noise,2,0,FCGR3A Monocytes,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,704,674.0,0.00277425,0,Dendritic cells,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c5_noise_2_r1_symbol,symbol,noise,2,1,FCGR3A Monocytes,non-classical monocyte,0.95,"```json
{
  ""cell_type"": ""non-classical monocyte"",
  ""confidence"": 0.95
}
```",stop,82,608,576.0,0.0023415,0,FCGR3A Monocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c5_noise_2_r2_symbol,symbol,noise,2,2,FCGR3A Monocytes,non-classical monocyte,0.95,"```json
{""cell_type"": ""non-classical monocyte"", ""confidence"": 0.95}
```",stop,84,499,473.0,0.00193425,0,FCGR3A Monocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c5_noise_2_r1_ensembl,ensembl,noise,2,1,FCGR3A Monocytes,monocyte,0.95,"```json
{""cell_type"": ""monocyte"", ""confidence"": 0.95}
```",stop,179,1120,1097.0,0.00433425,0,Monocytes (unspecified),0.5,0.0,1.0
gemini-3.8-flash,pbmc_c5_noise_4_r0_symbol,symbol,noise,4,0,FCGR3A Monocytes,non-classical monocyte,0.95,"```json
{
  ""cell_type"": ""non-classical monocyte"",
  ""confidence"": 0.95
}
```",stop,87,476,444.0,0.00185025,0,FCGR3A Monocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c5_noise_2_r2_ensembl,ensembl,noise,2,2,FCGR3A Monocytes,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,993,963.0,0.003858,0,Dendritic cells,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c5_noise_4_r0_ensembl,ensembl,noise,4,0,FCGR3A Monocytes,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,180,1359,1329.0,0.00523125,0,Dendritic cells,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c5_noise_4_r1_symbol,symbol,noise,4,1,FCGR3A Monocytes,non-classical monocyte,0.9,"```json
{
  ""cell_type"": ""non-classical monocyte"",
  ""confidence"": 0.9
}
```",stop,85,409,378.0,0.0015975,0,FCGR3A Monocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c5_noise_4_r2_symbol,symbol,noise,4,2,FCGR3A Monocytes,non-classical monocyte,0.95,"```json
{
  ""cell_type"": ""non-classical monocyte"",
  ""confidence"": 0.95
}
```",stop,90,520,488.0,0.0020175,0,FCGR3A Monocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c5_noise_4_r1_ensembl,ensembl,noise,4,1,FCGR3A Monocytes,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,1109,1079.0,0.004293,0,Dendritic cells,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c5_noise_6_r0_symbol,symbol,noise,6,0,FCGR3A Monocytes,Monocyte,0.95,"```json
{""cell_type"": ""Monocyte"", ""confidence"": 0.95}
```",stop,87,438,415.0,0.00170775,0,Monocytes (unspecified),0.5,0.0,1.0
gemini-3.8-flash,pbmc_c5_noise_4_r2_ensembl,ensembl,noise,4,2,FCGR3A Monocytes,dendritic cell,0.95,"```json
{
  ""cell_type"": ""dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,1874,1843.0,0.00716175,0,Dendritic cells,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c5_noise_6_r2_symbol,symbol,noise,6,2,FCGR3A Monocytes,non-classical monocyte,0.95,"```json
{""cell_type"": ""non-classical monocyte"", ""confidence"": 0.95}
```",stop,85,635,609.0,0.002445,0,FCGR3A Monocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c5_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,FCGR3A Monocytes,non-classical monocyte,0.95,"```json
{
  ""cell_type"": ""non-classical monocyte"",
  ""confidence"": 0.95
}
```",stop,81,369,337.0,0.0014445,0,FCGR3A Monocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,Dendritic cells,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,607,577.0,0.0024105,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c5_noise_6_r1_ensembl,ensembl,noise,6,1,FCGR3A Monocytes,non-classical monocyte,0.95,"```json
{
  ""cell_type"": ""non-classical monocyte"",
  ""confidence"": 0.95
}
```",stop,180,2074,2042.0,0.0079125,0,FCGR3A Monocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,Dendritic cells,conventional dendritic cell type 2 (cDC2),0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell type 2 (cDC2)"",
  ""confidence"": 0.95
}
```",stop,82,658,621.0,0.002529,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,Dendritic cells,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,90,401,371.0,0.00157125,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,Dendritic cells,Monocyte,0.95,"```json
{""cell_type"": ""Monocyte"", ""confidence"": 0.95}
```",stop,80,706,683.0,0.0027075,0,Monocytes (unspecified),0.0,0.0,1.0
gemini-3.8-flash,pbmc_c6_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,Dendritic cells,monocyte,0.95,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.95
}
```",stop,78,417,388.0,0.00162225,0,Monocytes (unspecified),0.0,0.0,1.0
gemini-3.8-flash,pbmc_c6_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,Dendritic cells,dendritic cell,0.95,"```json
{
  ""cell_type"": ""dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,2404,2373.0,0.00914925,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,Dendritic cells,monocyte,0.95,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.95
}
```",stop,180,2128,2099.0,0.008115,0,Monocytes (unspecified),0.0,0.0,1.0
gemini-3.8-flash,pbmc_c6_n_genes_3_r0_symbol,symbol,n_genes,3,0,Dendritic cells,Dendritic cell,0.95,"```json
{
  ""cell_type"": ""Dendritic cell"",
  ""confidence"": 0.95
}
```",stop,55,645,614.0,0.00246,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_n_genes_10_r0_symbol,symbol,n_genes,10,0,Dendritic cells,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,89,357,327.0,0.0014055,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,Dendritic cells,Dendritic cell,0.85,"```json
{
  ""cell_type"": ""Dendritic cell"",
  ""confidence"": 0.85
}
```",stop,81,1732,1701.0,0.00655575,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,Dendritic cells,B cell,0.5,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.5}
```",stop,54,2854,2832.0,0.010743,0,B cells,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c6_n_genes_5_r0_symbol,symbol,n_genes,5,0,Dendritic cells,Dendritic cell,0.85,"```json
{
  ""cell_type"": ""Dendritic cell"",
  ""confidence"": 0.85
}
```",stop,65,1277,1246.0,0.0048375,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,Dendritic cells,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,1040,1010.0,0.00403425,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_2_r0_symbol,symbol,noise,2,0,Dendritic cells,conventional dendritic cell,0.95,"```json
{""cell_type"": ""conventional dendritic cell"", ""confidence"": 0.95}
```",stop,88,345,321.0,0.00135975,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_0_r0_ensembl,ensembl,noise,0,0,Dendritic cells,dendritic cell,0.95,"```json
{
  ""cell_type"": ""dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,1107,1076.0,0.0042855,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_0_r0_symbol,symbol,noise,0,0,Dendritic cells,conventional dendritic cell,0.95,"```json
{""cell_type"": ""conventional dendritic cell"", ""confidence"": 0.95}
```",stop,90,524,500.0,0.0020325,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_2_r1_symbol,symbol,noise,2,1,Dendritic cells,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,88,310,280.0,0.0012285,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_2_r0_ensembl,ensembl,noise,2,0,Dendritic cells,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,1141,1111.0,0.004413,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_2_r1_ensembl,ensembl,noise,2,1,Dendritic cells,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,180,1421,1391.0,0.00546375,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_2_r2_symbol,symbol,noise,2,2,Dendritic cells,dendritic cell,0.95,"```json
{
  ""cell_type"": ""dendritic cell"",
  ""confidence"": 0.95
}
```",stop,86,392,361.0,0.0015345,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_2_r2_ensembl,ensembl,noise,2,2,Dendritic cells,Dendritic cell,0.98,"```json
{
  ""cell_type"": ""Dendritic cell"",
  ""confidence"": 0.98
}
```",stop,179,1471,1440.0,0.0056505,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_4_r1_symbol,symbol,noise,4,1,Dendritic cells,dendritic cell,0.95,"```json
{""cell_type"": ""dendritic cell"", ""confidence"": 0.95}
```",stop,86,510,485.0,0.001977,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_4_r0_symbol,symbol,noise,4,0,Dendritic cells,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,88,340,310.0,0.001341,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_4_r2_symbol,symbol,noise,4,2,Dendritic cells,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,85,485,455.0,0.0018825,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_4_r1_ensembl,ensembl,noise,4,1,Dendritic cells,dendritic cell,0.95,"```json
{
  ""cell_type"": ""dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,1548,1517.0,0.00593925,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_4_r2_ensembl,ensembl,noise,4,2,Dendritic cells,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,829,799.0,0.003243,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_6_r0_ensembl,ensembl,noise,6,0,Dendritic cells,dendritic cell,0.95,"```json
{
  ""cell_type"": ""dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,2157,2126.0,0.008223,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_6_r0_symbol,symbol,noise,6,0,Dendritic cells,Dendritic cell,0.92,"```json
{""cell_type"": ""Dendritic cell"", ""confidence"": 0.92}
```",stop,91,1530,1505.0,0.00580575,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_6_r2_symbol,symbol,noise,6,2,Dendritic cells,dendritic cell,0.95,"```json
{
  ""cell_type"": ""dendritic cell"",
  ""confidence"": 0.95
}
```",stop,89,497,466.0,0.0019305,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_6_r1_symbol,symbol,noise,6,1,Dendritic cells,dendritic cell,0.9,"```json
{
  ""cell_type"": ""dendritic cell"",
  ""confidence"": 0.9
}
```",stop,87,1874,1844.0,0.00709275,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_noise_6_r1_ensembl,ensembl,noise,6,1,Dendritic cells,dendritic cell,0.95,"```json
{
  ""cell_type"": ""dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,1868,1837.0,0.00713925,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c6_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,Dendritic cells,dendritic cell,0.95,"```json
{
  ""cell_type"": ""dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,851,820.0,0.0033255,0,Dendritic cells,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c7_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,Megakaryocytes,,,,error,0,0,0.0,0.0,0,no answer,0.0,0.0,0.0
gemini-3.8-flash,pbmc_c7_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,Megakaryocytes,platelet,0.95,"```json
{
  ""cell_type"": ""platelet"",
  ""confidence"": 0.95
}
```",stop,81,670,641.0,0.00257325,0,Megakaryocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c7_n_genes_1_r0_symbol,symbol,n_genes,1,0,Megakaryocytes,Platelet,0.99,"```json
{""cell_type"": ""Platelet"", ""confidence"": 0.99}
```",stop,42,319,296.0,0.00122775,0,Megakaryocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c7_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,Megakaryocytes,Platelet,0.98,"```json
{
  ""cell_type"": ""Platelet"",
  ""confidence"": 0.98
}
```",stop,88,463,434.0,0.00180225,0,Megakaryocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c7_n_genes_5_r0_symbol,symbol,n_genes,5,0,Megakaryocytes,Platelet,0.99,"```json
{""cell_type"": ""Platelet"", ""confidence"": 0.99}
```",stop,56,391,368.0,0.00150825,0,Megakaryocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c7_n_genes_3_r0_symbol,symbol,n_genes,3,0,Megakaryocytes,Platelet,0.99,"```json
{""cell_type"": ""Platelet"", ""confidence"": 0.99}
```",stop,51,324,301.0,0.00125325,0,Megakaryocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c7_n_genes_10_r0_symbol,symbol,n_genes,10,0,Megakaryocytes,platelets,0.99,"```json
{
  ""cell_type"": ""platelets"",
  ""confidence"": 0.99
}
```",stop,75,413,384.0,0.001605,0,Megakaryocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c7_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,Megakaryocytes,platelet,0.98,"```json
{
  ""cell_type"": ""platelet"",
  ""confidence"": 0.98
}
```",stop,82,1112,1083.0,0.0042315,0,Megakaryocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c7_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,Megakaryocytes,Platelet,0.99,"```json
{
  ""cell_type"": ""Platelet"",
  ""confidence"": 0.99
}
```",stop,110,807,778.0,0.00310875,0,Megakaryocytes,1.0,1.0,0.0
gemini-3.8-flash,pbmc_c7_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,Megakaryocytes,Neutrophil,0.95,"```json
{
  ""cell_type"": ""Neutrophil"",
  ""confidence"": 0.95
}
```",stop,179,1227,1197.0,0.0047355,0,other,0.0,0.0,0.0
