id,format,knob,level,replicate,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,run
pbmc_c4_noise_6_r2_symbol,symbol,noise,6,2,NK cells,NK cell (cytotoxic natural killer cell),0.75,"{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.75}",end_turn,119,39,,0.000628,1
pbmc_c4_noise_6_r1_ensembl,ensembl,noise,6,1,NK cells,Natural killer (NK) cell,0.8,"{""cell_type"": ""Natural killer (NK) cell"", ""confidence"": 0.8}",end_turn,153,292,,0.003226,1
pbmc_c4_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,NK cells,NK cell (cytotoxic natural killer cell),0.85,"```json
{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.85}
```",end_turn,114,44,,0.000668,1
pbmc_c4_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,NK cells,NK cell (cytotoxic natural killer cell),0.9,"```json
{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.9}
```",end_turn,114,44,,0.000668,1
pbmc_c4_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,NK cells,NK cell (cytotoxic natural killer cell),0.85,"{""cell_type"": ""NK cell (cytotoxic natural killer cell)"", ""confidence"": 0.85}",end_turn,153,326,,0.003566,1
pbmc_c4_noise_6_r2_ensembl,ensembl,noise,6,2,NK cells,NK cells (Natural Killer cells),0.75,"{""cell_type"": ""NK cells (Natural Killer cells)"", ""confidence"": 0.75}

Key markers supporting this: **NKG7**, **GZMB** (Granzyme B), and **PRF1** (Perforin 1) are classic cytotoxic effector molecules highly expressed in NK cells (and cytotoxic T cells). **B2M** (Beta-2-microglobulin) supports MHC class I-related immune function, and **RGS1** is also commonly enriched in NK/cytotoxic lymphocyte populations. The absence of canonical T-cell receptor genes or CD3 components in this marker set favors an NK cell identity over cytotoxic T cells, though confidence is moderate since some markers (ZNF223, ITPKB, CANT1) are less specific.",end_turn,153,678,,0.007086,1
pbmc_c5_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,FCGR3A Monocytes,CD14- CD16+ (non-classical) monocyte,0.85,"```json
{""cell_type"": ""CD14- CD16+ (non-classical) monocyte"", ""confidence"": 0.85}
```",end_turn,117,45,,0.000684,1
pbmc_c4_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,NK cells,Natural killer (NK) cell / cytotoxic lymphocyte,0.9,"{""cell_type"": ""Natural killer (NK) cell / cytotoxic lymphocyte"", ""confidence"": 0.9}",end_turn,153,313,,0.003436,1
pbmc_c5_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,FCGR3A Monocytes,Monocyte/Macrophage (myeloid),0.75,"{""cell_type"": ""Monocyte/Macrophage (myeloid)"", ""confidence"": 0.75}",end_turn,119,38,,0.000618,1
pbmc_c5_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,FCGR3A Monocytes,CD16+ non-classical monocytes,0.85,"{""cell_type"": ""CD16+ non-classical monocytes"", ""confidence"": 0.85}",end_turn,153,269,,0.002996,1
pbmc_c5_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,FCGR3A Monocytes,Monocyte (non-classical/CD16+ monocyte),0.7,"{""cell_type"": ""Monocyte (non-classical/CD16+ monocyte)"", ""confidence"": 0.7}",end_turn,117,42,,0.000654,1
pbmc_c5_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,FCGR3A Monocytes,Monocyte,0.8,"{""cell_type"": ""Monocyte"", ""confidence"": 0.8}",end_turn,153,411,,0.004416,1
pbmc_c5_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,FCGR3A Monocytes,"Monocyte (myeloid, likely CD14+ monocyte)",0.65,"```json
{""cell_type"": ""Monocyte (myeloid, likely CD14+ monocyte)"", ""confidence"": 0.65}
```",end_turn,118,49,,0.000726,1
pbmc_c5_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,FCGR3A Monocytes,Monocyte,0.85,"{""cell_type"": ""Monocyte"", ""confidence"": 0.85}",end_turn,153,293,,0.003236,1
pbmc_c5_n_genes_1_r0_symbol,symbol,n_genes,1,0,FCGR3A Monocytes,"Monocyte (CD14+/CD16+, myeloid)",0.6,"{""cell_type"": ""Monocyte (CD14+/CD16+, myeloid)"", ""confidence"": 0.6}",end_turn,67,42,,0.000554,1
pbmc_c5_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,FCGR3A Monocytes,Platelets (megakaryocyte-derived),0.75,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.75}",end_turn,153,338,,0.003686,1
pbmc_c5_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,FCGR3A Monocytes,Monocyte,0.6,"{""cell_type"": ""Monocyte"", ""confidence"": 0.6}",end_turn,72,65,,0.000794,1
pbmc_c5_n_genes_3_r0_symbol,symbol,n_genes,3,0,FCGR3A Monocytes,"Monocyte (myeloid, likely CD14+/CD16+ monocyte)",0.75,"```json
{""cell_type"": ""Monocyte (myeloid, likely CD14+/CD16+ monocyte)"", ""confidence"": 0.75}
```",end_turn,78,54,,0.000696,1
pbmc_c5_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,FCGR3A Monocytes,Monocyte,0.85,"{""cell_type"": ""Monocyte"", ""confidence"": 0.85}",end_turn,90,139,,0.00157,1
pbmc_c5_n_genes_5_r0_symbol,symbol,n_genes,5,0,FCGR3A Monocytes,CD16+ (non-classical) monocyte,0.85,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.85}",end_turn,90,36,,0.00054,1
pbmc_c5_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,FCGR3A Monocytes,CD16+ non-classical monocytes,0.9,"{""cell_type"": ""CD16+ non-classical monocytes"", ""confidence"": 0.9}",end_turn,108,179,,0.002006,1
pbmc_c5_n_genes_10_r0_symbol,symbol,n_genes,10,0,FCGR3A Monocytes,CD16+ (non-classical) monocyte,0.85,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.85}",end_turn,117,36,,0.000594,1
pbmc_c5_noise_0_r0_symbol,symbol,noise,0,0,FCGR3A Monocytes,CD16+ Monocyte (Non-classical Monocyte),0.85,"```json
{""cell_type"": ""CD16+ Monocyte (Non-classical Monocyte)"", ""confidence"": 0.85}
```",end_turn,117,48,,0.000714,1
pbmc_c5_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,FCGR3A Monocytes,CD16+ non-classical monocytes,0.85,"{""cell_type"": ""CD16+ non-classical monocytes"", ""confidence"": 0.85}",end_turn,153,256,,0.002866,1
pbmc_c5_noise_2_r0_symbol,symbol,noise,2,0,FCGR3A Monocytes,Non-classical (CD16+) monocytes,0.85,"{""cell_type"": ""Non-classical (CD16+) monocytes"", ""confidence"": 0.85}",end_turn,119,36,,0.000598,1
pbmc_c5_noise_0_r0_ensembl,ensembl,noise,0,0,FCGR3A Monocytes,CD16+ non-classical monocytes,0.85,"{""cell_type"": ""CD16+ non-classical monocytes"", ""confidence"": 0.85}",end_turn,153,268,,0.002986,1
pbmc_c5_noise_2_r1_symbol,symbol,noise,2,1,FCGR3A Monocytes,CD16+ (non-classical) monocyte,0.7,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.7}",end_turn,118,36,,0.000596,1
pbmc_c5_noise_2_r0_ensembl,ensembl,noise,2,0,FCGR3A Monocytes,CD16+ (non-classical) monocytes,0.85,"{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.85}",end_turn,153,275,,0.003056,1
pbmc_c5_noise_2_r2_symbol,symbol,noise,2,2,FCGR3A Monocytes,CD16+ (non-classical) monocyte,0.85,"```json
{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.85}
```",end_turn,120,41,,0.00065,1
pbmc_c5_noise_4_r0_symbol,symbol,noise,4,0,FCGR3A Monocytes,CD16+ non-classical monocyte,0.75,"{""cell_type"": ""CD16+ non-classical monocyte"", ""confidence"": 0.75}",end_turn,118,34,,0.000576,1
pbmc_c5_noise_2_r1_ensembl,ensembl,noise,2,1,FCGR3A Monocytes,CD16+ (non-classical) monocytes,0.75,"{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.75}",end_turn,153,500,,0.005306,1
pbmc_c5_noise_2_r2_ensembl,ensembl,noise,2,2,FCGR3A Monocytes,CD16+ non-classical monocytes,0.85,"{""cell_type"": ""CD16+ non-classical monocytes"", ""confidence"": 0.85}",end_turn,153,376,,0.004066,1
pbmc_c5_noise_4_r1_symbol,symbol,noise,4,1,FCGR3A Monocytes,CD16+ Monocyte (Non-classical Monocyte),0.8,"```json
{""cell_type"": ""CD16+ Monocyte (Non-classical Monocyte)"", ""confidence"": 0.8}
```",end_turn,124,48,,0.000728,1
pbmc_c5_noise_4_r2_symbol,symbol,noise,4,2,FCGR3A Monocytes,CD16+ non-classical monocyte,0.85,"{""cell_type"": ""CD16+ non-classical monocyte"", ""confidence"": 0.85}",end_turn,125,34,,0.00059,1
pbmc_c5_noise_4_r0_ensembl,ensembl,noise,4,0,FCGR3A Monocytes,CD16+ (non-classical) monocytes,0.75,"{""cell_type"": ""CD16+ (non-classical) monocytes"", ""confidence"": 0.75}",end_turn,153,474,,0.005046,1
pbmc_c5_noise_6_r0_symbol,symbol,noise,6,0,FCGR3A Monocytes,"Monocyte (myeloid, likely CD14+ monocyte)",0.6,"{""cell_type"": ""Monocyte (myeloid, likely CD14+ monocyte)"", ""confidence"": 0.6}",end_turn,122,44,,0.000684,1
pbmc_c5_noise_6_r1_symbol,symbol,noise,6,1,FCGR3A Monocytes,Non-classical (CD16+) Monocyte,0.7,"```json
{""cell_type"": ""Non-classical (CD16+) Monocyte"", ""confidence"": 0.7}
```",end_turn,121,42,,0.000662,1
pbmc_c5_noise_4_r2_ensembl,ensembl,noise,4,2,FCGR3A Monocytes,CD16+ non-classical monocytes,0.8,"{""cell_type"": ""CD16+ non-classical monocytes"", ""confidence"": 0.8}",end_turn,153,396,,0.004266,1
pbmc_c5_noise_6_r0_ensembl,ensembl,noise,6,0,FCGR3A Monocytes,Monocyte/Macrophage (myeloid lineage),0.7,"{""cell_type"": ""Monocyte/Macrophage (myeloid lineage)"", ""confidence"": 0.7}",end_turn,153,438,,0.004686,1
pbmc_c5_noise_6_r2_symbol,symbol,noise,6,2,FCGR3A Monocytes,CD16+ (non-classical) monocyte,0.6,"{""cell_type"": ""CD16+ (non-classical) monocyte"", ""confidence"": 0.6}",end_turn,128,36,,0.000616,1
pbmc_c5_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,FCGR3A Monocytes,CD16+ non-classical monocyte,0.85,"```json
{""cell_type"": ""CD16+ non-classical monocyte"", ""confidence"": 0.85}
```",end_turn,117,39,,0.000624,1
pbmc_c5_noise_6_r1_ensembl,ensembl,noise,6,1,FCGR3A Monocytes,NK cells (CD16+ FCGR3A-expressing),0.55,"{""cell_type"": ""NK cells (CD16+ FCGR3A-expressing)"", ""confidence"": 0.55}",end_turn,153,511,,0.005416,1
pbmc_c5_noise_6_r2_ensembl,ensembl,noise,6,2,FCGR3A Monocytes,NK cells (CD16+ natural killer cells),0.55,"{""cell_type"": ""NK cells (CD16+ natural killer cells)"", ""confidence"": 0.55}",end_turn,153,474,,0.005046,1
pbmc_c5_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,FCGR3A Monocytes,CD16+ non-classical monocytes,0.85,"{""cell_type"": ""CD16+ non-classical monocytes"", ""confidence"": 0.85}",end_turn,153,271,,0.003016,1
pbmc_c5_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,FCGR3A Monocytes,CD16+ (non-classical/intermediate) monocyte,0.85,"```json
{""cell_type"": ""CD16+ (non-classical/intermediate) monocyte"", ""confidence"": 0.85}
```",end_turn,117,46,,0.000694,1
pbmc_c6_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.85,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.85}
```",end_turn,138,45,,0.000726,1
pbmc_c5_noise_4_r1_ensembl,ensembl,noise,4,1,FCGR3A Monocytes,CD16+ non-classical monocyte,0.7,"Looking at these genes, I can identify several key markers:
- **FCGR3A (CD16)** - ENSG00000203747
- **FCER1G** - ENSG00000158869
- **AIF1** - ENSG00000204472
- **FTH1** - ENSG00000167996
- **IFITM3** - ENSG00000142089
- **PSAP** - ENSG00000197746
- **JAK1** - ENSG00000162434

This combination of genes, particularly FCGR3A (CD16), FCER1G, AIF1, and the myeloid-associated genes, strongly suggests a monocyte/macrophage lineage cell, specifically non-classical (CD16+) monocytes.

```json
{""cell_type"": ""CD16+ non-classical monocyte"", ""confidence"": 0.7}
```",end_turn,153,1608,,0.016386,1
pbmc_c5_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,FCGR3A Monocytes,CD16+ non-classical monocytes,0.85,"{""cell_type"": ""CD16+ non-classical monocytes"", ""confidence"": 0.85}",end_turn,153,282,,0.003126,1
pbmc_c6_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,Dendritic cells,Conventional dendritic cell (myeloid/cDC2),0.75,"{""cell_type"": ""Conventional dendritic cell (myeloid/cDC2)"", ""confidence"": 0.75}",end_turn,123,42,,0.000666,1
pbmc_c6_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,Dendritic cells,"Dendritic cell (myeloid/conventional DC, MHC class II high)",0.85,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC, MHC class II high)"", ""confidence"": 0.85}",end_turn,153,288,,0.003186,1
pbmc_c6_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,Dendritic cells,"Monocyte/Macrophage (myeloid, likely CD14+ monocyte or monocyte-derived dendritic cell)",0.7,"```json
{""cell_type"": ""Monocyte/Macrophage (myeloid, likely CD14+ monocyte or monocyte-derived dendritic cell)"", ""confidence"": 0.7}
```",end_turn,122,69,,0.000934,1
pbmc_c6_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,Dendritic cells,"Monocyte (myeloid lineage, likely CD14+ monocyte)",0.7,"{""cell_type"": ""Monocyte (myeloid lineage, likely CD14+ monocyte)"", ""confidence"": 0.7}",end_turn,153,301,,0.003316,1
pbmc_c6_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,Dendritic cells,Monocyte (myeloid),0.75,"```json
{""cell_type"": ""Monocyte (myeloid)"", ""confidence"": 0.75}
```",end_turn,117,37,,0.000604,1
pbmc_c6_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,Dendritic cells,Monocyte,0.7,"{""cell_type"": ""Monocyte"", ""confidence"": 0.7}",end_turn,153,366,,0.003966,1
pbmc_c6_n_genes_1_r0_symbol,symbol,n_genes,1,0,Dendritic cells,"Dendritic cell (or other HLA-DR+ antigen-presenting cell, e.g., monocyte/B cell)",0.3,"{""cell_type"": ""Dendritic cell (or other HLA-DR+ antigen-presenting cell, e.g., monocyte/B cell)"", ""confidence"": 0.3}",end_turn,72,62,,0.000764,1
pbmc_c6_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,Dendritic cells,"T cell (likely, based on HLA-DPA1 marker - ENSG00000231389)",0.3,"```json
{""cell_type"": ""T cell (likely, based on HLA-DPA1 marker - ENSG00000231389)"", ""confidence"": 0.3}
```",end_turn,72,56,,0.000704,1
pbmc_c6_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,Dendritic cells,Monocyte,0.8,"{""cell_type"": ""Monocyte"", ""confidence"": 0.8}",end_turn,153,412,,0.004426,1
pbmc_c6_n_genes_3_r0_symbol,symbol,n_genes,3,0,Dendritic cells,"Antigen-presenting cell (e.g., dendritic cell/monocyte/B cell - MHC class II high)",0.6,"{""cell_type"": ""Antigen-presenting cell (e.g., dendritic cell/monocyte/B cell - MHC class II high)"", ""confidence"": 0.6}",end_turn,89,59,,0.000768,1
pbmc_c6_n_genes_5_r0_symbol,symbol,n_genes,5,0,Dendritic cells,"Antigen-presenting cell (e.g., dendritic cell/B cell/monocyte - MHC class II high)",0.7,"```json
{""cell_type"": ""Antigen-presenting cell (e.g., dendritic cell/B cell/monocyte - MHC class II high)"", ""confidence"": 0.7}
```",end_turn,102,64,,0.000844,1
pbmc_c6_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.7,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.7}

These genes (HLA-DPA1, HLA-DPB1, HLA-DRA) are MHC class II genes, which are highly expressed in professional antigen-presenting cells. While they can also mark B cells or monocytes, this specific combination is classically used to identify dendritic cells in blood immune cell atlases.",end_turn,90,364,,0.00382,1
pbmc_c6_n_genes_10_r0_symbol,symbol,n_genes,10,0,Dendritic cells,Dendritic cell (conventional/myeloid DC),0.85,"```json
{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.85}
```",end_turn,138,45,,0.000726,1
pbmc_c6_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,Dendritic cells,"Dendritic cell (or other antigen-presenting cell such as B cell/monocyte, based on MHC class II gene signature: HLA-DPA1, HLA-DPB1, HLA-DRA, HLA-DRB1, CD74)",0.6,"{""cell_type"": ""Dendritic cell (or other antigen-presenting cell such as B cell/monocyte, based on MHC class II gene signature: HLA-DPA1, HLA-DPB1, HLA-DRA, HLA-DRB1, CD74)"", ""confidence"": 0.6}",end_turn,108,352,,0.003736,1
pbmc_c6_noise_0_r0_symbol,symbol,noise,0,0,Dendritic cells,Dendritic cell (conventional/myeloid DC),0.85,"```json
{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.85}
```",end_turn,138,45,,0.000726,1
pbmc_c6_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.9,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.9}",end_turn,153,279,,0.003096,1
pbmc_c6_noise_2_r0_symbol,symbol,noise,2,0,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.8,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.8}",end_turn,135,40,,0.00067,1
pbmc_c6_noise_0_r0_ensembl,ensembl,noise,0,0,Dendritic cells,Dendritic cell (conventional/myeloid DC),0.9,"{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.9}",end_turn,153,288,,0.003186,1
pbmc_c6_noise_2_r1_symbol,symbol,noise,2,1,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.85,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.85}
```",end_turn,132,45,,0.000714,1
pbmc_c6_noise_2_r2_symbol,symbol,noise,2,2,Dendritic cells,"Dendritic cell (myeloid/conventional dendritic cell, HLA-DR+ antigen-presenting cell)",0.7,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional dendritic cell, HLA-DR+ antigen-presenting cell)"", ""confidence"": 0.7}
```",end_turn,134,67,,0.000938,1
pbmc_c6_noise_2_r0_ensembl,ensembl,noise,2,0,Dendritic cells,"Dendritic cell (myeloid/conventional DC) - based on strong MHC class II gene signature (HLA-DPA1, HLA-DPB1, HLA-DRA, HLA-DQA1, HLA-DRB5, HLA-DMA, CD74)",0.65,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC) - based on strong MHC class II gene signature (HLA-DPA1, HLA-DPB1, HLA-DRA, HLA-DQA1, HLA-DRB5, HLA-DMA, CD74)"", ""confidence"": 0.65}
```",end_turn,153,603,,0.006336,1
pbmc_c6_noise_4_r0_symbol,symbol,noise,4,0,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.75,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.75}",end_turn,130,40,,0.00066,1
pbmc_c6_noise_2_r1_ensembl,ensembl,noise,2,1,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.85,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.85}
```

**Reasoning:** The gene set is dominated by MHC class II machinery — HLA-DPA1, HLA-DRB1, HLA-DQA1, HLA-DRB5, HLA-DMA — along with CD74 (invariant chain, essential for MHC-II antigen presentation), CST3 (Cystatin C, highly expressed in myeloid/DC lineages), and FCER1A (high-affinity IgE receptor alpha chain, a classic marker distinguishing conventional dendritic cells from other antigen-presenting cells like B cells or monocytes). This combination is highly characteristic of professional antigen-presenting cells, specifically myeloid dendritic cells, in human blood.",end_turn,153,693,,0.007236,1
pbmc_c6_noise_2_r2_ensembl,ensembl,noise,2,2,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.75,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.75}",end_turn,153,488,,0.005186,1
pbmc_c6_noise_4_r1_symbol,symbol,noise,4,1,Dendritic cells,Dendritic cell (conventional/myeloid DC),0.85,"{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.85}",end_turn,136,40,,0.000672,1
pbmc_c6_noise_4_r2_symbol,symbol,noise,4,2,Dendritic cells,Dendritic cell (conventional/myeloid DC),0.75,"{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.75}",end_turn,123,40,,0.000646,1
pbmc_c6_noise_4_r1_ensembl,ensembl,noise,4,1,Dendritic cells,Dendritic cell (conventional/myeloid DC),0.85,"{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.85}",end_turn,153,305,,0.003356,1
pbmc_c6_noise_4_r0_ensembl,ensembl,noise,4,0,Dendritic cells,Dendritic cell,0.65,"Looking at these gene IDs, I can identify several key markers:

- **ENSG00000231389** - HLA-DPA1
- **ENSG00000223865** - HLA-DPB1
- **ENSG00000204287** - HLA-DRA
- **ENSG00000198502** - HLA-DRB5
- **ENSG00000101439** - CST3 (Cystatin C)

This is a strong MHC Class II gene signature (HLA-DPA1, HLA-DPB1, HLA-DRA, HLA-DRB5), combined with CST3, which is highly expressed in antigen-presenting cells, particularly dendritic cells and monocytes.

```json
{""cell_type"": ""Dendritic cell"", ""confidence"": 0.65}
```",end_turn,153,694,,0.007246,1
pbmc_c6_noise_6_r0_symbol,symbol,noise,6,0,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.65,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.65}
```",end_turn,133,45,,0.000716,1
pbmc_c6_noise_6_r1_symbol,symbol,noise,6,1,Dendritic cells,"Dendritic cell (myeloid/conventional DC, likely cDC1)",0.65,"```json
{""cell_type"": ""Dendritic cell (myeloid/conventional DC, likely cDC1)"", ""confidence"": 0.65}
```",end_turn,126,52,,0.000772,1
pbmc_c6_noise_6_r0_ensembl,ensembl,noise,6,0,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.7,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.7}",end_turn,153,382,,0.004126,1
pbmc_c6_noise_4_r2_ensembl,ensembl,noise,4,2,Dendritic cells,"Dendritic cell (conventional/myeloid DC, HLA-DR+ CD1c+ subset)",0.8,"{""cell_type"": ""Dendritic cell (conventional/myeloid DC, HLA-DR+ CD1c+ subset)"", ""confidence"": 0.8}",end_turn,153,515,,0.005456,1
pbmc_c6_noise_6_r2_symbol,symbol,noise,6,2,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.6,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.6}",end_turn,127,40,,0.000654,1
pbmc_c6_noise_6_r1_ensembl,ensembl,noise,6,1,Dendritic cells,"Conventional dendritic cell (cDC1), marked by high HLA class II expression (HLA-DRA, HLA-DPB1, HLA-DPA1, HLA-DMA), BATF3, and CST3",0.75,"{""cell_type"": ""Conventional dendritic cell (cDC1), marked by high HLA class II expression (HLA-DRA, HLA-DPB1, HLA-DPA1, HLA-DMA), BATF3, and CST3"", ""confidence"": 0.75}",end_turn,153,415,,0.004456,1
pbmc_c6_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,Dendritic cells,Dendritic cell (conventional/myeloid DC),0.85,"```json
{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.85}
```",end_turn,138,45,,0.000726,1
pbmc_c6_noise_6_r2_ensembl,ensembl,noise,6,2,Dendritic cells,Dendritic cell (myeloid/conventional DC),0.7,"{""cell_type"": ""Dendritic cell (myeloid/conventional DC)"", ""confidence"": 0.7}",end_turn,153,432,,0.004626,1
pbmc_c6_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,Dendritic cells,Dendritic cell (conventional/myeloid DC),0.85,"```json
{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.85}
```",end_turn,138,45,,0.000726,1
pbmc_c6_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,Dendritic cells,Myeloid dendritic cell (conventional DC),0.85,"{""cell_type"": ""Myeloid dendritic cell (conventional DC)"", ""confidence"": 0.85}",end_turn,153,419,,0.004496,1
pbmc_c6_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,Dendritic cells,Dendritic cell (conventional/myeloid DC),0.85,"{""cell_type"": ""Dendritic cell (conventional/myeloid DC)"", ""confidence"": 0.85}",end_turn,153,290,,0.003206,1
pbmc_c7_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.97,"```json
{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.97}
```",end_turn,112,42,,0.000644,1
pbmc_c7_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.98,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.98}",end_turn,153,284,,0.003146,1
pbmc_c7_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,Megakaryocytes,Platelets,0.85,"{""cell_type"": ""Platelets"", ""confidence"": 0.85}",end_turn,120,133,,0.00157,1
pbmc_c7_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,Megakaryocytes,Megakaryocyte/Platelet,0.85,"{""cell_type"": ""Megakaryocyte/Platelet"", ""confidence"": 0.85}",end_turn,123,34,,0.000586,1
pbmc_c7_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.9,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.9}",end_turn,153,364,,0.003946,1
pbmc_c7_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,Megakaryocytes,Platelet (thrombocyte),0.6,"```json
{""cell_type"": ""Platelet (thrombocyte)"", ""confidence"": 0.6}
```",end_turn,124,38,,0.000628,1
pbmc_c7_n_genes_1_r0_symbol,symbol,n_genes,1,0,Megakaryocytes,Platelets/Megakaryocytes,0.9,"{""cell_type"": ""Platelets/Megakaryocytes"", ""confidence"": 0.9}",end_turn,67,34,,0.000474,1
pbmc_c7_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.9,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.9}",end_turn,72,82,,0.000964,1
pbmc_c7_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,Megakaryocytes,Platelets (megakaryocyte-derived),0.75,"```json
{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.75}
```",end_turn,153,523,,0.005536,1
