id,run,model,format,knob,level,replicate,provider,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,marker_overlap,n_tied_labels,tied_labels,normalized,score,strict,vague,label_source
hao_cEryth_n_genes_5_r0_ensembl,0,gpt-5.6-terra,ensembl,n_genes,5,0,openrouter,Eryth,erythrocyte (red blood cell),0.99,"{""cell_type"":""erythrocyte (red blood cell)"",""confidence"":0.99}",stop,87,517,490.0,0.006378,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_n_genes_5_r0_ensembl,0,panglaodb-lookup,ensembl,n_genes,5,0,none,Eryth,Eryth,,Erythroid-like and erythroid precursor cells,,0,0,0.0,0.0,5.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_n_genes_5_r0_symbol,0,cellmarker-lookup,symbol,n_genes,5,0,none,Eryth,Eryth,,Erythrocyte,,0,0,0.0,0.0,4.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_n_genes_5_r0_symbol,0,claude-sonnet-5,symbol,n_genes,5,0,anthropic,Eryth,Erythroid cells (erythrocytes/reticulocytes),0.9,"{""cell_type"": ""Erythroid cells (erythrocytes/reticulocytes)"", ""confidence"": 0.9}",end_turn,106,43,,0.000642,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_n_genes_5_r0_symbol,0,gemini-3.8-flash,symbol,n_genes,5,0,openrouter,Eryth,Erythrocyte,0.99,"```json
{
  ""cell_type"": ""Erythrocyte"",
  ""confidence"": 0.99
}
```",stop,66,489,458.0,0.00188325,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_n_genes_5_r0_symbol,0,gpt-5.6-terra,symbol,n_genes,5,0,openrouter,Eryth,Erythroid cells (reticulocytes/erythrocyte contamination),0.98,"{""cell_type"":""Erythroid cells (reticulocytes/erythrocyte contamination)"",""confidence"":0.98}",stop,72,136,102.0,0.001776,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_n_genes_5_r0_symbol,0,panglaodb-lookup,symbol,n_genes,5,0,none,Eryth,Eryth,,Erythroid-like and erythroid precursor cells,,0,0,0.0,0.0,5.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_rank_window_1-10_r0_ensembl,0,cellmarker-lookup,ensembl,rank_window,1-10,0,none,Eryth,Eryth,,Erythrocyte,,0,0,0.0,0.0,5.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_rank_window_1-10_r0_ensembl,0,claude-sonnet-5,ensembl,rank_window,1-10,0,anthropic,Eryth,Erythroid cells (erythrocytes/reticulocytes),0.95,"{""cell_type"": ""Erythroid cells (erythrocytes/reticulocytes)"", ""confidence"": 0.95}",end_turn,170,382,,0.00416,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_1-10_r0_ensembl,0,gemini-3.8-flash,ensembl,rank_window,1-10,0,openrouter,Eryth,Erythrocyte,0.99,"```json
{
  ""cell_type"": ""Erythrocyte"",
  ""confidence"": 0.99
}
```",stop,185,642,611.0,0.00254625,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_1-10_r0_ensembl,0,gpt-5.6-terra,ensembl,rank_window,1-10,0,openrouter,Eryth,erythroid cells (erythrocytes/reticulocytes),0.99,"{""cell_type"":""erythroid cells (erythrocytes/reticulocytes)"",""confidence"":0.99}",stop,122,692,660.0,0.008548,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_1-10_r0_ensembl,0,panglaodb-lookup,ensembl,rank_window,1-10,0,none,Eryth,Eryth,,Erythroid-like and erythroid precursor cells,,0,0,0.0,0.0,8.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_rank_window_1-10_r0_symbol,0,cellmarker-lookup,symbol,rank_window,1-10,0,none,Eryth,Eryth,,Erythrocyte,,0,0,0.0,0.0,5.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_rank_window_1-10_r0_symbol,0,claude-sonnet-5,symbol,rank_window,1-10,0,anthropic,Eryth,Erythrocyte (erythroid cell),0.95,"{""cell_type"": ""Erythrocyte (erythroid cell)"", ""confidence"": 0.95}",end_turn,135,36,,0.00063,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_1-10_r0_symbol,0,gemini-3.8-flash,symbol,rank_window,1-10,0,openrouter,Eryth,Erythrocytes,0.99,"```json
{
  ""cell_type"": ""Erythrocytes"",
  ""confidence"": 0.99
}
```",stop,89,550,519.0,0.00212925,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_1-10_r0_symbol,0,gpt-5.6-terra,symbol,rank_window,1-10,0,openrouter,Eryth,erythroid cells (reticulocytes/erythrocyte contamination),0.99,"{""cell_type"":""erythroid cells (reticulocytes/erythrocyte contamination)"",""confidence"":0.99}",stop,94,97,64.0,0.001352,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_1-10_r0_symbol,0,panglaodb-lookup,symbol,rank_window,1-10,0,none,Eryth,Eryth,,Erythroid-like and erythroid precursor cells,,0,0,0.0,0.0,8.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_rank_window_11-20_r0_ensembl,0,cellmarker-lookup,ensembl,rank_window,11-20,0,none,Eryth,Eryth,,Erythrocyte,,0,0,0.0,0.0,3.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_rank_window_11-20_r0_ensembl,0,claude-sonnet-5,ensembl,rank_window,11-20,0,anthropic,Eryth,Erythroid cells (reticulocytes),0.75,"{""cell_type"": ""Erythroid cells (reticulocytes)"", ""confidence"": 0.75}",end_turn,170,479,,0.00513,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_11-20_r0_ensembl,0,gemini-3.8-flash,ensembl,rank_window,11-20,0,openrouter,Eryth,B cell,0.85,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.85}
```",stop,185,3860,3837.0,0.01461375,,,,B cell (subtype unclear),0.0,0.0,1.0,rule
hao_cEryth_rank_window_11-20_r0_ensembl,0,gpt-5.6-terra,ensembl,rank_window,11-20,0,openrouter,Eryth,Erythroid cells (erythrocytes/erythroblasts),0.96,"{""cell_type"":""Erythroid cells (erythrocytes/erythroblasts)"",""confidence"":0.96}",stop,122,546,511.0,0.006796,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_11-20_r0_ensembl,0,panglaodb-lookup,ensembl,rank_window,11-20,0,none,Eryth,Eryth,,Erythroid-like and erythroid precursor cells,,0,0,0.0,0.0,4.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_rank_window_11-20_r0_symbol,0,cellmarker-lookup,symbol,rank_window,11-20,0,none,Eryth,Eryth,,Erythrocyte,,0,0,0.0,0.0,3.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_rank_window_11-20_r0_symbol,0,claude-sonnet-5,symbol,rank_window,11-20,0,anthropic,Eryth,Erythroid cells (erythrocyte precursors/reticulocytes),0.9,"{""cell_type"": ""Erythroid cells (erythrocyte precursors/reticulocytes)"", ""confidence"": 0.9}",end_turn,139,46,,0.000738,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_11-20_r0_symbol,0,gemini-3.8-flash,symbol,rank_window,11-20,0,openrouter,Eryth,Erythroid cells,0.98,"```json
{
  ""cell_type"": ""Erythroid cells"",
  ""confidence"": 0.98
}
```",stop,88,484,452.0,0.001881,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_11-20_r0_symbol,0,gpt-5.6-terra,symbol,rank_window,11-20,0,openrouter,Eryth,erythroid cells (erythrocytes/reticulocytes),0.98,"{""cell_type"":""erythroid cells (erythrocytes/reticulocytes)"",""confidence"":0.98}",stop,94,86,54.0,0.00122,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_11-20_r0_symbol,0,panglaodb-lookup,symbol,rank_window,11-20,0,none,Eryth,Eryth,,Erythroid-like and erythroid precursor cells,,0,0,0.0,0.0,4.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_rank_window_21-30_r0_ensembl,0,cellmarker-lookup,ensembl,rank_window,21-30,0,none,Eryth,Eryth,,Erythrocyte,,0,0,0.0,0.0,3.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_rank_window_21-30_r0_ensembl,0,claude-sonnet-5,ensembl,rank_window,21-30,0,anthropic,Eryth,Erythroid cells (reticulocytes/erythroblasts),0.85,"```json
{""cell_type"": ""Erythroid cells (reticulocytes/erythroblasts)"", ""confidence"": 0.85}
```",end_turn,170,507,,0.00541,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_21-30_r0_ensembl,0,gemini-3.8-flash,ensembl,rank_window,21-30,0,openrouter,Eryth,MAIT cell,0.95,"```json
{
  ""cell_type"": ""MAIT cell"",
  ""confidence"": 0.95
}
```",stop,185,1474,1444.0,0.00566625,,,,MAIT,0.0,0.0,0.0,judge
hao_cEryth_rank_window_21-30_r0_ensembl,0,gpt-5.6-terra,ensembl,rank_window,21-30,0,openrouter,Eryth,erythrocytes (red blood cells),0.84,"{""cell_type"":""erythrocytes (red blood cells)"",""confidence"":0.84}",stop,122,1082,1055.0,0.013228,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_21-30_r0_ensembl,0,panglaodb-lookup,ensembl,rank_window,21-30,0,none,Eryth,Unknown / low-quality / no cell type given,,no overlap,,0,0,0.0,0.0,0.0,1.0,"[""Unknown / low-quality / no cell type given""]",Unknown / low-quality / no cell type given,0.0,0.0,0.0,rule
hao_cEryth_rank_window_21-30_r0_symbol,0,cellmarker-lookup,symbol,rank_window,21-30,0,none,Eryth,Eryth,,Erythrocyte,,0,0,0.0,0.0,3.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_rank_window_21-30_r0_symbol,0,claude-sonnet-5,symbol,rank_window,21-30,0,anthropic,Eryth,Erythroid cells (reticulocytes/late erythroid precursors),0.85,"{""cell_type"": ""Erythroid cells (reticulocytes/late erythroid precursors)"", ""confidence"": 0.85}",end_turn,137,138,,0.001654,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_21-30_r0_symbol,0,gemini-3.8-flash,symbol,rank_window,21-30,0,openrouter,Eryth,Erythroid cells,0.95,"```json
{
  ""cell_type"": ""Erythroid cells"",
  ""confidence"": 0.95
}
```",stop,88,604,572.0,0.002331,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_21-30_r0_symbol,0,gpt-5.6-terra,symbol,rank_window,21-30,0,openrouter,Eryth,erythroid cells (erythrocytes/erythroid precursors),0.91,"{""cell_type"":""erythroid cells (erythrocytes/erythroid precursors)"",""confidence"":0.91}",stop,94,188,154.0,0.002444,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_21-30_r0_symbol,0,panglaodb-lookup,symbol,rank_window,21-30,0,none,Eryth,Unknown / low-quality / no cell type given,,no overlap,,0,0,0.0,0.0,0.0,1.0,"[""Unknown / low-quality / no cell type given""]",Unknown / low-quality / no cell type given,0.0,0.0,0.0,rule
hao_cEryth_rank_window_31-40_r0_ensembl,0,cellmarker-lookup,ensembl,rank_window,31-40,0,none,Eryth,Eryth,,Erythrocyte,,0,0,0.0,0.0,1.0,2.0,"[""Eryth"", ""Not found in PBMCs (e.g. neutrophil, eosinophil, endothelial, epithelial)""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_rank_window_31-40_r0_ensembl,0,claude-sonnet-5,ensembl,rank_window,31-40,0,anthropic,Eryth,Monocyte,0.45,"Looking at these gene IDs, I can identify several markers associated with myeloid lineage and interferon-response genes (TIRAP, GMPR, IFI27, MPP1), which are commonly enriched in monocyte populations within PBMCs.

```json
{""cell_type"": ""Monocyte"", ""confidence"": 0.45}
```",end_turn,170,1053,,0.01087,,,,Monocyte (subtype unclear),0.0,0.0,1.0,rule
hao_cEryth_rank_window_31-40_r0_ensembl,0,gemini-3.8-flash,ensembl,rank_window,31-40,0,openrouter,Eryth,platelet,0.98,"```json
{
  ""cell_type"": ""platelet"",
  ""confidence"": 0.98
}
```",stop,185,1707,1678.0,0.00654,,,,Platelet,0.0,0.0,0.0,rule
hao_cEryth_rank_window_31-40_r0_ensembl,0,gpt-5.6-terra,ensembl,rank_window,31-40,0,openrouter,Eryth,erythroid cells (erythrocytes/erythroblasts),0.91,"{""cell_type"":""erythroid cells (erythrocytes/erythroblasts)"",""confidence"":0.91}",stop,122,1067,1033.0,0.013048,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_31-40_r0_ensembl,0,panglaodb-lookup,ensembl,rank_window,31-40,0,none,Eryth,Eryth,,Erythroid-like and erythroid precursor cells,,0,0,0.0,0.0,3.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_rank_window_31-40_r0_symbol,0,cellmarker-lookup,symbol,rank_window,31-40,0,none,Eryth,Eryth,,Erythrocyte,,0,0,0.0,0.0,1.0,2.0,"[""Eryth"", ""Not found in PBMCs (e.g. neutrophil, eosinophil, endothelial, epithelial)""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_rank_window_31-40_r0_symbol,0,claude-sonnet-5,symbol,rank_window,31-40,0,anthropic,Eryth,Erythroid cells (erythroblasts/reticulocytes),0.85,"```json
{""cell_type"": ""Erythroid cells (erythroblasts/reticulocytes)"", ""confidence"": 0.85}
```",end_turn,133,48,,0.000746,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_31-40_r0_symbol,0,gemini-3.8-flash,symbol,rank_window,31-40,0,openrouter,Eryth,erythroid cell,0.95,"```json
{
  ""cell_type"": ""erythroid cell"",
  ""confidence"": 0.95
}
```",stop,82,451,420.0,0.00175275,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_31-40_r0_symbol,0,gpt-5.6-terra,symbol,rank_window,31-40,0,openrouter,Eryth,erythroid cells (erythrocyte/erythroid progenitors),0.93,"{""cell_type"":""erythroid cells (erythrocyte/erythroid progenitors)"",""confidence"":0.93}",stop,92,182,148.0,0.002368,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_rank_window_31-40_r0_symbol,0,panglaodb-lookup,symbol,rank_window,31-40,0,none,Eryth,Eryth,,Erythroid-like and erythroid precursor cells,,0,0,0.0,0.0,3.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_ribo_filter_off_r0_ensembl,0,cellmarker-lookup,ensembl,ribo_filter,off,0,none,Eryth,Eryth,,Erythrocyte,,0,0,0.0,0.0,5.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_ribo_filter_off_r0_ensembl,0,claude-sonnet-5,ensembl,ribo_filter,off,0,anthropic,Eryth,Erythroid cells (erythrocytes/reticulocytes),0.97,"{""cell_type"": ""Erythroid cells (erythrocytes/reticulocytes)"", ""confidence"": 0.97}",end_turn,170,264,,0.00298,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_ribo_filter_off_r0_ensembl,0,gemini-3.8-flash,ensembl,ribo_filter,off,0,openrouter,Eryth,Erythrocyte,0.99,"```json
{
  ""cell_type"": ""Erythrocyte"",
  ""confidence"": 0.99
}
```",stop,185,648,617.0,0.00256875,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_ribo_filter_off_r0_ensembl,0,gpt-5.6-terra,ensembl,ribo_filter,off,0,openrouter,Eryth,erythroid cells (red blood cells/reticulocytes),0.99,"{""cell_type"":""erythroid cells (red blood cells/reticulocytes)"",""confidence"":0.99}",stop,122,546,516.0,0.006796,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_ribo_filter_off_r0_ensembl,0,panglaodb-lookup,ensembl,ribo_filter,off,0,none,Eryth,Eryth,,Erythroid-like and erythroid precursor cells,,0,0,0.0,0.0,8.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_ribo_filter_off_r0_symbol,0,cellmarker-lookup,symbol,ribo_filter,off,0,none,Eryth,Eryth,,Erythrocyte,,0,0,0.0,0.0,5.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_ribo_filter_off_r0_symbol,0,claude-sonnet-5,symbol,ribo_filter,off,0,anthropic,Eryth,Erythrocyte (erythroid cell),0.95,"{""cell_type"": ""Erythrocyte (erythroid cell)"", ""confidence"": 0.95}",end_turn,135,36,,0.00063,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_ribo_filter_off_r0_symbol,0,gemini-3.8-flash,symbol,ribo_filter,off,0,openrouter,Eryth,erythrocyte,0.99,"```json
{""cell_type"": ""erythrocyte"", ""confidence"": 0.99}
```",stop,89,547,523.0,0.002118,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_ribo_filter_off_r0_symbol,0,gpt-5.6-terra,symbol,ribo_filter,off,0,openrouter,Eryth,Erythroid cells (reticulocytes/erythrocytes),0.99,"{""cell_type"":""Erythroid cells (reticulocytes/erythrocytes)"",""confidence"":0.99}",stop,94,84,51.0,0.001196,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_ribo_filter_off_r0_symbol,0,panglaodb-lookup,symbol,ribo_filter,off,0,none,Eryth,Eryth,,Erythroid-like and erythroid precursor cells,,0,0,0.0,0.0,8.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_ribo_filter_on_r0_ensembl,0,cellmarker-lookup,ensembl,ribo_filter,on,0,none,Eryth,Eryth,,Erythrocyte,,0,0,0.0,0.0,5.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_ribo_filter_on_r0_ensembl,0,claude-sonnet-5,ensembl,ribo_filter,on,0,anthropic,Eryth,Erythroid cells (erythrocytes/reticulocytes),0.95,"{""cell_type"": ""Erythroid cells (erythrocytes/reticulocytes)"", ""confidence"": 0.95}",end_turn,170,320,,0.00354,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_ribo_filter_on_r0_ensembl,0,gemini-3.8-flash,ensembl,ribo_filter,on,0,openrouter,Eryth,Erythrocyte,0.99,"```json
{
  ""cell_type"": ""Erythrocyte"",
  ""confidence"": 0.99
}
```",stop,185,390,359.0,0.00160125,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_ribo_filter_on_r0_ensembl,0,gpt-5.6-terra,ensembl,ribo_filter,on,0,openrouter,Eryth,erythrocytes/erythroid cells (likely reticulocytes),0.98,"{""cell_type"":""erythrocytes/erythroid cells (likely reticulocytes)"",""confidence"":0.98}",stop,122,988,955.0,0.0121,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_ribo_filter_on_r0_ensembl,0,panglaodb-lookup,ensembl,ribo_filter,on,0,none,Eryth,Eryth,,Erythroid-like and erythroid precursor cells,,0,0,0.0,0.0,8.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_ribo_filter_on_r0_symbol,0,cellmarker-lookup,symbol,ribo_filter,on,0,none,Eryth,Eryth,,Erythrocyte,,0,0,0.0,0.0,5.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cEryth_ribo_filter_on_r0_symbol,0,claude-sonnet-5,symbol,ribo_filter,on,0,anthropic,Eryth,Erythrocyte (erythroid cell),0.95,"{""cell_type"": ""Erythrocyte (erythroid cell)"", ""confidence"": 0.95}",end_turn,135,36,,0.00063,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_ribo_filter_on_r0_symbol,0,gemini-3.8-flash,symbol,ribo_filter,on,0,openrouter,Eryth,Erythroid cells,0.99,"```json
{
  ""cell_type"": ""Erythroid cells"",
  ""confidence"": 0.99
}
```",stop,89,438,406.0,0.00170925,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_ribo_filter_on_r0_symbol,0,gpt-5.6-terra,symbol,ribo_filter,on,0,openrouter,Eryth,Erythroid cells (reticulocytes/erythrocytes),0.99,"{""cell_type"":""Erythroid cells (reticulocytes/erythrocytes)"",""confidence"":0.99}",stop,94,90,57.0,0.001268,,,,Eryth,1.0,1.0,0.0,judge
hao_cEryth_ribo_filter_on_r0_symbol,0,panglaodb-lookup,symbol,ribo_filter,on,0,none,Eryth,Eryth,,Erythroid-like and erythroid precursor cells,,0,0,0.0,0.0,8.0,1.0,"[""Eryth""]",Eryth,1.0,1.0,0.0,rule
hao_cHSPC_n_genes_10_r0_ensembl,0,cellmarker-lookup,ensembl,n_genes,10,0,none,HSPC,HSPC,,Progenitor cell,,0,0,0.0,0.0,3.0,1.0,"[""HSPC""]",HSPC,1.0,1.0,0.0,rule
hao_cHSPC_n_genes_10_r0_ensembl,0,claude-sonnet-5,ensembl,n_genes,10,0,anthropic,HSPC,"Hematopoietic stem/progenitor cells (HSPCs), likely early myeloid progenitors",0.6,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs), likely early myeloid progenitors"", ""confidence"": 0.6}
```",end_turn,170,585,,0.00619,,,,HSPC,1.0,1.0,0.0,judge
hao_cHSPC_n_genes_10_r0_ensembl,0,gemini-3.8-flash,ensembl,n_genes,10,0,openrouter,HSPC,hematopoietic stem and progenitor cell,0.95,"```json
{
  ""cell_type"": ""hematopoietic stem and progenitor cell"",
  ""confidence"": 0.95
}
```",stop,185,3505,3472.0,0.0132825,,,,HSPC,1.0,1.0,0.0,judge
hao_cHSPC_n_genes_10_r0_ensembl,0,gpt-5.6-terra,ensembl,n_genes,10,0,openrouter,HSPC,B cell,0.62,"{""cell_type"":""B cell"",""confidence"":0.62}",stop,122,1529,1510.0,0.018592,,,,B cell (subtype unclear),0.0,0.0,1.0,rule
hao_cHSPC_n_genes_10_r0_ensembl,0,panglaodb-lookup,ensembl,n_genes,10,0,none,HSPC,Unknown / low-quality / no cell type given,,no overlap,,0,0,0.0,0.0,0.0,1.0,"[""Unknown / low-quality / no cell type given""]",Unknown / low-quality / no cell type given,0.0,0.0,0.0,rule
hao_cHSPC_n_genes_10_r0_symbol,0,cellmarker-lookup,symbol,n_genes,10,0,none,HSPC,HSPC,,Progenitor cell,,0,0,0.0,0.0,3.0,1.0,"[""HSPC""]",HSPC,1.0,1.0,0.0,rule
hao_cHSPC_n_genes_10_r0_symbol,0,claude-sonnet-5,symbol,n_genes,10,0,anthropic,HSPC,Hematopoietic stem/progenitor cells (HSPCs),0.7,"{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs)"", ""confidence"": 0.7}",end_turn,137,121,,0.001484,,,,HSPC,1.0,1.0,0.0,judge
hao_cHSPC_n_genes_10_r0_symbol,0,gemini-3.8-flash,symbol,n_genes,10,0,openrouter,HSPC,hematopoietic stem and progenitor cell,0.95,"```json
{
  ""cell_type"": ""hematopoietic stem and progenitor cell"",
  ""confidence"": 0.95
}
```",stop,86,519,486.0,0.00201075,,,,HSPC,1.0,1.0,0.0,judge
hao_cHSPC_n_genes_10_r0_symbol,0,gpt-5.6-terra,symbol,n_genes,10,0,openrouter,HSPC,erythroid progenitor / erythroblast,0.78,"{""cell_type"":""erythroid progenitor / erythroblast"",""confidence"":0.78}",stop,95,105,79.0,0.00145,,,,Eryth,0.0,0.0,0.0,judge
hao_cHSPC_n_genes_10_r0_symbol,0,panglaodb-lookup,symbol,n_genes,10,0,none,HSPC,Unknown / low-quality / no cell type given,,no overlap,,0,0,0.0,0.0,0.0,1.0,"[""Unknown / low-quality / no cell type given""]",Unknown / low-quality / no cell type given,0.0,0.0,0.0,rule
hao_cHSPC_n_genes_1_r0_ensembl,0,cellmarker-lookup,ensembl,n_genes,1,0,none,HSPC,HSPC,,Progenitor cell,,0,0,0.0,0.0,1.0,1.0,"[""HSPC""]",HSPC,1.0,1.0,0.0,rule
hao_cHSPC_n_genes_1_r0_ensembl,0,claude-sonnet-5,ensembl,n_genes,1,0,anthropic,HSPC,Hematopoietic stem/progenitor cells (HSPCs),0.4,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs)"", ""confidence"": 0.4}
```",end_turn,89,560,,0.005778,,,,HSPC,1.0,1.0,0.0,judge
hao_cHSPC_n_genes_1_r0_ensembl,0,gemini-3.8-flash,ensembl,n_genes,1,0,openrouter,HSPC,proliferating cell,0.65,"```json
{""cell_type"": ""proliferating cell"", ""confidence"": 0.65}
```",stop,59,3861,3836.0,0.014523,,,,Proliferating lymphocyte (lineage unclear),0.0,0.0,1.0,judge
hao_cHSPC_n_genes_1_r0_ensembl,0,gpt-5.6-terra,ensembl,n_genes,1,0,openrouter,HSPC,T cell,0.25,"{""cell_type"":""T cell"",""confidence"":0.25}",stop,59,1053,1034.0,0.012754,,,,T cell (CD4/CD8/other unclear),0.0,0.0,1.0,rule
hao_cHSPC_n_genes_1_r0_ensembl,0,panglaodb-lookup,ensembl,n_genes,1,0,none,HSPC,Unknown / low-quality / no cell type given,,no overlap,,0,0,0.0,0.0,0.0,1.0,"[""Unknown / low-quality / no cell type given""]",Unknown / low-quality / no cell type given,0.0,0.0,0.0,rule
hao_cHSPC_n_genes_1_r0_symbol,0,cellmarker-lookup,symbol,n_genes,1,0,none,HSPC,HSPC,,Progenitor cell,,0,0,0.0,0.0,1.0,1.0,"[""HSPC""]",HSPC,1.0,1.0,0.0,rule
hao_cHSPC_n_genes_1_r0_symbol,0,claude-sonnet-5,symbol,n_genes,1,0,anthropic,HSPC,Hematopoietic stem/progenitor cell or lymphoid progenitor (insufficient markers for definitive PBMC subtype identification),0.15,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cell or lymphoid progenitor (insufficient markers for definitive PBMC subtype identification)"", ""confidence"": 0.15}
```",end_turn,85,73,,0.0009,,,,HSPC,1.0,1.0,0.0,judge
hao_cHSPC_n_genes_1_r0_symbol,0,gemini-3.8-flash,symbol,n_genes,1,0,openrouter,HSPC,Hematopoietic stem and progenitor cells,0.6,"```json
{""cell_type"": ""Hematopoietic stem and progenitor cells"", ""confidence"": 0.6}
```",stop,48,1006,980.0,0.0038085,,,,HSPC,1.0,1.0,0.0,judge
hao_cHSPC_n_genes_1_r0_symbol,0,gpt-5.6-terra,symbol,n_genes,1,0,openrouter,HSPC,unknown,0.1,"{""cell_type"":""unknown"",""confidence"":0.1}",stop,56,173,155.0,0.002188,,,,Unknown / low-quality / no cell type given,0.0,0.0,0.0,rule
hao_cHSPC_n_genes_1_r0_symbol,0,panglaodb-lookup,symbol,n_genes,1,0,none,HSPC,Unknown / low-quality / no cell type given,,no overlap,,0,0,0.0,0.0,0.0,1.0,"[""Unknown / low-quality / no cell type given""]",Unknown / low-quality / no cell type given,0.0,0.0,0.0,rule
hao_cHSPC_n_genes_3_r0_ensembl,0,cellmarker-lookup,ensembl,n_genes,3,0,none,HSPC,HSPC,,Progenitor cell,,0,0,0.0,0.0,2.0,1.0,"[""HSPC""]",HSPC,1.0,1.0,0.0,rule
hao_cHSPC_n_genes_3_r0_ensembl,0,claude-sonnet-5,ensembl,n_genes,3,0,anthropic,HSPC,"Hematopoietic stem/progenitor cells (HSPCs, CD34+)",0.55,"{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs, CD34+)"", ""confidence"": 0.55}",end_turn,107,578,,0.005994,,,,HSPC,1.0,1.0,0.0,judge
