id,format,knob,level,replicate,run,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd
hao_cEryth_noise_0_r0_symbol,symbol,noise,0,0,0,Eryth,Erythrocyte (erythroid cell),0.95,"{""cell_type"": ""Erythrocyte (erythroid cell)"", ""confidence"": 0.95}",end_turn,135,36,,0.00063
hao_cEryth_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,Eryth,Erythroid cells (erythrocytes/reticulocytes),0.95,"{""cell_type"": ""Erythroid cells (erythrocytes/reticulocytes)"", ""confidence"": 0.95}",end_turn,170,261,,0.00295
hao_cEryth_noise_2_r0_symbol,symbol,noise,2,0,0,Eryth,Erythrocyte (erythroid cell),0.9,"```json
{""cell_type"": ""Erythrocyte (erythroid cell)"", ""confidence"": 0.9}
```",end_turn,135,41,,0.00068
hao_cEryth_noise_0_r0_ensembl,ensembl,noise,0,0,0,Eryth,Erythroid cells (erythrocytes/reticulocytes),0.97,"{""cell_type"": ""Erythroid cells (erythrocytes/reticulocytes)"", ""confidence"": 0.97}",end_turn,170,291,,0.00325
hao_cEryth_noise_2_r1_symbol,symbol,noise,2,1,0,Eryth,Erythrocyte (erythroid cell),0.9,"```json
{""cell_type"": ""Erythrocyte (erythroid cell)"", ""confidence"": 0.9}
```",end_turn,136,41,,0.000682
hao_cEryth_noise_2_r2_symbol,symbol,noise,2,2,0,Eryth,Erythrocyte (erythroid cell),0.9,"{""cell_type"": ""Erythrocyte (erythroid cell)"", ""confidence"": 0.9}",end_turn,131,36,,0.000622
hao_cEryth_noise_2_r0_ensembl,ensembl,noise,2,0,0,Eryth,Erythroid cells (reticulocytes/erythrocytes),0.9,"{""cell_type"": ""Erythroid cells (reticulocytes/erythrocytes)"", ""confidence"": 0.9}",end_turn,170,510,,0.00544
hao_cEryth_noise_4_r0_symbol,symbol,noise,4,0,0,Eryth,Erythrocyte (erythroid cell),0.95,"```json
{""cell_type"": ""Erythrocyte (erythroid cell)"", ""confidence"": 0.95}
```",end_turn,145,41,,0.0007
hao_cEryth_noise_2_r1_ensembl,ensembl,noise,2,1,0,Eryth,Erythrocytes (erythroid cells),0.9,"{""cell_type"": ""Erythrocytes (erythroid cells)"", ""confidence"": 0.9}",end_turn,170,448,,0.00482
hao_cEryth_noise_2_r2_ensembl,ensembl,noise,2,2,0,Eryth,Erythroid cells (erythrocytes/reticulocytes),0.9,"{""cell_type"": ""Erythroid cells (erythrocytes/reticulocytes)"", ""confidence"": 0.9}",end_turn,170,332,,0.00366
hao_cEryth_noise_4_r1_symbol,symbol,noise,4,1,0,Eryth,Erythroid cells (reticulocytes/erythroblasts),0.85,"{""cell_type"": ""Erythroid cells (reticulocytes/erythroblasts)"", ""confidence"": 0.85}",end_turn,138,43,,0.000706
hao_cEryth_noise_4_r0_ensembl,ensembl,noise,4,0,0,Eryth,Erythroid cells / reticulocytes,0.85,"{""cell_type"": ""Erythroid cells / reticulocytes"", ""confidence"": 0.85}",end_turn,170,249,,0.00283
hao_cEryth_noise_4_r2_symbol,symbol,noise,4,2,0,Eryth,Erythrocyte (erythroid cell),0.9,"{""cell_type"": ""Erythrocyte (erythroid cell)"", ""confidence"": 0.9}",end_turn,135,36,,0.00063
hao_cEryth_noise_6_r0_symbol,symbol,noise,6,0,0,Eryth,Erythrocytes (erythroid cells),0.9,"{""cell_type"": ""Erythrocytes (erythroid cells)"", ""confidence"": 0.9}",end_turn,140,80,,0.00108
hao_cEryth_noise_4_r1_ensembl,ensembl,noise,4,1,0,Eryth,Erythroid cells (erythrocytes/reticulocytes),0.9,"{""cell_type"": ""Erythroid cells (erythrocytes/reticulocytes)"", ""confidence"": 0.9}",end_turn,170,453,,0.00487
hao_cEryth_noise_6_r1_symbol,symbol,noise,6,1,0,Eryth,Erythroid cells (reticulocytes/erythroblasts),0.75,"{""cell_type"": ""Erythroid cells (reticulocytes/erythroblasts)"", ""confidence"": 0.75}",end_turn,142,187,,0.002154
hao_cEryth_noise_4_r2_ensembl,ensembl,noise,4,2,0,Eryth,Erythroid cells (erythrocytes/reticulocytes),0.85,"```json
{""cell_type"": ""Erythroid cells (erythrocytes/reticulocytes)"", ""confidence"": 0.85}
```",end_turn,170,660,,0.00694
hao_cEryth_noise_6_r2_symbol,symbol,noise,6,2,0,Eryth,Erythroid cells (erythroblasts/reticulocytes),0.75,"```json
{""cell_type"": ""Erythroid cells (erythroblasts/reticulocytes)"", ""confidence"": 0.75}
```",end_turn,144,48,,0.000768
hao_cEryth_noise_6_r0_ensembl,ensembl,noise,6,0,0,Eryth,Erythroid cells (reticulocytes/erythroblasts),0.85,"{""cell_type"": ""Erythroid cells (reticulocytes/erythroblasts)"", ""confidence"": 0.85}",end_turn,170,456,,0.0049
hao_cEryth_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,Eryth,Erythrocyte (erythroid cell),0.95,"{""cell_type"": ""Erythrocyte (erythroid cell)"", ""confidence"": 0.95}",end_turn,135,36,,0.00063
hao_cEryth_noise_6_r1_ensembl,ensembl,noise,6,1,0,Eryth,"Erythrocytes/Reticulocytes (erythroid lineage cells, likely contaminating RBCs in PBMC prep)",0.55,"```json
{""cell_type"": ""Erythrocytes/Reticulocytes (erythroid lineage cells, likely contaminating RBCs in PBMC prep)"", ""confidence"": 0.55}
```",end_turn,170,482,,0.00516
hao_cEryth_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,Eryth,Erythrocyte (erythroid cell),0.95,"{""cell_type"": ""Erythrocyte (erythroid cell)"", ""confidence"": 0.95}",end_turn,135,36,,0.00063
hao_cEryth_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,Eryth,Erythroid cells (erythrocytes/reticulocytes),0.97,"{""cell_type"": ""Erythroid cells (erythrocytes/reticulocytes)"", ""confidence"": 0.97}",end_turn,170,264,,0.00298
hao_cHSPC_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,HSPC,Hematopoietic stem/progenitor cell (HSPC),0.7,"{""cell_type"": ""Hematopoietic stem/progenitor cell (HSPC)"", ""confidence"": 0.7}",end_turn,137,43,,0.000704
hao_cEryth_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,Eryth,Erythroid cells (erythrocytes/reticulocytes),0.95,"{""cell_type"": ""Erythroid cells (erythrocytes/reticulocytes)"", ""confidence"": 0.95}",end_turn,170,320,,0.00354
hao_cEryth_noise_6_r2_ensembl,ensembl,noise,6,2,0,Eryth,Erythroid cells (erythroblasts/reticulocytes),0.85,"```json
{""cell_type"": ""Erythroid cells (erythroblasts/reticulocytes)"", ""confidence"": 0.85}
```",end_turn,170,858,,0.00892
hao_cHSPC_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,HSPC,Hematopoietic stem/progenitor cell (CD34+),0.55,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cell (CD34+)"", ""confidence"": 0.55}
```",end_turn,138,48,,0.000756
hao_cHSPC_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,HSPC,Hematopoietic stem/progenitor cell (CD34+ progenitor),0.35,"{""cell_type"": ""Hematopoietic stem/progenitor cell (CD34+ progenitor)"", ""confidence"": 0.35}",end_turn,137,48,,0.000754
hao_cHSPC_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,HSPC,"Hematopoietic stem/progenitor cells (HSPCs), likely early myeloid progenitor",0.6,"{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs), likely early myeloid progenitor"", ""confidence"": 0.6}",end_turn,170,454,,0.00488
hao_cHSPC_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,HSPC,Hematopoietic stem/progenitor cell (HSPC/CD34+ progenitor),0.8,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cell (HSPC/CD34+ progenitor)"", ""confidence"": 0.8}
```",end_turn,139,58,,0.000858
hao_cHSPC_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,HSPC,Hematopoietic stem/progenitor cell or lymphoid progenitor (insufficient markers for definitive PBMC subtype identification),0.15,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cell or lymphoid progenitor (insufficient markers for definitive PBMC subtype identification)"", ""confidence"": 0.15}
```",end_turn,85,73,,0.0009
hao_cHSPC_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,HSPC,Naive T cells,0.45,"```json
{""cell_type"": ""Naive T cells"", ""confidence"": 0.45}
```",end_turn,170,525,,0.00559
hao_cHSPC_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,HSPC,Hematopoietic stem/progenitor cells (HSPCs),0.45,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs)"", ""confidence"": 0.45}
```",end_turn,170,658,,0.00692
hao_cHSPC_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,HSPC,Hematopoietic progenitor / stem cell (CD34+ precursor),0.4,"```json
{""cell_type"": ""Hematopoietic progenitor / stem cell (CD34+ precursor)"", ""confidence"": 0.4}
```",end_turn,95,52,,0.00071
hao_cHSPC_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,HSPC,Hematopoietic stem/progenitor cells (HSPCs),0.72,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs)"", ""confidence"": 0.72}
```",end_turn,170,615,,0.00649
hao_cHSPC_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,HSPC,Hematopoietic stem/progenitor cell (HSPC),0.5,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cell (HSPC)"", ""confidence"": 0.5}
```",end_turn,107,48,,0.000694
hao_cHSPC_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,HSPC,Hematopoietic stem/progenitor cells (HSPCs),0.4,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs)"", ""confidence"": 0.4}
```",end_turn,89,560,,0.005778
hao_cHSPC_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,HSPC,Hematopoietic stem/progenitor cells (HSPCs),0.7,"{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs)"", ""confidence"": 0.7}",end_turn,137,121,,0.001484
hao_cHSPC_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,HSPC,"Hematopoietic stem/progenitor cells (HSPCs, CD34+)",0.55,"{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs, CD34+)"", ""confidence"": 0.55}",end_turn,107,578,,0.005994
hao_cHSPC_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,HSPC,Plasmacytoid dendritic cells (pDCs),0.55,"{""cell_type"": ""Plasmacytoid dendritic cells (pDCs)"", ""confidence"": 0.55}",end_turn,125,465,,0.0049
hao_cHSPC_noise_0_r0_symbol,symbol,noise,0,0,0,HSPC,Hematopoietic stem/progenitor cell (HSPC),0.6,"{""cell_type"": ""Hematopoietic stem/progenitor cell (HSPC)"", ""confidence"": 0.6}",end_turn,137,43,,0.000704
hao_cHSPC_noise_2_r0_symbol,symbol,noise,2,0,0,HSPC,Hematopoietic stem/progenitor cell (HSPC),0.65,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cell (HSPC)"", ""confidence"": 0.65}
```",end_turn,133,48,,0.000746
hao_cHSPC_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,HSPC,"Hematopoietic stem/progenitor cells (HSPCs), likely early myeloid progenitors",0.6,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs), likely early myeloid progenitors"", ""confidence"": 0.6}
```",end_turn,170,585,,0.00619
hao_cHSPC_noise_2_r1_symbol,symbol,noise,2,1,0,HSPC,Hematopoietic stem/progenitor cell (HSPC),0.55,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cell (HSPC)"", ""confidence"": 0.55}
```",end_turn,138,48,,0.000756
hao_cHSPC_noise_0_r0_ensembl,ensembl,noise,0,0,0,HSPC,"Hematopoietic stem/progenitor cells (early myeloid progenitors, e.g. promyelocytes) - PRTN3+ CDK6+ SOX4+ progenitor population",0.55,"{""cell_type"": ""Hematopoietic stem/progenitor cells (early myeloid progenitors, e.g. promyelocytes) - PRTN3+ CDK6+ SOX4+ progenitor population"", ""confidence"": 0.55}",end_turn,170,510,,0.00544
hao_cHSPC_noise_2_r0_ensembl,ensembl,noise,2,0,0,HSPC,Hematopoietic stem/progenitor cells (myeloid progenitors),0.6,"{""cell_type"": ""Hematopoietic stem/progenitor cells (myeloid progenitors)"", ""confidence"": 0.6}",end_turn,170,442,,0.00476
hao_cHSPC_noise_2_r2_symbol,symbol,noise,2,2,0,HSPC,Hematopoietic stem/progenitor cell (HSPC),0.6,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cell (HSPC)"", ""confidence"": 0.6}
```",end_turn,138,48,,0.000756
hao_cHSPC_noise_2_r1_ensembl,ensembl,noise,2,1,0,HSPC,Hematopoietic stem/progenitor cells (HSPCs),0.7,"{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs)"", ""confidence"": 0.7}",end_turn,170,364,,0.00398
hao_cHSPC_noise_4_r0_symbol,symbol,noise,4,0,0,HSPC,Hematopoietic stem/progenitor cell (HSPC/CD34+ progenitor),0.6,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cell (HSPC/CD34+ progenitor)"", ""confidence"": 0.6}
```",end_turn,137,58,,0.000854
hao_cHSPC_noise_2_r2_ensembl,ensembl,noise,2,2,0,HSPC,"Hematopoietic stem/progenitor cells (HSPCs), possibly early myeloid progenitors",0.55,"{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs), possibly early myeloid progenitors"", ""confidence"": 0.55}",end_turn,170,413,,0.00447
hao_cHSPC_noise_4_r1_symbol,symbol,noise,4,1,0,HSPC,"Hematopoietic stem/progenitor cell (or naive lymphocyte, low-complexity/ribosomal-high cluster)",0.3,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cell (or naive lymphocyte, low-complexity/ribosomal-high cluster)"", ""confidence"": 0.3}
```",end_turn,141,70,,0.000982
hao_cHSPC_noise_4_r2_symbol,symbol,noise,4,2,0,HSPC,Hematopoietic stem/progenitor cells (HSPCs),0.65,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs)"", ""confidence"": 0.65}
```",end_turn,141,129,,0.001572
hao_cHSPC_noise_4_r0_ensembl,ensembl,noise,4,0,0,HSPC,Hematopoietic stem/progenitor cells (HSPCs),0.45,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs)"", ""confidence"": 0.45}
```",end_turn,170,472,,0.00506
hao_cHSPC_noise_6_r0_symbol,symbol,noise,6,0,0,HSPC,Monocyte (CD163+ macrophage-like monocyte),0.6,"{""cell_type"": ""Monocyte (CD163+ macrophage-like monocyte)"", ""confidence"": 0.6}",end_turn,141,43,,0.000712
hao_cHSPC_noise_4_r1_ensembl,ensembl,noise,4,1,0,HSPC,Reticulocytes/erythroid progenitor cells (likely contaminating nucleated red blood cell precursors in PBMC preparation),0.55,"{""cell_type"": ""Reticulocytes/erythroid progenitor cells (likely contaminating nucleated red blood cell precursors in PBMC preparation)"", ""confidence"": 0.55}",end_turn,170,487,,0.00521
hao_cHSPC_noise_6_r1_symbol,symbol,noise,6,1,0,HSPC,"Hematopoietic stem/progenitor cell (or naive lymphocyte, low-information marker profile)",0.25,"{""cell_type"": ""Hematopoietic stem/progenitor cell (or naive lymphocyte, low-information marker profile)"", ""confidence"": 0.25}",end_turn,150,56,,0.00086
hao_cHSPC_noise_6_r0_ensembl,ensembl,noise,6,0,0,HSPC,Monocytes/Macrophages (CD163+ SIGLEC1+ VSIG4+ myeloid cells),0.7,"{""cell_type"": ""Monocytes/Macrophages (CD163+ SIGLEC1+ VSIG4+ myeloid cells)"", ""confidence"": 0.7}",end_turn,170,387,,0.00421
hao_cHSPC_noise_6_r2_symbol,symbol,noise,6,2,0,HSPC,"Immature/progenitor-like lymphoid cell (possibly early B or transitional cell, SOX4-high)",0.35,"```json
{""cell_type"": ""Immature/progenitor-like lymphoid cell (possibly early B or transitional cell, SOX4-high)"", ""confidence"": 0.35}
```",end_turn,147,63,,0.000924
hao_cHSPC_noise_4_r2_ensembl,ensembl,noise,4,2,0,HSPC,Hematopoietic stem/progenitor cells (HSPCs),0.55,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs)"", ""confidence"": 0.55}
```",end_turn,170,728,,0.00762
hao_cHSPC_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,HSPC,Hematopoietic stem/progenitor cell (HSPC),0.65,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cell (HSPC)"", ""confidence"": 0.65}
```",end_turn,137,48,,0.000754
hao_cHSPC_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,HSPC,Hematopoietic stem/progenitor cell (HSPC),0.7,"{""cell_type"": ""Hematopoietic stem/progenitor cell (HSPC)"", ""confidence"": 0.7}",end_turn,141,43,,0.000712
hao_cHSPC_noise_6_r2_ensembl,ensembl,noise,6,2,0,HSPC,Naive B cells,0.35,"```json
{""cell_type"": ""Naive B cells"", ""confidence"": 0.35}
```",end_turn,170,393,,0.00427
hao_cHSPC_noise_6_r1_ensembl,ensembl,noise,6,1,0,HSPC,Natural Killer (NK) cells,0.35,"```json
{""cell_type"": ""Natural Killer (NK) cells"", ""confidence"": 0.35}
```",end_turn,170,856,,0.0089
hao_cILC_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,ILC,"CD4+ T cell (memory/Th2-like, likely Treg-enriched based on TNFRSF18/TNFRSF4 and GATA3)",0.6,"{""cell_type"": ""CD4+ T cell (memory/Th2-like, likely Treg-enriched based on TNFRSF18/TNFRSF4 and GATA3)"", ""confidence"": 0.6}",end_turn,140,72,,0.001
hao_cHSPC_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,HSPC,"Hematopoietic stem/progenitor cells (HSPCs), likely myeloid progenitor lineage",0.65,"{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs), likely myeloid progenitor lineage"", ""confidence"": 0.65}",end_turn,170,487,,0.00521
hao_cHSPC_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,HSPC,Hematopoietic stem/progenitor cells (HSPCs),0.85,"{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs)"", ""confidence"": 0.85}",end_turn,170,390,,0.00424
hao_cILC_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,ILC,"T cell (likely gamma-delta T cell subset, given TRDC and CD7 expression)",0.6,"```json
{""cell_type"": ""T cell (likely gamma-delta T cell subset, given TRDC and CD7 expression)"", ""confidence"": 0.6}
```",end_turn,138,57,,0.000846
hao_cILC_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,ILC,CD4+ T cells (likely Th2/regulatory T cell subset),0.65,"{""cell_type"": ""CD4+ T cells (likely Th2/regulatory T cell subset)"", ""confidence"": 0.65}",end_turn,170,301,,0.00335
hao_cILC_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,ILC,NK cell (activated),0.55,"```json
{""cell_type"": ""NK cell (activated)"", ""confidence"": 0.55}
```",end_turn,131,34,,0.000602
hao_cILC_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,ILC,T cell (likely CD4+ or CD8+ resting/naive T lymphocyte),0.75,"{""cell_type"": ""T cell (likely CD4+ or CD8+ resting/naive T lymphocyte)"", ""confidence"": 0.75}",end_turn,170,317,,0.00351
hao_cILC_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,ILC,gamma-delta T cell,0.55,"{""cell_type"": ""gamma-delta T cell"", ""confidence"": 0.55}",end_turn,134,30,,0.000568
hao_cILC_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,ILC,T cell (or NK cell) - lymphocyte subset expressing FXYD5,0.3,"{""cell_type"": ""T cell (or NK cell) - lymphocyte subset expressing FXYD5"", ""confidence"": 0.3}",end_turn,86,48,,0.000652
hao_cILC_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,ILC,Activated NK cells (or activated cytotoxic T/NK lymphocytes),0.55,"{""cell_type"": ""Activated NK cells (or activated cytotoxic T/NK lymphocytes)"", ""confidence"": 0.55}",end_turn,170,482,,0.00516
hao_cILC_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,ILC,Gamma delta (γδ) T cells,0.65,"{""cell_type"": ""Gamma delta (γδ) T cells"", ""confidence"": 0.65}",end_turn,170,436,,0.0047
hao_cILC_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,ILC,Platelets,0.55,"{""cell_type"": ""Platelets"", ""confidence"": 0.55}",end_turn,89,260,,0.002778
hao_cILC_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,ILC,"CD4+ T cell (memory/regulatory subset, possibly Treg or CD161+ Th17-like T cells)",0.55,"{""cell_type"": ""CD4+ T cell (memory/regulatory subset, possibly Treg or CD161+ Th17-like T cells)"", ""confidence"": 0.55}",end_turn,100,229,,0.00249
hao_cILC_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,ILC,NK cells,0.6,"{""cell_type"": ""NK cells"", ""confidence"": 0.6}",end_turn,107,246,,0.002674
hao_cILC_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,ILC,CD4+ memory/effector T cell (likely Th17 or activated regulatory-like T cell subset),0.55,"```json
{""cell_type"": ""CD4+ memory/effector T cell (likely Th17 or activated regulatory-like T cell subset)"", ""confidence"": 0.55}
```",end_turn,110,61,,0.00083
hao_cILC_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,ILC,"CD4+ T cell (memory/Th2-like, likely regulatory or activated helper T cell subset)",0.6,"{""cell_type"": ""CD4+ T cell (memory/Th2-like, likely regulatory or activated helper T cell subset)"", ""confidence"": 0.6}",end_turn,140,56,,0.00084
hao_cILC_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,ILC,NK cells (or KLRB1+ T cell subset such as MAIT/NKT cells),0.55,"{""cell_type"": ""NK cells (or KLRB1+ T cell subset such as MAIT/NKT cells)"", ""confidence"": 0.55}",end_turn,125,284,,0.00309
hao_cILC_noise_0_r0_symbol,symbol,noise,0,0,0,ILC,CD4+ T helper cell (Th2-skewed/activated memory),0.65,"{""cell_type"": ""CD4+ T helper cell (Th2-skewed/activated memory)"", ""confidence"": 0.65}",end_turn,140,248,,0.00276
hao_cILC_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,ILC,"CD4+ T cells (memory/helper, possibly Th2-skewed)",0.6,"{""cell_type"": ""CD4+ T cells (memory/helper, possibly Th2-skewed)"", ""confidence"": 0.6}",end_turn,170,392,,0.00426
hao_cILC_noise_2_r0_symbol,symbol,noise,2,0,0,ILC,CD4+ memory T cell (Th2-like),0.6,"```json
{""cell_type"": ""CD4+ memory T cell (Th2-like)"", ""confidence"": 0.6}
```",end_turn,144,43,,0.000718
hao_cILC_noise_0_r0_ensembl,ensembl,noise,0,0,0,ILC,CD4+ T cells (memory/Th2-like),0.7,"{""cell_type"": ""CD4+ T cells (memory/Th2-like)"", ""confidence"": 0.7}",end_turn,170,397,,0.00431
hao_cILC_noise_2_r1_symbol,symbol,noise,2,1,0,ILC,"CD4+ T cell (activated/memory, likely Th2-skewed regulatory-like) subset",0.55,"{""cell_type"": ""CD4+ T cell (activated/memory, likely Th2-skewed regulatory-like) subset"", ""confidence"": 0.55}",end_turn,144,54,,0.000828
hao_cILC_noise_2_r0_ensembl,ensembl,noise,2,0,0,ILC,Natural killer (NK) cells,0.7,"{""cell_type"": ""Natural killer (NK) cells"", ""confidence"": 0.7}",end_turn,170,400,,0.00434
hao_cILC_noise_2_r2_symbol,symbol,noise,2,2,0,ILC,CD4+ T helper 2 (Th2) cell,0.6,"{""cell_type"": ""CD4+ T helper 2 (Th2) cell"", ""confidence"": 0.6}",end_turn,147,156,,0.001854
hao_cILC_noise_4_r0_symbol,symbol,noise,4,0,0,ILC,"CD4+ memory T cell (Th2-like, IL7R+/GATA3+/KLRB1+)",0.6,"```json
{""cell_type"": ""CD4+ memory T cell (Th2-like, IL7R+/GATA3+/KLRB1+)"", ""confidence"": 0.6}
```",end_turn,141,62,,0.000902
hao_cILC_noise_2_r1_ensembl,ensembl,noise,2,1,0,ILC,CD4+ T helper cells (likely Th2/regulatory T cell subset),0.6,"```json
{""cell_type"": ""CD4+ T helper cells (likely Th2/regulatory T cell subset)"", ""confidence"": 0.6}
```",end_turn,170,634,,0.00668
hao_cILC_noise_2_r2_ensembl,ensembl,noise,2,2,0,ILC,"CD4+ T cells (Th2-like/activated, GATA3+ TNFRSF4/TNFRSF18+ subset)",0.6,"{""cell_type"": ""CD4+ T cells (Th2-like/activated, GATA3+ TNFRSF4/TNFRSF18+ subset)"", ""confidence"": 0.6}",end_turn,170,468,,0.00502
hao_cILC_noise_4_r1_symbol,symbol,noise,4,1,0,ILC,T helper 2 (Th2) memory/effector CD4+ T cell,0.55,"{""cell_type"": ""T helper 2 (Th2) memory/effector CD4+ T cell"", ""confidence"": 0.55}",end_turn,141,45,,0.000732
hao_cILC_noise_4_r0_ensembl,ensembl,noise,4,0,0,ILC,CD4+ T cell (memory/Th2-like),0.6,"{""cell_type"": ""CD4+ T cell (memory/Th2-like)"", ""confidence"": 0.6}",end_turn,170,390,,0.00424
hao_cILC_noise_4_r2_symbol,symbol,noise,4,2,0,ILC,CD4+ T helper cells (memory/Th2-like),0.6,"{""cell_type"": ""CD4+ T helper cells (memory/Th2-like)"", ""confidence"": 0.6}",end_turn,140,209,,0.00237
hao_cILC_noise_4_r1_ensembl,ensembl,noise,4,1,0,ILC,"CD4+ T cells (Th2/Treg-like subset, based on GATA3, TNFRSF18, KLRB1 expression)",0.55,"{""cell_type"": ""CD4+ T cells (Th2/Treg-like subset, based on GATA3, TNFRSF18, KLRB1 expression)"", ""confidence"": 0.55}",end_turn,170,395,,0.00429
hao_cILC_noise_6_r0_symbol,symbol,noise,6,0,0,ILC,"CD4+ memory T cell (IL7R+/KLRB1+, likely Th17-like)",0.55,"```json
{""cell_type"": ""CD4+ memory T cell (IL7R+/KLRB1+, likely Th17-like)"", ""confidence"": 0.55}
```",end_turn,143,58,,0.000866
hao_cILC_noise_4_r2_ensembl,ensembl,noise,4,2,0,ILC,NK cells (CD161+ SH2D1B+ NK subset),0.55,"{""cell_type"": ""NK cells (CD161+ SH2D1B+ NK subset)"", ""confidence"": 0.55}",end_turn,170,543,,0.00577
hao_cILC_noise_6_r1_symbol,symbol,noise,6,1,0,ILC,Regulatory T cells (Tregs),0.6,"```json
{""cell_type"": ""Regulatory T cells (Tregs)"", ""confidence"": 0.6}
```",end_turn,143,129,,0.001576
hao_cILC_noise_6_r2_symbol,symbol,noise,6,2,0,ILC,CD4+ memory T cell,0.6,"```json
{""cell_type"": ""CD4+ memory T cell"", ""confidence"": 0.6}
```",end_turn,140,36,,0.00064
hao_cILC_noise_6_r0_ensembl,ensembl,noise,6,0,0,ILC,"T cells (likely CD4+ memory or KLRB1+ IL7R+ subset, possibly MAIT-like)",0.5,"{""cell_type"": ""T cells (likely CD4+ memory or KLRB1+ IL7R+ subset, possibly MAIT-like)"", ""confidence"": 0.5}",end_turn,170,471,,0.00505
hao_cILC_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,ILC,CD4+ T cells (memory/Th2-skewed),0.65,"{""cell_type"": ""CD4+ T cells (memory/Th2-skewed)"", ""confidence"": 0.65}",end_turn,140,221,,0.00249
hao_cILC_noise_6_r1_ensembl,ensembl,noise,6,1,0,ILC,Basophils,0.55,"```json
{""cell_type"": ""Basophils"", ""confidence"": 0.55}
```",end_turn,170,703,,0.00737
