model,id,format,knob,level,replicate,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,normalized,score,strict
gemini-3.8-flash,pbmc_c2_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,B cells,B cell,0.99,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.99}
```",stop,109,409,386.0,0.0016155,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_n_genes_3_r0_symbol,symbol,n_genes,3,0,B cells,B cell,0.98,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.98}
```",stop,53,317,294.0,0.0012285,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,B cells,non-classical monocyte,0.95,"```json
{""cell_type"": ""non-classical monocyte"", ""confidence"": 0.95}
```",stop,180,3863,3837.0,0.01462125,FCGR3A Monocytes,0.0,0.0
gemini-3.8-flash,pbmc_c2_n_genes_5_r0_symbol,symbol,n_genes,5,0,B cells,B cell,0.99,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.99}
```",stop,63,281,258.0,0.001101,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,B cells,B cell,0.99,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.99
}
```",stop,179,422,393.0,0.00171675,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_n_genes_10_r0_symbol,symbol,n_genes,10,0,B cells,B cell,0.99,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.99
}
```",stop,91,416,387.0,0.00162825,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_2_r0_symbol,symbol,noise,2,0,B cells,B cell,0.99,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.99
}
```",stop,94,259,230.0,0.00104175,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_0_r0_symbol,symbol,noise,0,0,B cells,B cell,0.99,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.99
}
```",stop,91,257,228.0,0.001032,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_0_r0_ensembl,ensembl,noise,0,0,B cells,B cell,0.99,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.99
}
```",stop,179,455,426.0,0.0018405,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_2_r0_ensembl,ensembl,noise,2,0,B cells,B cell,0.99,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.99}
```",stop,179,651,628.0,0.0025755,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_2_r1_symbol,symbol,noise,2,1,B cells,B cell,0.98,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.98}
```",stop,87,406,383.0,0.00158775,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_2_r2_symbol,symbol,noise,2,2,B cells,B cell,0.99,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.99
}
```",stop,87,259,230.0,0.0010365,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_2_r2_ensembl,ensembl,noise,2,2,B cells,B cell,0.98,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.98
}
```",stop,179,656,627.0,0.00259425,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_4_r0_symbol,symbol,noise,4,0,B cells,B cell,0.99,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.99}
```",stop,88,196,173.0,0.000801,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_2_r1_ensembl,ensembl,noise,2,1,B cells,B cell,0.99,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.99
}
```",stop,180,610,581.0,0.0024225,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_4_r0_ensembl,ensembl,noise,4,0,B cells,B cell,0.99,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.99
}
```",stop,179,618,589.0,0.00245175,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_4_r2_symbol,symbol,noise,4,2,B cells,B cell,0.95,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.95
}
```",stop,90,266,237.0,0.001065,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_4_r1_ensembl,ensembl,noise,4,1,B cells,monocyte,0.95,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.95
}
```",stop,179,1297,1268.0,0.004998,Monocytes (unspecified),0.0,0.0
gemini-3.8-flash,pbmc_c2_noise_4_r1_symbol,symbol,noise,4,1,B cells,B cell,0.95,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.95}
```",stop,98,380,357.0,0.0014985,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_4_r2_ensembl,ensembl,noise,4,2,B cells,B cell,0.95,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.95
}
```",stop,179,590,561.0,0.00234675,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_6_r0_symbol,symbol,noise,6,0,B cells,B cell,0.95,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.95
}
```",stop,84,198,169.0,0.0008055,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_6_r1_symbol,symbol,noise,6,1,B cells,B cell,0.95,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.95
}
```",stop,98,203,174.0,0.00083475,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_6_r2_symbol,symbol,noise,6,2,B cells,B cell,0.99,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.99}
```",stop,100,369,346.0,0.00145875,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_6_r1_ensembl,ensembl,noise,6,1,B cells,B cell,0.95,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.95
}
```",stop,179,1314,1285.0,0.00506175,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_6_r0_ensembl,ensembl,noise,6,0,B cells,B cell,0.98,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.98
}
```",stop,179,2485,2456.0,0.009453,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_noise_6_r2_ensembl,ensembl,noise,6,2,B cells,B cell,0.99,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.99
}
```",stop,179,738,709.0,0.00290175,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,B cells,B cell,0.99,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.99
}
```",stop,179,379,350.0,0.0015555,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,B cells,B cell,0.99,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.99
}
```",stop,91,310,281.0,0.00123075,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,B cells,B cell,0.99,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.99
}
```",stop,179,381,352.0,0.001563,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c2_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,B cells,B cell,0.99,"```json
{
  ""cell_type"": ""B cell"",
  ""confidence"": 0.99
}
```",stop,91,263,234.0,0.0010545,B cells,1.0,1.0
gemini-3.8-flash,pbmc_c3_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,CD14 Monocytes,monocyte,0.98,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.98
}
```",stop,179,922,893.0,0.00359175,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c3_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,CD14 Monocytes,monocyte,0.95,"```json
{""cell_type"": ""monocyte"", ""confidence"": 0.95}
```",stop,80,639,616.0,0.00245625,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c3_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,CD14 Monocytes,CD14+ classical monocyte,0.95,"```json
{
  ""cell_type"": ""CD14+ classical monocyte"",
  ""confidence"": 0.95
}
```",stop,76,278,244.0,0.0010995,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,CD14 Monocytes,CD14+ monocyte,0.95,"```json
{
  ""cell_type"": ""CD14+ monocyte"",
  ""confidence"": 0.95
}
```",stop,179,1149,1116.0,0.004443,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_n_genes_1_r0_symbol,symbol,n_genes,1,0,CD14 Monocytes,Monocyte,0.95,"```json
{""cell_type"": ""Monocyte"", ""confidence"": 0.95}
```",stop,42,174,151.0,0.000684,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c3_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,CD14 Monocytes,monocyte,0.95,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.95
}
```",stop,180,1616,1587.0,0.006195,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c3_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,CD14 Monocytes,monocyte,0.9,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.9
}
```",stop,53,347,319.0,0.001341,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c3_n_genes_3_r0_symbol,symbol,n_genes,3,0,CD14 Monocytes,Monocyte,0.95,"```json
{
  ""cell_type"": ""Monocyte"",
  ""confidence"": 0.95
}
```",stop,56,503,474.0,0.00192825,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c3_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,CD14 Monocytes,monocyte,0.95,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.95
}
```",stop,81,459,430.0,0.001782,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c3_n_genes_5_r0_symbol,symbol,n_genes,5,0,CD14 Monocytes,Classical monocyte,0.98,"```json
{""cell_type"": ""Classical monocyte"", ""confidence"": 0.98}
```",stop,63,410,386.0,0.00158475,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,CD14 Monocytes,monocyte,0.98,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.98
}
```",stop,109,416,387.0,0.00164175,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c3_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,CD14 Monocytes,CD14+ monocyte,0.98,"```json
{
  ""cell_type"": ""CD14+ monocyte"",
  ""confidence"": 0.98
}
```",stop,179,951,918.0,0.0037005,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_noise_0_r0_symbol,symbol,noise,0,0,CD14 Monocytes,classical monocyte,0.98,"```json
{
  ""cell_type"": ""classical monocyte"",
  ""confidence"": 0.98
}
```",stop,85,457,427.0,0.0017775,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_n_genes_10_r0_symbol,symbol,n_genes,10,0,CD14 Monocytes,CD14+ monocyte,0.98,"```json
{
  ""cell_type"": ""CD14+ monocyte"",
  ""confidence"": 0.98
}
```",stop,86,592,559.0,0.0022845,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_noise_0_r0_ensembl,ensembl,noise,0,0,CD14 Monocytes,CD14+ monocyte,0.95,"```json
{
  ""cell_type"": ""CD14+ monocyte"",
  ""confidence"": 0.95
}
```",stop,179,806,773.0,0.00315675,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_noise_2_r0_symbol,symbol,noise,2,0,CD14 Monocytes,CD14+ monocyte,0.95,"```json
{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.95}
```",stop,88,466,439.0,0.0018135,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_noise_2_r0_ensembl,ensembl,noise,2,0,CD14 Monocytes,monocyte,0.95,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.95
}
```",stop,179,696,667.0,0.00274425,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c3_noise_2_r1_symbol,symbol,noise,2,1,CD14 Monocytes,CD14+ classical monocyte,0.98,"```json
{
  ""cell_type"": ""CD14+ classical monocyte"",
  ""confidence"": 0.98
}
```",stop,86,503,469.0,0.00195075,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_noise_2_r2_symbol,symbol,noise,2,2,CD14 Monocytes,CD14+ classical monocyte,0.95,"```json
{
  ""cell_type"": ""CD14+ classical monocyte"",
  ""confidence"": 0.95
}
```",stop,86,519,485.0,0.00201075,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_noise_2_r2_ensembl,ensembl,noise,2,2,CD14 Monocytes,CD14+ classical monocyte,0.95,"```json
{
  ""cell_type"": ""CD14+ classical monocyte"",
  ""confidence"": 0.95
}
```",stop,179,692,658.0,0.00272925,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_noise_2_r1_ensembl,ensembl,noise,2,1,CD14 Monocytes,CD14+ monocytes,0.98,"```json
{
  ""cell_type"": ""CD14+ monocytes"",
  ""confidence"": 0.98
}
```",stop,180,609,577.0,0.00241875,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_noise_4_r0_symbol,symbol,noise,4,0,CD14 Monocytes,monocyte,0.95,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.95
}
```",stop,86,334,305.0,0.001317,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c3_noise_6_r0_symbol,symbol,noise,6,0,CD14 Monocytes,Monocyte,0.9,"```json
{""cell_type"": ""Monocyte"", ""confidence"": 0.9}
```",stop,84,550,528.0,0.0021255,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c3_noise_4_r1_ensembl,ensembl,noise,4,1,CD14 Monocytes,CD14+ monocyte,0.95,"```json
{
  ""cell_type"": ""CD14+ monocyte"",
  ""confidence"": 0.95
}
```",stop,179,787,754.0,0.0030855,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_noise_6_r1_symbol,symbol,noise,6,1,CD14 Monocytes,Monocyte,0.9,"```json
{""cell_type"": ""Monocyte"", ""confidence"": 0.9}
```",stop,83,714,692.0,0.00273975,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c3_noise_6_r2_symbol,symbol,noise,6,2,CD14 Monocytes,classical monocyte,0.95,"```json
{
  ""cell_type"": ""classical monocyte"",
  ""confidence"": 0.95
}
```",stop,89,244,214.0,0.00098175,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_noise_6_r1_ensembl,ensembl,noise,6,1,CD14 Monocytes,monocyte,0.95,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.95
}
```",stop,179,1188,1159.0,0.00458925,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c3_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,CD14 Monocytes,CD14+ monocyte,0.98,"```json
{""cell_type"": ""CD14+ monocyte"", ""confidence"": 0.98}
```",stop,85,516,489.0,0.00199875,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c4_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,NK cells,Natural killer cell,0.95,"```json
{""cell_type"": ""Natural killer cell"", ""confidence"": 0.95}
```",stop,75,470,446.0,0.00181875,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c3_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,CD14 Monocytes,CD14+ monocyte,0.98,"```json
{
  ""cell_type"": ""CD14+ monocyte"",
  ""confidence"": 0.98
}
```",stop,179,790,757.0,0.00309675,CD14 Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c3_noise_6_r2_ensembl,ensembl,noise,6,2,CD14 Monocytes,monocyte,0.95,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.95
}
```",stop,179,2102,2073.0,0.00801675,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c4_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,NK cells,natural killer cell,0.85,"```json
{""cell_type"": ""natural killer cell"", ""confidence"": 0.85}
```",stop,53,494,470.0,0.00189225,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_n_genes_5_r0_symbol,symbol,n_genes,5,0,NK cells,Natural killer cell,0.98,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.98
}
```",stop,56,465,435.0,0.00178575,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,NK cells,Natural Killer cell,0.95,"```json
{
  ""cell_type"": ""Natural Killer cell"",
  ""confidence"": 0.95
}
```",stop,109,678,648.0,0.00262425,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_n_genes_10_r0_symbol,symbol,n_genes,10,0,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,75,469,439.0,0.001815,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_0_r0_symbol,symbol,noise,0,0,NK cells,Natural killer cell,0.98,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.98
}
```",stop,75,505,475.0,0.00195,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,NK cells,natural killer cell,0.95,"```json
{
  ""cell_type"": ""natural killer cell"",
  ""confidence"": 0.95
}
```",stop,180,504,474.0,0.002025,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_0_r0_ensembl,ensembl,noise,0,0,NK cells,Natural killer cell,0.98,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.98
}
```",stop,179,817,787.0,0.003198,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_2_r0_symbol,symbol,noise,2,0,NK cells,Natural killer cell,0.98,"```json
{""cell_type"": ""Natural killer cell"", ""confidence"": 0.98}
```",stop,84,319,295.0,0.00125925,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_2_r0_ensembl,ensembl,noise,2,0,NK cells,Natural Killer cell,0.98,"```json
{""cell_type"": ""Natural Killer cell"", ""confidence"": 0.98}
```",stop,179,621,597.0,0.002463,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_2_r1_symbol,symbol,noise,2,1,NK cells,natural killer cell,0.95,"```json
{
  ""cell_type"": ""natural killer cell"",
  ""confidence"": 0.95
}
```",stop,90,476,446.0,0.0018525,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_2_r1_ensembl,ensembl,noise,2,1,NK cells,natural killer cell,0.95,"```json
{
  ""cell_type"": ""natural killer cell"",
  ""confidence"": 0.95
}
```",stop,179,722,692.0,0.00284175,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_2_r2_symbol,symbol,noise,2,2,NK cells,Natural killer cell,0.98,"```json
{""cell_type"": ""Natural killer cell"", ""confidence"": 0.98}
```",stop,76,393,369.0,0.00153075,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_2_r2_ensembl,ensembl,noise,2,2,NK cells,CD8+ cytotoxic T cell,0.95,"```json
{
  ""cell_type"": ""CD8+ cytotoxic T cell"",
  ""confidence"": 0.95
}
```",stop,179,637,604.0,0.002523,CD8 T cells,0.0,0.0
gemini-3.8-flash,pbmc_c4_noise_4_r0_symbol,symbol,noise,4,0,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,89,326,296.0,0.00128925,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_4_r0_ensembl,ensembl,noise,4,0,NK cells,Natural Killer cell,0.95,"```json
{""cell_type"": ""Natural Killer cell"", ""confidence"": 0.95}
```",stop,179,816,792.0,0.00319425,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_4_r1_symbol,symbol,noise,4,1,NK cells,Natural Killer cell,0.95,"```json
{
  ""cell_type"": ""Natural Killer cell"",
  ""confidence"": 0.95
}
```",stop,81,371,341.0,0.001452,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_4_r2_symbol,symbol,noise,4,2,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,75,491,461.0,0.0018975,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_4_r1_ensembl,ensembl,noise,4,1,NK cells,natural killer cell,0.95,"```json
{
  ""cell_type"": ""natural killer cell"",
  ""confidence"": 0.95
}
```",stop,179,1767,1737.0,0.0067605,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_6_r0_symbol,symbol,noise,6,0,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,80,313,283.0,0.00123375,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_6_r1_symbol,symbol,noise,6,1,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,81,327,297.0,0.001287,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_4_r2_ensembl,ensembl,noise,4,2,NK cells,Natural killer cell,0.95,"```json
{""cell_type"": ""Natural killer cell"", ""confidence"": 0.95}
```",stop,180,804,780.0,0.00315,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_6_r0_ensembl,ensembl,noise,6,0,NK cells,Natural killer cell,0.98,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.98
}
```",stop,179,838,808.0,0.00327675,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_6_r2_symbol,symbol,noise,6,2,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,84,338,308.0,0.0013305,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_6_r1_ensembl,ensembl,noise,6,1,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,179,1292,1262.0,0.00497925,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_noise_6_r2_ensembl,ensembl,noise,6,2,NK cells,natural killer cell,0.95,"```json
{
  ""cell_type"": ""natural killer cell"",
  ""confidence"": 0.95
}
```",stop,179,681,651.0,0.002688,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,75,308,278.0,0.00121125,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,75,232,202.0,0.00092625,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c4_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,NK cells,Natural killer cells,0.95,"```json
{
  ""cell_type"": ""Natural killer cells"",
  ""confidence"": 0.95
}
```",stop,179,606,576.0,0.00240675,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c5_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,FCGR3A Monocytes,Non-classical monocyte,0.95,"```json
{
  ""cell_type"": ""Non-classical monocyte"",
  ""confidence"": 0.95
}
```",stop,81,482,450.0,0.00186825,FCGR3A Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c4_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,NK cells,Natural killer cell,0.95,"```json
{
  ""cell_type"": ""Natural killer cell"",
  ""confidence"": 0.95
}
```",stop,180,568,538.0,0.002265,NK cells,1.0,1.0
gemini-3.8-flash,pbmc_c5_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,FCGR3A Monocytes,Monocyte,0.95,"```json
{""cell_type"": ""Monocyte"", ""confidence"": 0.95}
```",stop,93,462,439.0,0.00180225,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c5_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,FCGR3A Monocytes,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,179,1118,1088.0,0.00432675,Dendritic cells,0.0,0.0
gemini-3.8-flash,pbmc_c5_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,FCGR3A Monocytes,CD14+ monocyte,0.95,"```json
{
  ""cell_type"": ""CD14+ monocyte"",
  ""confidence"": 0.95
}
```",stop,179,1134,1101.0,0.00438675,CD14 Monocytes,0.0,0.0
gemini-3.8-flash,pbmc_c5_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,FCGR3A Monocytes,non-classical monocyte,0.95,"```json
{""cell_type"": ""non-classical monocyte"", ""confidence"": 0.95}
```",stop,75,843,817.0,0.0032175,FCGR3A Monocytes,1.0,1.0
gemini-3.8-flash,pbmc_c5_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,FCGR3A Monocytes,monocyte,0.9,"```json
{
  ""cell_type"": ""monocyte"",
  ""confidence"": 0.9
}
```",stop,83,391,363.0,0.0015285,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c5_n_genes_1_r0_symbol,symbol,n_genes,1,0,FCGR3A Monocytes,Monocyte,0.85,"```json
{
  ""cell_type"": ""Monocyte"",
  ""confidence"": 0.85
}
```",stop,44,380,351.0,0.001458,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c5_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,FCGR3A Monocytes,monocyte,0.9,"```json
{""cell_type"": ""monocyte"", ""confidence"": 0.9}
```",stop,180,3865,3843.0,0.01462875,Monocytes (unspecified),0.5,0.0
gemini-3.8-flash,pbmc_c5_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,FCGR3A Monocytes,conventional dendritic cell,0.95,"```json
{
  ""cell_type"": ""conventional dendritic cell"",
  ""confidence"": 0.95
}
```",stop,81,1147,1117.0,0.004362,Dendritic cells,0.0,0.0
gemini-3.8-flash,pbmc_c5_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,FCGR3A Monocytes,platelet,0.85,"```json
{""cell_type"": ""platelet"", ""confidence"": 0.85}
```",stop,179,3861,3838.0,0.014613,Megakaryocytes,0.0,0.0
gemini-3.8-flash,pbmc_c5_n_genes_3_r0_symbol,symbol,n_genes,3,0,FCGR3A Monocytes,Non-classical monocyte,0.95,"```json
{
  ""cell_type"": ""Non-classical monocyte"",
  ""confidence"": 0.95
}
```",stop,53,613,581.0,0.0023385,FCGR3A Monocytes,1.0,1.0
