condition,id,format,knob,level,replicate,run,provider,answer,predicted,confidence,raw,finish_reason,prompt_tokens,completion_tokens,reasoning_tokens,cost_usd,marker_overlap,n_tied_labels,tied_labels,n_tool_calls,n_model_calls,latency_s,normalized,score,strict,lineage
CellMarker lookup,hao_cNK-CD56bright_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,none,NK_CD56bright,NK,,Natural killer cell,,0,0,0.0,0.0,8.0,2.0,"[""NK"", ""NK_CD56bright""]",,,,NK,0.5,0.0,NK
CellMarker lookup,hao_cPlasmablast_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,3.0,1.0,"[""Plasmablast""]",,,,Plasmablast,1.0,1.0,B
CellMarker lookup,hao_cPlasmablast_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,3.0,1.0,"[""Plasmablast""]",,,,Plasmablast,1.0,1.0,B
CellMarker lookup,hao_cPlasmablast_noise_4_r2_symbol,symbol,noise,4,2,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,3.0,1.0,"[""Plasmablast""]",,,,Plasmablast,1.0,1.0,B
CellMarker lookup,hao_cPlasmablast_noise_4_r2_ensembl,ensembl,noise,4,2,0,none,Plasmablast,Plasmablast,,Plasma cell,,0,0,0.0,0.0,3.0,1.0,"[""Plasmablast""]",,,,Plasmablast,1.0,1.0,B
CellMarker lookup,hao_cPlatelet_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,none,Platelet,Platelet,,Megakaryocyte,,0,0,0.0,0.0,1.0,1.0,"[""Platelet""]",,,,Platelet,1.0,1.0,other
CellMarker lookup,hao_cPlatelet_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,none,Platelet,Platelet,,Megakaryocyte,,0,0,0.0,0.0,1.0,1.0,"[""Platelet""]",,,,Platelet,1.0,1.0,other
CellMarker lookup,hao_cTreg_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,none,Treg,dnT,,Double-negative T cell,,0,0,0.0,0.0,7.0,2.0,"[""Plasmablast"", ""dnT""]",,,,dnT,0.0,0.0,CD4 T
CellMarker lookup,hao_cTreg_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,none,Treg,dnT,,Double-negative T cell,,0,0,0.0,0.0,7.0,2.0,"[""Plasmablast"", ""dnT""]",,,,dnT,0.0,0.0,CD4 T
CellMarker lookup,hao_ccDC1_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,none,cDC1,Dendritic cell (subtype unclear),,Dendritic cell,,0,0,0.0,0.0,3.0,2.0,"[""B cell (subtype unclear)"", ""Dendritic cell (subtype unclear)""]",,,,Dendritic cell (subtype unclear),0.5,0.0,DC
CellMarker lookup,hao_ccDC1_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,none,cDC1,Dendritic cell (subtype unclear),,Dendritic cell,,0,0,0.0,0.0,3.0,2.0,"[""B cell (subtype unclear)"", ""Dendritic cell (subtype unclear)""]",,,,Dendritic cell (subtype unclear),0.5,0.0,DC
CellMarker lookup,hao_ccDC1_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,none,cDC1,Dendritic cell (subtype unclear),,Dendritic cell,,0,0,0.0,0.0,7.0,1.0,"[""Dendritic cell (subtype unclear)""]",,,,Dendritic cell (subtype unclear),0.5,0.0,DC
CellMarker lookup,hao_ccDC1_ribo_filter_on_r0_ensembl,ensembl,ribo_filter,on,0,0,none,cDC1,Dendritic cell (subtype unclear),,Dendritic cell,,0,0,0.0,0.0,7.0,1.0,"[""Dendritic cell (subtype unclear)""]",,,,Dendritic cell (subtype unclear),0.5,0.0,DC
CellMarker lookup,hao_ccDC2_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,none,cDC2,Dendritic cell (subtype unclear),,Dendritic cell,,0,0,0.0,0.0,10.0,1.0,"[""Dendritic cell (subtype unclear)""]",,,,Dendritic cell (subtype unclear),0.5,0.0,DC
CellMarker lookup,hao_ccDC2_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,none,cDC2,Dendritic cell (subtype unclear),,Dendritic cell,,0,0,0.0,0.0,10.0,1.0,"[""Dendritic cell (subtype unclear)""]",,,,Dendritic cell (subtype unclear),0.5,0.0,DC
CellMarker lookup,hao_ccDC2_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,none,cDC2,Dendritic cell (subtype unclear),,Dendritic cell,,0,0,0.0,0.0,10.0,1.0,"[""Dendritic cell (subtype unclear)""]",,,,Dendritic cell (subtype unclear),0.5,0.0,DC
CellMarker lookup,hao_ccDC2_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,none,cDC2,Dendritic cell (subtype unclear),,Dendritic cell,,0,0,0.0,0.0,10.0,1.0,"[""Dendritic cell (subtype unclear)""]",,,,Dendritic cell (subtype unclear),0.5,0.0,DC
CellMarker lookup,hao_cdnT_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,none,dnT,T cell (CD4/CD8/other unclear),,T cell,,0,0,0.0,0.0,5.0,3.0,"[""CD4 T cell (subtype unclear)"", ""CD8 T cell (subtype unclear)"", ""T cell (CD4/CD8/other unclear)""]",,,,T cell (CD4/CD8/other unclear),0.5,0.0,other T
CellMarker lookup,hao_cdnT_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,none,dnT,T cell (CD4/CD8/other unclear),,T cell,,0,0,0.0,0.0,5.0,3.0,"[""CD4 T cell (subtype unclear)"", ""CD8 T cell (subtype unclear)"", ""T cell (CD4/CD8/other unclear)""]",,,,T cell (CD4/CD8/other unclear),0.5,0.0,other T
CellMarker lookup,hao_cdnT_noise_6_r2_symbol,symbol,noise,6,2,0,none,dnT,CD4 T cell (subtype unclear),,CD4+ T cell,,0,0,0.0,0.0,2.0,4.0,"[""CD4 Naive"", ""CD4 T cell (subtype unclear)"", ""CD8 Naive"", ""T cell (CD4/CD8/other unclear)""]",,,,CD4 T cell (subtype unclear),0.0,0.0,other T
CellMarker lookup,hao_cdnT_noise_6_r2_ensembl,ensembl,noise,6,2,0,none,dnT,CD4 T cell (subtype unclear),,CD4+ T cell,,0,0,0.0,0.0,2.0,4.0,"[""CD4 Naive"", ""CD4 T cell (subtype unclear)"", ""CD8 Naive"", ""T cell (CD4/CD8/other unclear)""]",,,,CD4 T cell (subtype unclear),0.0,0.0,other T
CellMarker lookup,hao_cgdT_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,none,gdT,gdT,,Gamma delta T cell,,0,0,0.0,0.0,5.0,1.0,"[""gdT""]",,,,gdT,1.0,1.0,other T
CellMarker lookup,hao_cgdT_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,none,gdT,gdT,,Gamma delta T cell,,0,0,0.0,0.0,5.0,1.0,"[""gdT""]",,,,gdT,1.0,1.0,other T
CellMarker lookup,hao_cgdT_ribo_filter_off_r0_symbol,symbol,ribo_filter,off,0,0,none,gdT,gdT,,Gamma delta T cell,,0,0,0.0,0.0,7.0,1.0,"[""gdT""]",,,,gdT,1.0,1.0,other T
CellMarker lookup,hao_cgdT_ribo_filter_off_r0_ensembl,ensembl,ribo_filter,off,0,0,none,gdT,gdT,,Gamma delta T cell,,0,0,0.0,0.0,7.0,1.0,"[""gdT""]",,,,gdT,1.0,1.0,other T
CellMarker lookup,hao_cpDC_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,none,pDC,pDC,,Plasmacytoid dendritic cell,,0,0,0.0,0.0,7.0,1.0,"[""pDC""]",,,,pDC,1.0,1.0,DC
CellMarker lookup,hao_cpDC_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,none,pDC,pDC,,Plasmacytoid dendritic cell,,0,0,0.0,0.0,7.0,1.0,"[""pDC""]",,,,pDC,1.0,1.0,DC
generic agent,hao_cdnT_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,anthropic,dnT,CD8+ memory T cell (GZMK+ effector/central memory CD8 T cell),0.75,"{""cell_type"": ""CD8+ memory T cell (GZMK+ effector/central memory CD8 T cell)"", ""confidence"": 0.75}",ok,577,226,,0.003414,,,,0.0,1.0,3.3,CD8 TCM,0.0,0.0,other T
generic agent,hao_cCD4-TCM_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,CD4 TCM,"T cell (likely naive CD4+ T cell, based on CD3D and MAL expression with high ribosomal protein genes)",0.75,"{""cell_type"": ""T cell (likely naive CD4+ T cell, based on CD3D and MAL expression with high ribosomal protein genes)"", ""confidence"": 0.75}",ok,617,323,,0.004464,,,,0.0,1.0,4.2,CD4 Naive,0.5,0.0,CD4 T
generic agent,hao_cNK-Proliferating_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,NK Proliferating,"Proliferating (cycling) lymphocytes, likely proliferating T cells",0.6,"{""cell_type"": ""Proliferating (cycling) lymphocytes, likely proliferating T cells"", ""confidence"": 0.6}",ok,553,162,,0.002726,,,,0.0,1.0,2.8,Proliferating lymphocyte (lineage unclear),0.5,0.0,NK
generic agent,hao_cCD4-TEM_noise_2_r2_ensembl,ensembl,noise,2,2,0,anthropic,CD4 TEM,T cell (CD4+ T lymphocyte),0.75,"{""cell_type"": ""T cell (CD4+ T lymphocyte)"", ""confidence"": 0.75}",ok,4088,505,,0.013226,,,,2.0,2.0,10.3,CD4 T cell (subtype unclear),0.5,0.0,CD4 T
generic agent,hao_cMAIT_ribo_filter_on_r0_symbol,symbol,ribo_filter,on,0,0,anthropic,MAIT,"CD8+ effector/memory T cells (GZMK+ subset, possibly MAIT-like)",0.6,"{""cell_type"": ""CD8+ effector/memory T cells (GZMK+ subset, possibly MAIT-like)"", ""confidence"": 0.6}",ok,585,246,,0.00363,,,,0.0,1.0,3.4,CD8 TEM,0.0,0.0,other T
generic agent,hao_cdnT_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,anthropic,dnT,CD8+ memory T cell (GZMK+ effector/central memory T lymphocyte),0.75,"{""cell_type"": ""CD8+ memory T cell (GZMK+ effector/central memory T lymphocyte)"", ""confidence"": 0.75}",ok,617,559,,0.006824,,,,0.0,1.0,6.3,CD8 TCM,0.0,0.0,other T
generic agent,hao_cCD8-Proliferating_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,anthropic,CD8 Proliferating,Proliferating lymphocytes (cycling T/NK cells),0.6,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells)"", ""confidence"": 0.6}",ok,580,142,,0.00258,,,,0.0,1.0,2.4,Proliferating lymphocyte (lineage unclear),0.5,0.0,CD8 T
generic agent,hao_cCD8-Proliferating_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,anthropic,CD8 Proliferating,"Proliferating lymphocytes (cycling T/NK cells, Ki-67+ cell-cycle/proliferation cluster)",0.6,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells, Ki-67+ cell-cycle/proliferation cluster)"", ""confidence"": 0.6}",ok,2785,632,,0.01189,,,,1.0,2.0,9.0,Proliferating lymphocyte (lineage unclear),0.5,0.0,CD8 T
generic agent,hao_cTreg_rank_window_1-10_r0_symbol,symbol,rank_window,1-10,0,0,anthropic,Treg,"Lymphocyte (likely resting T cell) - ribosomal protein-high cluster, possibly low-quality/high-RNA-content cells rather than a distinct lineage",0.35,"{""cell_type"": ""Lymphocyte (likely resting T cell) - ribosomal protein-high cluster, possibly low-quality/high-RNA-content cells rather than a distinct lineage"", ""confidence"": 0.35}",ok,578,78,,0.001936,,,,0.0,1.0,2.2,T cell (CD4/CD8/other unclear),0.5,0.0,CD4 T
generic agent,hao_cTreg_rank_window_1-10_r0_ensembl,ensembl,rank_window,1-10,0,0,anthropic,Treg,"Lymphocytes (likely naive T cells) — cluster marked mainly by ribosomal protein genes (RPL/RPS family), suggesting a high-ribosomal-content lymphocyte population rather than a distinct lineage",0.35,"{""cell_type"": ""Lymphocytes (likely naive T cells) — cluster marked mainly by ribosomal protein genes (RPL/RPS family), suggesting a high-ribosomal-content lymphocyte population rather than a distinct lineage"", ""confidence"": 0.35}",ok,617,593,,0.007164,,,,0.0,1.0,6.7,T cell (CD4/CD8/other unclear),0.5,0.0,CD4 T
generic agent,hao_cCD8-TCM_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,anthropic,CD8 TCM,"T cell (naive CD4+ T lymphocyte, ribosomal-high resting T cell)",0.7,"{""cell_type"": ""T cell (naive CD4+ T lymphocyte, ribosomal-high resting T cell)"", ""confidence"": 0.7}",ok,579,53,,0.001688,,,,0.0,1.0,1.8,CD4 Naive,0.0,0.0,CD8 T
generic agent,hao_cCD8-TCM_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,anthropic,CD8 TCM,T cells (likely CD4+ naive/resting T lymphocytes),0.85,"Based on gene identities: ENSG00000109475 (RPL34), ENSG00000167526 (RPL21), ENSG00000177600 (RPL22L1), ENSG00000277734 (TRAC - T cell receptor alpha constant), ENSG00000172809 (RPL10-like), ENSG00000188846 (RPL14), ENSG00000144713 (RPL32), ENSG00000142541 (RPL13A), ENSG00000111716 (LDHB), ENSG00000198918 (RPL39) — this combination of ribosomal protein genes plus TRAC and LDHB (both classic markers enriched in T lymphocytes, especially naive/resting T cells) strongly indicates a T cell cluster.

```json
{""cell_type"": ""T cells (likely CD4+ naive/resting T lymphocytes)"", ""confidence"": 0.85}
```",ok,3916,806,,0.015892,,,,2.0,2.0,17.1,CD4 Naive,0.0,0.0,CD8 T
generic agent,hao_cB-intermediate_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,anthropic,B intermediate,B cell,0.9,"```json
{""cell_type"": ""B cell"", ""confidence"": 0.9}
```",ok,598,29,,0.001486,,,,0.0,1.0,1.5,B cell (subtype unclear),0.5,0.0,B
generic agent,hao_cB-intermediate_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,anthropic,B intermediate,B cell,0.85,"{""cell_type"": ""B cell"", ""confidence"": 0.85}",ok,617,477,,0.006004,,,,0.0,1.0,5.3,B cell (subtype unclear),0.5,0.0,B
generic agent,hao_cCD4-Proliferating_rank_window_11-20_r0_symbol,symbol,rank_window,11-20,0,0,anthropic,CD4 Proliferating,"Proliferating lymphocytes (cycling T/NK cells, cell-cycle/proliferation signature)",0.6,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells, cell-cycle/proliferation signature)"", ""confidence"": 0.6}",ok,580,187,,0.00303,,,,0.0,1.0,2.7,Proliferating lymphocyte (lineage unclear),0.5,0.0,CD4 T
generic agent,hao_cCD4-Proliferating_rank_window_11-20_r0_ensembl,ensembl,rank_window,11-20,0,0,anthropic,CD4 Proliferating,Proliferating lymphocytes (cycling T/NK cells),0.55,"This gene set (TYMS, CFL1, TUBB, TUBA1B, TOP2A, PTTG1, DUT, ANP32B, ACTB, RAN) is dominated by DNA replication/cell-cycle and cytoskeletal genes — a classic proliferation signature rather than a lineage-specific one.

```json
{""cell_type"": ""Proliferating lymphocytes (cycling T/NK cells)"", ""confidence"": 0.55}
```",ok,3562,715,,0.014274,,,,2.0,2.0,15.7,Proliferating lymphocyte (lineage unclear),0.5,0.0,CD4 T
generic agent,hao_cHSPC_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,HSPC,CD34+ hematopoietic stem/progenitor cells,0.75,"{""cell_type"": ""CD34+ hematopoietic stem/progenitor cells"", ""confidence"": 0.75}",ok,585,226,,0.00343,,,,0.0,1.0,2.8,HSPC,1.0,1.0,other
generic agent,hao_cHSPC_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,HSPC,Hematopoietic stem/progenitor cells (HSPCs),0.35,"```json
{""cell_type"": ""Hematopoietic stem/progenitor cells (HSPCs)"", ""confidence"": 0.35}
```",ok,9938,2039,,0.040266,,,,9.0,3.0,40.9,HSPC,1.0,1.0,other
generic agent,hao_cEryth_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,Eryth,Erythroid cells (reticulocytes/erythrocytes),0.8,"{""cell_type"": ""Erythroid cells (reticulocytes/erythrocytes)"", ""confidence"": 0.8}",ok,584,126,,0.002428,,,,0.0,1.0,2.1,Eryth,1.0,1.0,other
generic agent,hao_cEryth_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,Eryth,Platelets (megakaryocyte-derived),0.9,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.9}",ok,2810,394,,0.00956,,,,2.0,2.0,13.8,Platelet,0.0,0.0,other
generic agent,hao_cgdT_rank_window_21-30_r0_symbol,symbol,rank_window,21-30,0,0,anthropic,gdT,NK cells (cytotoxic natural killer/CD8+ T cell-like cytotoxic lymphocytes),0.75,"{""cell_type"": ""NK cells (cytotoxic natural killer/CD8+ T cell-like cytotoxic lymphocytes)"", ""confidence"": 0.75}",ok,580,124,,0.0024,,,,0.0,1.0,2.3,NK,0.0,0.0,other T
generic agent,hao_cgdT_rank_window_21-30_r0_ensembl,ensembl,rank_window,21-30,0,0,anthropic,gdT,NK cells (natural killer cells),0.85,"{""cell_type"": ""NK cells (natural killer cells)"", ""confidence"": 0.85}",ok,617,440,,0.005634,,,,0.0,1.0,4.7,NK,0.0,0.0,other T
generic agent,hao_cCD4-TCM_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,CD4 TCM,Naive CD4+ T cell,0.75,"{""cell_type"": ""Naive CD4+ T cell"", ""confidence"": 0.75}",ok,579,32,,0.001478,,,,0.0,1.0,1.5,CD4 Naive,0.5,0.0,CD4 T
generic agent,hao_cPlasmablast_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,Plasmablast,Plasmablast / Plasma cell (antibody-secreting B cell),0.85,"{""cell_type"": ""Plasmablast / Plasma cell (antibody-secreting B cell)"", ""confidence"": 0.85}",ok,589,152,,0.002698,,,,0.0,1.0,2.5,Plasmablast,1.0,1.0,B
generic agent,hao_cPlasmablast_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,Plasmablast,Plasma cells (plasmablasts),0.65,"Based on the genes I was able to resolve — **ERLEC1** (ER-associated degradation/N-glycan recognition) and **SELENOS/VIMP** (ER stress/protein degradation) — combined with the well-known identity of **ENSG00000004468 = CD38** (classic plasma cell marker), this signature strongly matches a secretory/antibody-producing cell type with high ER-stress and unfolded protein response machinery, characteristic of plasma cells/plasmablasts in PBMCs.

```json
{""cell_type"": ""Plasma cells (plasmablasts)"", ""confidence"": 0.65}
```",ok,10458,1825,,0.039166,,,,12.0,3.0,28.5,Plasmablast,1.0,1.0,B
generic agent,hao_cCD8-Naive_rank_window_31-40_r0_symbol,symbol,rank_window,31-40,0,0,anthropic,CD8 Naive,Naive T cell (likely naive CD4+ T cell),0.6,"{""cell_type"": ""Naive T cell (likely naive CD4+ T cell)"", ""confidence"": 0.6}",ok,578,41,,0.001566,,,,0.0,1.0,1.5,CD4 Naive,0.0,0.0,CD8 T
generic agent,hao_cCD8-Naive_rank_window_31-40_r0_ensembl,ensembl,rank_window,31-40,0,0,anthropic,CD8 Naive,"Lymphocyte (naive T cells) — cluster defined mainly by ribosomal protein genes (RPS/RPL family), suggesting a naive lymphocyte population with high ribosomal biogenesis",0.35,"{""cell_type"": ""Lymphocyte (naive T cells) — cluster defined mainly by ribosomal protein genes (RPS/RPL family), suggesting a naive lymphocyte population with high ribosomal biogenesis"", ""confidence"": 0.35}",ok,3160,996,,0.01628,,,,2.0,2.0,21.8,T cell (CD4/CD8/other unclear),0.5,0.0,CD8 T
generic agent,hao_cCD4-CTL_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,CD4 CTL,Cytotoxic CD8+ T cell (effector/memory),0.6,"{""cell_type"": ""Cytotoxic CD8+ T cell (effector/memory)"", ""confidence"": 0.6}",ok,532,43,,0.001494,,,,0.0,1.0,2.9,CD8 TEM,0.0,0.0,CD4 T
generic agent,hao_cCD4-CTL_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,CD4 CTL,NK cells (or cytotoxic lymphocytes) - marker gene GZMB (Granzyme B),0.55,"{""cell_type"": ""NK cells (or cytotoxic lymphocytes) - marker gene GZMB (Granzyme B)"", ""confidence"": 0.55}",ok,536,308,,0.004152,,,,0.0,1.0,5.5,NK,0.0,0.0,CD4 T
generic agent,hao_cPlatelet_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,Platelet,Platelets,0.85,"{""cell_type"": ""Platelets"", ""confidence"": 0.85}",ok,532,101,,0.002074,,,,0.0,1.0,2.0,Platelet,1.0,1.0,other
generic agent,hao_cPlatelet_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,Platelet,Platelets (megakaryocyte-derived),0.75,"{""cell_type"": ""Platelets (megakaryocyte-derived)"", ""confidence"": 0.75}",ok,2127,275,,0.007004,,,,1.0,2.0,12.5,Platelet,1.0,1.0,other
generic agent,hao_cCD14-Mono_n_genes_1_r0_symbol,symbol,n_genes,1,0,0,anthropic,CD14 Mono,"Monocyte (classical, CD14+)",0.75,"{""cell_type"": ""Monocyte (classical, CD14+)"", ""confidence"": 0.75}",ok,532,35,,0.001414,,,,0.0,1.0,1.5,CD14 Mono,1.0,1.0,Mono
generic agent,hao_cCD14-Mono_n_genes_1_r0_ensembl,ensembl,n_genes,1,0,0,anthropic,CD14 Mono,"Monocyte (myeloid, likely classical CD14+ monocyte/neutrophil marker S100A9)",0.6,"{""cell_type"": ""Monocyte (myeloid, likely classical CD14+ monocyte/neutrophil marker S100A9)"", ""confidence"": 0.6}",ok,536,120,,0.002272,,,,0.0,1.0,2.3,CD14 Mono,1.0,1.0,Mono
generic agent,hao_cNK_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,NK,NK cells (cytotoxic lymphocytes),0.7,"{""cell_type"": ""NK cells (cytotoxic lymphocytes)"", ""confidence"": 0.7}",ok,541,80,,0.001882,,,,0.0,1.0,1.7,NK,1.0,1.0,NK
generic agent,hao_cNK_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,NK,Cytotoxic NK cell / CD8+ T cell (cytotoxic lymphocyte),0.75,"{""cell_type"": ""Cytotoxic NK cell / CD8+ T cell (cytotoxic lymphocyte)"", ""confidence"": 0.75}",ok,554,146,,0.002568,,,,0.0,1.0,2.0,Unknown / low-quality / no cell type given,0.0,0.0,NK
generic agent,hao_cB-memory_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,B memory,B cell,0.97,"{""cell_type"": ""B cell"", ""confidence"": 0.97}",ok,543,24,,0.001326,,,,0.0,1.0,1.5,B cell (subtype unclear),0.5,0.0,B
generic agent,hao_cB-memory_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,B memory,B cells,0.95,"{""cell_type"": ""B cells"", ""confidence"": 0.95}",ok,554,101,,0.002118,,,,0.0,1.0,1.9,B cell (subtype unclear),0.5,0.0,B
generic agent,hao_cNK-CD56bright_n_genes_3_r0_symbol,symbol,n_genes,3,0,0,anthropic,NK_CD56bright,Natural Killer (NK) cells,0.9,"{""cell_type"": ""Natural Killer (NK) cells"", ""confidence"": 0.9}",ok,544,59,,0.001678,,,,0.0,1.0,1.8,NK,0.5,0.0,NK
generic agent,hao_cNK-CD56bright_n_genes_3_r0_ensembl,ensembl,n_genes,3,0,0,anthropic,NK_CD56bright,Natural Killer (NK) cells,0.9,"{""cell_type"": ""Natural Killer (NK) cells"", ""confidence"": 0.9}",ok,554,251,,0.003618,,,,0.0,1.0,3.5,NK,0.5,0.0,NK
generic agent,hao_ccDC1_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,cDC1,Conventional (myeloid) dendritic cell,0.75,"{""cell_type"": ""Conventional (myeloid) dendritic cell"", ""confidence"": 0.75}",ok,561,37,,0.001492,,,,0.0,1.0,1.5,Dendritic cell (subtype unclear),0.5,0.0,DC
generic agent,hao_ccDC1_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,cDC1,"Dendritic cells (conventional DC, likely cDC1 subset)",0.7,"{""cell_type"": ""Dendritic cells (conventional DC, likely cDC1 subset)"", ""confidence"": 0.7}",ok,572,337,,0.004514,,,,0.0,1.0,4.2,cDC1,1.0,1.0,DC
generic agent,hao_cNK-Proliferating_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,NK Proliferating,"Proliferating lymphocytes (cycling T/NK or progenitor cells, marked by high proliferation-associated genes STMN1, DEK, HMGB2, PTMA, HMGN2)",0.6,"{""cell_type"": ""Proliferating lymphocytes (cycling T/NK or progenitor cells, marked by high proliferation-associated genes STMN1, DEK, HMGB2, PTMA, HMGN2)"", ""confidence"": 0.6}",ok,572,258,,0.003724,,,,0.0,1.0,3.4,Proliferating lymphocyte (lineage unclear),0.5,0.0,NK
generic agent,hao_cCD8-TEM_n_genes_5_r0_symbol,symbol,n_genes,5,0,0,anthropic,CD8 TEM,CD8+ cytotoxic T cells,0.85,"{""cell_type"": ""CD8+ cytotoxic T cells"", ""confidence"": 0.85}",ok,550,108,,0.00218,,,,0.0,1.0,2.0,CD8 T cell (subtype unclear),0.5,0.0,CD8 T
generic agent,hao_cCD8-TEM_n_genes_5_r0_ensembl,ensembl,n_genes,5,0,0,anthropic,CD8 TEM,CD8+ cytotoxic T cells,0.85,"{""cell_type"": ""CD8+ cytotoxic T cells"", ""confidence"": 0.85}",ok,572,169,,0.002834,,,,0.0,1.0,2.4,CD8 T cell (subtype unclear),0.5,0.0,CD8 T
generic agent,hao_cpDC_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,pDC,Plasmacytoid dendritic cell (pDC),0.97,"{""cell_type"": ""Plasmacytoid dendritic cell (pDC)"", ""confidence"": 0.97}",ok,585,126,,0.00243,,,,0.0,1.0,2.2,pDC,1.0,1.0,DC
generic agent,hao_cpDC_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,pDC,Plasmacytoid dendritic cell (pDC),0.93,"```json
{""cell_type"": ""Plasmacytoid dendritic cell (pDC)"", ""confidence"": 0.93}
```

**Reasoning:** The gene set corresponds to well-established pDC markers: **IRF8**, **TCF4** (E2-2, master pDC transcription factor), **IRF7**, **IL3RA** (CD123), **LILRA4** (ILT7), **SERPINF1**, **CCDC50**, **PLD4**, **PACSIN1**, and **SCAMP5** — a combination highly specific to plasmacytoid dendritic cells in human PBMC single-cell datasets.",ok,5962,2230,,0.034224,,,,10.0,2.0,32.2,pDC,1.0,1.0,DC
generic agent,hao_ccDC2_n_genes_10_r0_symbol,symbol,n_genes,10,0,0,anthropic,cDC2,"Conventional dendritic cell (myeloid DC, CD1c+/FCER1A+)",0.85,"{""cell_type"": ""Conventional dendritic cell (myeloid DC, CD1c+/FCER1A+)"", ""confidence"": 0.85}",ok,600,52,,0.00172,,,,0.0,1.0,1.6,cDC2,1.0,1.0,DC
generic agent,hao_ccDC2_n_genes_10_r0_ensembl,ensembl,n_genes,10,0,0,anthropic,cDC2,"Dendritic cell (myeloid DC, e.g., cDC2) - marked by high MHC class II genes (HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQB1), CST3, LYZ, and FCER1A",0.85,"{""cell_type"": ""Dendritic cell (myeloid DC, e.g., cDC2) - marked by high MHC class II genes (HLA-DRA, HLA-DRB1, HLA-DPA1, HLA-DPB1, HLA-DQA1, HLA-DQB1), CST3, LYZ, and FCER1A"", ""confidence"": 0.85}",ok,617,458,,0.005814,,,,0.0,1.0,5.2,Dendritic cell (subtype unclear),0.5,0.0,DC
