cluster,rank,gene,ensembl
Platelet,49,TGFB1,ENSG00000105329
Platelet,50,MARCHF2,ENSG00000099785
Treg,1,RPL36,ENSG00000130255
Treg,2,RPL30,ENSG00000156482
Treg,3,RPL32,ENSG00000144713
Treg,4,RPL13,ENSG00000167526
Treg,5,RPL11,ENSG00000142676
Treg,6,RPS6,ENSG00000137154
Treg,7,RPS12,ENSG00000112306
Treg,8,RPL12,ENSG00000197958
Treg,9,RPLP2,ENSG00000177600
Treg,10,RPL34,ENSG00000109475
Treg,11,RPL39,ENSG00000198918
Treg,12,RPS27,ENSG00000177954
Treg,13,RPL38,ENSG00000172809
Treg,14,RPS20,ENSG00000008988
Treg,15,RPL37,ENSG00000145592
Treg,16,RPS28,ENSG00000233927
Treg,17,RPS16,ENSG00000105193
Treg,18,RPS25,ENSG00000118181
Treg,19,RPL9,ENSG00000163682
Treg,20,RPS29,ENSG00000213741
Treg,21,RPS15,ENSG00000115268
Treg,22,RPL22,ENSG00000116251
Treg,23,TRAC,ENSG00000277734
Treg,24,RPS15A,ENSG00000134419
Treg,25,RPL18A,ENSG00000105640
Treg,26,RPL14,ENSG00000188846
Treg,27,RPL28,ENSG00000108107
Treg,28,LEF1,ENSG00000138795
Treg,29,RPS13,ENSG00000110700
Treg,30,RPL21,ENSG00000122026
Treg,31,RPS3,ENSG00000149273
Treg,32,RPL35A,ENSG00000182899
Treg,33,RPL24,ENSG00000114391
Treg,34,RPS3A,ENSG00000145425
Treg,35,C12orf57,ENSG00000111678
Treg,36,RPS8,ENSG00000142937
Treg,37,RPL5,ENSG00000122406
Treg,38,LDHB,ENSG00000111716
Treg,39,RPL10,ENSG00000147403
Treg,40,TPT1,ENSG00000133112
Treg,41,RPL37A,ENSG00000197756
Treg,42,RPS27A,ENSG00000143947
Treg,43,RPL23,ENSG00000125691
Treg,44,RPL41,ENSG00000229117
Treg,45,RTKN2,ENSG00000182010
Treg,46,RPL19,ENSG00000108298
Treg,47,CD3G,ENSG00000160654
Treg,48,RPS18,ENSG00000231500
Treg,49,RPL8,ENSG00000161016
Treg,50,RPL10A,ENSG00000198755
cDC1,1,CD74,ENSG00000019582
cDC1,2,HLA-DPA1,ENSG00000231389
cDC1,3,HLA-DPB1,ENSG00000223865
cDC1,4,WDFY4,ENSG00000128815
cDC1,5,C1orf54,ENSG00000118292
cDC1,6,CPVL,ENSG00000106066
cDC1,7,CLEC9A,ENSG00000197992
cDC1,8,HLA-DRA,ENSG00000204287
cDC1,9,SNX3,ENSG00000112335
cDC1,10,HLA-DQB1,ENSG00000179344
cDC1,11,CST3,ENSG00000101439
cDC1,12,SHTN1,ENSG00000187164
cDC1,13,CPNE3,ENSG00000085719
cDC1,14,BASP1,ENSG00000176788
cDC1,15,HLA-DQA1,ENSG00000196735
cDC1,16,GSTP1,ENSG00000084207
cDC1,17,BATF3,ENSG00000123685
cDC1,18,HLA-DRB1,ENSG00000196126
cDC1,19,CLNK,ENSG00000109684
cDC1,20,S100A10,ENSG00000197747
cDC1,21,IRF8,ENSG00000140968
cDC1,22,VIM,ENSG00000026025
cDC1,23,KCNK6,ENSG00000099337
cDC1,24,LGALS2,ENSG00000100079
cDC1,25,HLA-DMA,ENSG00000204257
cDC1,26,FGL2,ENSG00000127951
cDC1,27,C1orf162,ENSG00000143110
cDC1,28,TSPAN33,ENSG00000158457
cDC1,29,ACTB,ENSG00000075624
cDC1,30,CTSZ,ENSG00000101160
cDC1,31,RGS10,ENSG00000148908
cDC1,32,CADM1,ENSG00000182985
cDC1,33,FLT3,ENSG00000122025
cDC1,34,IDO1,ENSG00000131203
cDC1,35,RAB32,ENSG00000118508
cDC1,36,PPT1,ENSG00000131238
cDC1,37,ACTG1,ENSG00000184009
cDC1,38,ADISSP,ENSG00000101220
cDC1,39,ASAP1,ENSG00000153317
cDC1,40,CCDC88A,ENSG00000115355
cDC1,41,LYZ,ENSG00000090382
cDC1,42,RNH1,ENSG00000023191
cDC1,43,NDRG2,ENSG00000165795
cDC1,44,FCGRT,ENSG00000104870
cDC1,45,DST,ENSG00000151914
cDC1,46,MACROH2A1,ENSG00000113648
cDC1,47,TMSB4X,ENSG00000205542
cDC1,48,HLA-DMB,ENSG00000242574
cDC1,49,DNASE1L3,ENSG00000163687
cDC1,50,ID2,ENSG00000115738
cDC2,1,HLA-DRA,ENSG00000204287
cDC2,2,HLA-DPA1,ENSG00000231389
cDC2,3,CST3,ENSG00000101439
cDC2,4,HLA-DPB1,ENSG00000223865
cDC2,5,HLA-DQA1,ENSG00000196735
cDC2,6,FCER1A,ENSG00000179639
cDC2,7,HLA-DQB1,ENSG00000179344
cDC2,8,HLA-DRB1,ENSG00000196126
cDC2,9,LYZ,ENSG00000090382
cDC2,10,CPVL,ENSG00000106066
cDC2,11,CD74,ENSG00000019582
cDC2,12,HLA-DMA,ENSG00000204257
cDC2,13,CLEC10A,ENSG00000132514
cDC2,14,ALDH2,ENSG00000111275
cDC2,15,LGALS2,ENSG00000100079
cDC2,16,GSTP1,ENSG00000084207
cDC2,17,SAMHD1,ENSG00000101347
cDC2,18,IGSF6,ENSG00000140749
cDC2,19,CTSZ,ENSG00000101160
cDC2,20,CFP,ENSG00000126759
cDC2,21,HLA-DMB,ENSG00000242574
cDC2,22,MNDA,ENSG00000163563
cDC2,23,JAML,ENSG00000160593
cDC2,24,CTSH,ENSG00000103811
cDC2,25,FCGRT,ENSG00000104870
cDC2,26,GRN,ENSG00000030582
cDC2,27,VIM,ENSG00000026025
cDC2,28,AP1S2,ENSG00000182287
cDC2,29,IL13RA1,ENSG00000131724
cDC2,30,COTL1,ENSG00000103187
cDC2,31,ANXA2,ENSG00000182718
cDC2,32,FGL2,ENSG00000127951
cDC2,33,CCDC88A,ENSG00000115355
cDC2,34,HLA-DRB5,ENSG00000198502
cDC2,35,LST1,ENSG00000204482
cDC2,36,SPI1,ENSG00000066336
cDC2,37,CD1C,ENSG00000158481
cDC2,38,FOS,ENSG00000170345
cDC2,39,ANXA5,ENSG00000164111
cDC2,40,CSTA,ENSG00000121552
cDC2,41,AIF1,ENSG00000204472
cDC2,42,CIITA,ENSG00000179583
cDC2,43,LY86,ENSG00000112799
cDC2,44,C1orf162,ENSG00000143110
cDC2,45,CLEC4A,ENSG00000111729
cDC2,46,PLBD1,ENSG00000121316
cDC2,47,RNF130,ENSG00000113269
cDC2,48,CEBPD,ENSG00000221869
cDC2,49,LGALS1,ENSG00000100097
cDC2,50,TNFSF13B,ENSG00000102524
dnT,1,NUCB2,ENSG00000070081
dnT,2,GZMK,ENSG00000113088
dnT,3,TCF7,ENSG00000081059
dnT,4,CD27,ENSG00000139193
dnT,5,CD3D,ENSG00000167286
dnT,6,TRAC,ENSG00000277734
dnT,7,LDHB,ENSG00000111716
dnT,8,FYB1,ENSG00000082074
dnT,9,CD3G,ENSG00000160654
dnT,10,FCMR,ENSG00000162894
dnT,11,SARAF,ENSG00000133872
dnT,12,LCK,ENSG00000182866
dnT,13,CD3E,ENSG00000198851
dnT,14,SEPTIN6,ENSG00000125354
dnT,15,LEF1,ENSG00000138795
dnT,16,GYPC,ENSG00000136732
dnT,17,MALAT1,ENSG00000251562
dnT,18,TRBC2,ENSG00000211772
dnT,19,PIK3IP1,ENSG00000100100
dnT,20,FOXP1,ENSG00000114861
dnT,21,ETS1,ENSG00000134954
dnT,22,LIMD2,ENSG00000136490
dnT,23,CLEC2D,ENSG00000069493
dnT,24,ISG20,ENSG00000172183
dnT,25,GPR183,ENSG00000169508
dnT,26,LYAR,ENSG00000145220
dnT,27,C12orf57,ENSG00000111678
dnT,28,RCAN3,ENSG00000117602
dnT,29,NOSIP,ENSG00000142546
dnT,30,LEPROTL1,ENSG00000104660
dnT,31,GMFG,ENSG00000130755
dnT,32,MGAT4A,ENSG00000071073
dnT,33,GIMAP7,ENSG00000179144
dnT,34,GIMAP4,ENSG00000133574
dnT,35,BCL11B,ENSG00000127152
dnT,36,MT2A,ENSG00000125148
dnT,37,ATM,ENSG00000149311
dnT,38,TLE5,ENSG00000104964
dnT,39,SLFN5,ENSG00000166750
dnT,40,ARHGDIB,ENSG00000111348
dnT,41,TRAF3IP3,ENSG00000009790
dnT,42,FAM107B,ENSG00000065809
dnT,43,LINC00861,ENSG00000245164
dnT,44,GIMAP1,ENSG00000213203
dnT,45,RIPOR2,ENSG00000111913
dnT,46,LAT,ENSG00000213658
dnT,47,CCR7,ENSG00000126353
dnT,48,SESN3,ENSG00000149212
dnT,49,IKZF3,ENSG00000161405
dnT,50,DGKA,ENSG00000065357
gdT,1,TRDC,ENSG00000211829
gdT,2,TRGC1,ENSG00000211689
gdT,3,CD3G,ENSG00000160654
gdT,4,CCL5,ENSG00000271503
gdT,5,NKG7,ENSG00000105374
gdT,6,CD3D,ENSG00000167286
gdT,7,PPP2R5C,ENSG00000078304
gdT,8,IL32,ENSG00000008517
gdT,9,HCST,ENSG00000126264
gdT,10,CST7,ENSG00000077984
gdT,11,KLRD1,ENSG00000134539
gdT,12,TRGC2,ENSG00000227191
gdT,13,CD3E,ENSG00000198851
gdT,14,SYNE2,ENSG00000054654
gdT,15,GZMM,ENSG00000197540
gdT,16,PTPRC,ENSG00000081237
gdT,17,GZMA,ENSG00000145649
gdT,18,HLA-B,ENSG00000234745
gdT,19,ARL4C,ENSG00000188042
gdT,20,MALAT1,ENSG00000251562
gdT,21,HLA-A,ENSG00000206503
gdT,22,CTSW,ENSG00000172543
gdT,23,PIK3R1,ENSG00000145675
gdT,24,PRF1,ENSG00000180644
gdT,25,B2M,ENSG00000166710
gdT,26,DUSP2,ENSG00000158050
gdT,27,GNLY,ENSG00000115523
gdT,28,KLRG1,ENSG00000139187
gdT,29,LYAR,ENSG00000145220
gdT,30,CD7,ENSG00000173762
gdT,31,CCL4,ENSG00000275302
gdT,32,GZMH,ENSG00000100450
gdT,33,SYNE1,ENSG00000131018
gdT,34,FGFBP2,ENSG00000137441
gdT,35,CD247,ENSG00000198821
gdT,36,SAMD3,ENSG00000164483
gdT,37,LCK,ENSG00000182866
gdT,38,HLA-C,ENSG00000204525
gdT,39,RNF213,ENSG00000173821
gdT,40,LITAF,ENSG00000189067
gdT,41,PLAAT4,ENSG00000133321
gdT,42,HLA-E,ENSG00000204592
gdT,43,ZFP36L2,ENSG00000152518
gdT,44,RORA,ENSG00000069667
gdT,45,MYBL1,ENSG00000185697
gdT,46,PYHIN1,ENSG00000163564
gdT,47,RUNX3,ENSG00000020633
gdT,48,MT-ATP6,ENSG00000198899
gdT,49,ABHD17A,ENSG00000129968
gdT,50,DDX5,ENSG00000108654
pDC,1,CCDC50,ENSG00000152492
pDC,2,PPP1R14B,ENSG00000173457
pDC,3,UGCG,ENSG00000148154
pDC,4,TCF4,ENSG00000196628
pDC,5,IRF7,ENSG00000185507
pDC,6,IRF8,ENSG00000140968
pDC,7,PLD4,ENSG00000166428
pDC,8,SERPINF1,ENSG00000132386
pDC,9,IL3RA,ENSG00000185291
pDC,10,LILRA4,ENSG00000239961
pDC,11,BCL11A,ENSG00000119866
pDC,12,ITM2C,ENSG00000135916
pDC,13,ALOX5AP,ENSG00000132965
pDC,14,APP,ENSG00000142192
pDC,15,PLAC8,ENSG00000145287
pDC,16,SEC61B,ENSG00000106803
pDC,17,NPC2,ENSG00000119655
pDC,18,CLEC4C,ENSG00000198178
pDC,19,SMPD3,ENSG00000103056
pDC,20,HERPUD1,ENSG00000051108
pDC,21,GZMB,ENSG00000100453
pDC,22,C12orf75,ENSG00000235162
pDC,23,JCHAIN,ENSG00000132465
pDC,24,RNASE6,ENSG00000169413
pDC,25,CCDC88A,ENSG00000115355
pDC,26,SPCS1,ENSG00000114902
pDC,27,SPIB,ENSG00000269404
pDC,28,CYB561A3,ENSG00000162144
pDC,29,DERL3,ENSG00000099958
pDC,30,DNASE1L3,ENSG00000163687
pDC,31,TPM2,ENSG00000198467
pDC,32,MPEG1,ENSG00000197629
pDC,33,SELENOS,ENSG00000131871
pDC,34,MZB1,ENSG00000170476
pDC,35,MAPKAPK2,ENSG00000162889
pDC,36,GAPT,ENSG00000175857
pDC,37,TXN,ENSG00000136810
pDC,38,PLP2,ENSG00000102007
pDC,39,TSPAN13,ENSG00000106537
pDC,40,MAP1A,ENSG00000166963
pDC,41,SLC15A4,ENSG00000139370
pDC,42,NIBAN3,ENSG00000167483
pDC,43,PTPRE,ENSG00000132334
pDC,44,RRBP1,ENSG00000125844
pDC,45,CLIC3,ENSG00000169583
pDC,46,ZFAT,ENSG00000066827
pDC,47,GAS6,ENSG00000183087
pDC,48,VAMP8,ENSG00000118640
pDC,49,LINC00996,ENSG00000242258
pDC,50,CCDC186,ENSG00000165813
