gene,ensembl
EIF4G2,ENSG00000110321
ZBED5,ENSG00000236287
ZBED5-AS1,ENSG00000247271
CSNK2A3,ENSG00000254598
USP47,ENSG00000170242
DKK3,ENSG00000050165
MICAL2,ENSG00000133816
ARNTL,ENSG00000133794
BTBD10,ENSG00000148925
FAR1,ENSG00000197601
RRAS2,ENSG00000133818
COPB1,ENSG00000129083
PSMA1,ENSG00000129084
PDE3B,ENSG00000152270
CYP2R1,ENSG00000186104
C11orf58,ENSG00000110696
PLEKHA7,ENSG00000166689
PIK3C2A,ENSG00000011405
NUCB2,ENSG00000070081
NCR3LG1,ENSG00000188211
SERGEF,ENSG00000129158
SAAL1,ENSG00000166788
HPS5,ENSG00000110756
GTF2H1,ENSG00000110768
LDHA,ENSG00000134333
TSG101,ENSG00000074319
UEVLD,ENSG00000151116
SPTY2D1,ENSG00000179119
TMEM86A,ENSG00000151117
IGSF22,ENSG00000179057
ZDHHC13,ENSG00000177054
HTATIP2,ENSG00000109854
PRMT3,ENSG00000185238
FANCF,ENSG00000183161
GAS2,ENSG00000148935
SVIP,ENSG00000198168
CCDC34,ENSG00000109881
LIN7C,ENSG00000148943
BDNF-AS,ENSG00000245573
KIF18A,ENSG00000121621
METTL15,ENSG00000169519
ARL14EP,ENSG00000152219
DNAJC24,ENSG00000170946
IMMP1L,ENSG00000148950
ELP4,ENSG00000109911
RCN1,ENSG00000049449
EIF3M,ENSG00000149100
CCDC73,ENSG00000186714
PRRG4,ENSG00000135378
QSER1,ENSG00000060749
TCP11L1,ENSG00000176148
CSTF3,ENSG00000176102
HIPK3,ENSG00000110422
CD59,ENSG00000085063
FBXO3,ENSG00000110429
LMO2,ENSG00000135363
CAPRIN1,ENSG00000135387
NAT10,ENSG00000135372
ABTB2,ENSG00000166016
CAT,ENSG00000121691
APIP,ENSG00000149089
PDHX,ENSG00000110435
CD44,ENSG00000026508
TRIM44,ENSG00000166326
LDLRAD3,ENSG00000179241
COMMD9,ENSG00000110442
PRR5L,ENSG00000135362
TRAF6,ENSG00000175104
C11orf74,ENSG00000166352
API5,ENSG00000166181
TTC17,ENSG00000052841
HSD17B12,ENSG00000149084
ALKBH3,ENSG00000166199
ACCS,ENSG00000110455
EXT2,ENSG00000151348
CD82,ENSG00000085117
TSPAN18,ENSG00000157570
TP53I11,ENSG00000175274
PRDM11,ENSG00000019485
RP11-430H10.1,ENSG00000254427
CTD-2210P24.4,ENSG00000205106
SLC35C1,ENSG00000181830
CRY2,ENSG00000121671
PEX16,ENSG00000121680
GYLTL1B,ENSG00000165905
PHF21A,ENSG00000135365
DGKZ,ENSG00000149091
MDK,ENSG00000110492
AMBRA1,ENSG00000110497
HARBI1,ENSG00000180423
ATG13,ENSG00000175224
ARHGAP1,ENSG00000175220
ZNF408,ENSG00000175213
CKAP5,ENSG00000175216
C11orf49,ENSG00000149179
ARFGAP2,ENSG00000149182
DDB2,ENSG00000134574
ACP2,ENSG00000134575
NR1H3,ENSG00000025434
MADD,ENSG00000110514
RP11-750H9.5,ENSG00000255197
SLC39A13,ENSG00000165915
PSMC3,ENSG00000165916
CELF1,ENSG00000149187
NDUFS3,ENSG00000213619
PTPMT1,ENSG00000110536
KBTBD4,ENSG00000123444
C1QTNF4,ENSG00000172247
MTCH2,ENSG00000109919
AGBL2,ENSG00000165923
FNBP4,ENSG00000109920
NUP160,ENSG00000030066
PTPRJ,ENSG00000149177
TNKS1BP1,ENSG00000149115
SSRP1,ENSG00000149136
SLC43A3,ENSG00000134802
SLC43A1,ENSG00000149150
TIMM10,ENSG00000134809
UBE2L6,ENSG00000156587
SERPING1,ENSG00000149131
YPEL4,ENSG00000166793
CLP1,ENSG00000172409
ZDHHC5,ENSG00000156599
MED19,ENSG00000156603
TMX2,ENSG00000213593
C11orf31,ENSG00000211450
CTNND1,ENSG00000198561
LPXN,ENSG00000110031
ZFP91,ENSG00000186660
RP11-142C4.6,ENSG00000255240
FAM111B,ENSG00000189057
AP001258.4,ENSG00000245571
FAM111A,ENSG00000166801
DTX4,ENSG00000110042
MPEG1,ENSG00000197629
OSBP,ENSG00000110048
AP000442.1,ENSG00000255139
PATL1,ENSG00000166889
STX3,ENSG00000166900
MRPL16,ENSG00000166902
MS4A4A,ENSG00000110079
MS4A14,ENSG00000166928
CCDC86,ENSG00000110104
PTGDR2,ENSG00000183134
PRPF19,ENSG00000110107
TMEM109,ENSG00000110108
SLC15A3,ENSG00000110446
CD6,ENSG00000013725
CD5,ENSG00000110448
VPS37C,ENSG00000167987
DDB1,ENSG00000167986
DAK,ENSG00000149476
CYB561A3,ENSG00000162144
TMEM138,ENSG00000149483
TMEM216,ENSG00000187049
CPSF7,ENSG00000149532
SDHAF2,ENSG00000167985
PPP1R32,ENSG00000162148
TMEM258,ENSG00000134825
FEN1,ENSG00000168496
FADS2,ENSG00000134824
FADS1,ENSG00000149485
FADS3,ENSG00000221968
BEST1,ENSG00000167995
AP003733.1,ENSG00000269089
INCENP,ENSG00000149503
ASRGL1,ENSG00000162174
AHNAK,ENSG00000124942
EEF1G,ENSG00000254772
TUT1,ENSG00000149016
MTA2,ENSG00000149480
EML3,ENSG00000149499
ROM1,ENSG00000149489
B3GAT3,ENSG00000149541
GANAB,ENSG00000089597
INTS5,ENSG00000185085
C11orf48,ENSG00000162194
METTL12,ENSG00000214756
C11orf83,ENSG00000204922
UBXN1,ENSG00000162191
BSCL2,ENSG00000168000
GNG3,ENSG00000162188
HNRNPUL2,ENSG00000214753
TTC9C,ENSG00000162222
ZBTB3,ENSG00000185670
POLR2G,ENSG00000168002
TAF6L,ENSG00000162227
TMEM223,ENSG00000168569
RP11-727F15.12,ENSG00000269176
TMEM179B,ENSG00000185475
NXF1,ENSG00000162231
STX5,ENSG00000162236
RP11-727F15.9,ENSG00000256690
WDR74,ENSG00000133316
SLC3A2,ENSG00000168003
LGALS12,ENSG00000133317
HRASLS2,ENSG00000133328
PLA2G16,ENSG00000176485
ATL3,ENSG00000184743
RTN3,ENSG00000133318
C11orf95,ENSG00000188070
C11orf84,ENSG00000168005
MARK2,ENSG00000072518
NAA40,ENSG00000110583
COX8A,ENSG00000176340
OTUB1,ENSG00000167770
MACROD1,ENSG00000133315
STIP1,ENSG00000168439
TRPT1,ENSG00000149743
NUDT22,ENSG00000149761
DNAJC4,ENSG00000110011
VEGFB,ENSG00000173511
FKBP2,ENSG00000173486
PPP1R14B,ENSG00000173457
PLCB3,ENSG00000149782
BAD,ENSG00000002330
GPR137,ENSG00000173264
ESRRA,ENSG00000173153
TRMT112,ENSG00000173113
PRDX5,ENSG00000126432
AP003774.1,ENSG00000236935
CCDC88B,ENSG00000168071
RPS6KA4,ENSG00000162302
AP003774.6,ENSG00000231680
AP003774.4,ENSG00000181908
NRXN2,ENSG00000110076
RASGRP2,ENSG00000068831
PYGM,ENSG00000068976
SF1,ENSG00000168066
AP001462.6,ENSG00000269038
RP11-869B15.1,ENSG00000269290
MAP4K2,ENSG00000168067
MEN1,ENSG00000133895
EHD1,ENSG00000110047
ATG2A,ENSG00000110046
PPP2R5B,ENSG00000068971
BATF2,ENSG00000168062
ARL2,ENSG00000213465
SNX15,ENSG00000110025
SAC3D1,ENSG00000168061
NAALADL1,ENSG00000168060
CDCA5,ENSG00000146670
ZFPL1,ENSG00000162300
TMEM262,ENSG00000187066
VPS51,ENSG00000149823
AP003068.9,ENSG00000254501
TM7SF2,ENSG00000149809
ZNHIT2,ENSG00000174276
FAU,ENSG00000149806
SYVN1,ENSG00000162298
MRPL49,ENSG00000149792
AP003068.23,ENSG00000254614
CAPN1,ENSG00000014216
POLA2,ENSG00000014138
CDC42EP2,ENSG00000149798
DPF2,ENSG00000133884
TIGD3,ENSG00000173825
SLC25A45,ENSG00000162241
FRMD8,ENSG00000126391
AP000769.1,ENSG00000173727
AP000769.7,ENSG00000270117
SCYL1,ENSG00000142186
LTBP3,ENSG00000168056
SSSCA1-AS1,ENSG00000260233
SSSCA1,ENSG00000173465
FAM89B,ENSG00000176973
EHBP1L1,ENSG00000173442
KCNK7,ENSG00000173338
MAP3K11,ENSG00000173327
PCNXL3,ENSG00000197136
SIPA1,ENSG00000213445
RELA,ENSG00000173039
KAT5,ENSG00000172977
RNASEH2C,ENSG00000172922
AP5B1,ENSG00000254470
MUS81,ENSG00000172732
EFEMP2,ENSG00000172638
FIBP,ENSG00000172500
CCDC85B,ENSG00000175602
FOSL1,ENSG00000175592
C11orf68,ENSG00000175573
DRAP1,ENSG00000175550
SART1,ENSG00000175467
EIF1AD,ENSG00000175376
BANF1,ENSG00000175334
CATSPER1,ENSG00000175294
SF3B2,ENSG00000087365
PACS1,ENSG00000175115
RP11-755F10.1,ENSG00000255320
KLC2,ENSG00000174996
RAB1B,ENSG00000174903
RP11-867G23.4,ENSG00000254452
YIF1A,ENSG00000174851
CD248,ENSG00000174807
RIN1,ENSG00000174791
BRMS1,ENSG00000174744
B3GNT1,ENSG00000174684
RP11-867G23.8,ENSG00000255468
SLC29A2,ENSG00000174669
MRPL11,ENSG00000174547
PELI3,ENSG00000174516
CTD-3074O7.5,ENSG00000255517
DPP3,ENSG00000254986
BBS1,ENSG00000174483
ZDHHC24,ENSG00000174165
CTD-3074O7.12,ENSG00000269990
CTSF,ENSG00000174080
CCS,ENSG00000173992
RBM14,ENSG00000239306
RBM4,ENSG00000173933
RBM4B,ENSG00000173914
RP11-658F2.8,ENSG00000258297
C11orf80,ENSG00000173715
RCE1,ENSG00000173653
PC,ENSG00000173599
RHOD,ENSG00000173156
KDM2A,ENSG00000173120
ADRBK1,ENSG00000173020
ANKRD13D,ENSG00000172932
SSH3,ENSG00000172830
POLD4,ENSG00000175482
CLCF1,ENSG00000175505
RAD9A,ENSG00000172613
PPP1CA,ENSG00000172531
TBC1D10C,ENSG00000175463
CARNS1,ENSG00000172508
RPS6KB2,ENSG00000175634
AP003419.16,ENSG00000255949
CORO1B,ENSG00000172725
CABP4,ENSG00000175544
TMEM134,ENSG00000172663
AIP,ENSG00000110711
PITPNM1,ENSG00000110697
CDK2AP2,ENSG00000167797
NDUFV1,ENSG00000167792
NUDT8,ENSG00000167799
ACY3,ENSG00000132744
RP11-119D9.1,ENSG00000251637
UNC93B1,ENSG00000110057
ALDH3B1,ENSG00000006534
NDUFS8,ENSG00000110717
TCIRG1,ENSG00000110719
RP11-802E16.3,ENSG00000255031
CHKA,ENSG00000110721
SUV420H1,ENSG00000110066
C11orf24,ENSG00000171067
LRP5,ENSG00000162337
PPP6R3,ENSG00000110075
MTL5,ENSG00000132749
CPT1A,ENSG00000110090
MRPL21,ENSG00000197345
IGHMBP2,ENSG00000132740
TPCN2,ENSG00000162341
CCND1,ENSG00000110092
ORAOV1,ENSG00000149716
FADD,ENSG00000168040
RP11-805J14.5,ENSG00000254721
PPFIA1,ENSG00000131626
CTTN,ENSG00000085733
DHCR7,ENSG00000172893
RP11-660L16.2,ENSG00000254682
NADSYN1,ENSG00000172890
FAM86C1,ENSG00000158483
RP11-849H4.2,ENSG00000254469
RNF121,ENSG00000137522
IL18BP,ENSG00000137496
NUMA1,ENSG00000137497
LRTOMT,ENSG00000184154
LAMTOR1,ENSG00000149357
ANAPC15,ENSG00000110200
FOLR3,ENSG00000110203
FOLR2,ENSG00000165457
INPPL1,ENSG00000165458
CLPB,ENSG00000162129
PDE2A,ENSG00000186642
RP11-169D4.2,ENSG00000256633
ARAP1,ENSG00000186635
STARD10,ENSG00000214530
ATG16L2,ENSG00000168010
FCHSD2,ENSG00000137478
P2RY2,ENSG00000175591
P2RY6,ENSG00000171631
RELT,ENSG00000054967
FAM168A,ENSG00000054965
RP11-809N8.4,ENSG00000256448
PLEKHB1,ENSG00000021300
RAB6A,ENSG00000175582
RP11-707G14.1,ENSG00000256034
MRPL48,ENSG00000175581
COA4,ENSG00000181924
PAAF1,ENSG00000175575
UCP2,ENSG00000175567
UCP3,ENSG00000175564
C2CD3,ENSG00000168014
PPME1,ENSG00000214517
PGM2L1,ENSG00000165434
KCNE3,ENSG00000175538
LIPT2,ENSG00000175536
AP001372.2,ENSG00000254837
POLD3,ENSG00000077514
RNF169,ENSG00000166439
XRRA1,ENSG00000166435
SPCS2,ENSG00000118363
NEU3,ENSG00000162139
ARRB1,ENSG00000137486
GDPD5,ENSG00000158555
SERPINH1,ENSG00000149257
DGAT2,ENSG00000062282
UVRAG,ENSG00000198382
WNT11,ENSG00000085741
PRKRIR,ENSG00000137492
RP11-111M22.2,ENSG00000179240
RP11-111M22.3,ENSG00000255135
C11orf30,ENSG00000158636
ACER3,ENSG00000078124
PAK1,ENSG00000149269
DKFZP434E1119,ENSG00000268635
CLNS1A,ENSG00000074201
RSF1,ENSG00000048649
AAMDC,ENSG00000087884
INTS4,ENSG00000149262
NDUFC2,ENSG00000151366
ALG8,ENSG00000159063
KCTD21-AS1,ENSG00000246174
KCTD21,ENSG00000188997
USP35,ENSG00000118369
GAB2,ENSG00000033327
RP11-452H21.4,ENSG00000251323
NARS2,ENSG00000137513
PRCP,ENSG00000137509
C11orf82,ENSG00000165490
RAB30,ENSG00000137502
RAB30-AS1,ENSG00000246067
PCF11,ENSG00000165494
ANKRD42,ENSG00000137494
CCDC90B,ENSG00000137500
TMEM126B,ENSG00000171204
TMEM126A,ENSG00000171202
CREBZF,ENSG00000137504
SYTL2,ENSG00000137501
PICALM,ENSG00000073921
EED,ENSG00000074266
C11orf73,ENSG00000149196
ME3,ENSG00000151376
PRSS23,ENSG00000150687
TMEM135,ENSG00000166575
RAB38,ENSG00000123892
CHORDC1,ENSG00000110172
SLC36A4,ENSG00000180773
SMCO4,ENSG00000166002
KIAA1731,ENSG00000166004
TAF1D,ENSG00000166012
C11orf54,ENSG00000182919
MED17,ENSG00000042429
PANX1,ENSG00000110218
MRE11A,ENSG00000020922
ANKRD49,ENSG00000168876
PIWIL4,ENSG00000134627
FUT4,ENSG00000196371
CWC15,ENSG00000150316
KDM4D,ENSG00000186280
ENDOD1,ENSG00000149218
RP11-712B9.2,ENSG00000245552
SESN3,ENSG00000149212
FAM76B,ENSG00000077458
CEP57,ENSG00000166037
MTMR2,ENSG00000087053
MAML2,ENSG00000184384
CCDC82,ENSG00000149231
JRKL,ENSG00000183340
ARHGAP42,ENSG00000165895
KIAA1377,ENSG00000110318
BIRC3,ENSG00000023445
BIRC2,ENSG00000110330
TMEM123,ENSG00000152558
RP11-315O6.1,ENSG00000255337
DCUN1D5,ENSG00000137692
DYNC2H1,ENSG00000187240
PDGFD,ENSG00000170962
CASP4,ENSG00000196954
CASP5,ENSG00000137757
CASP1,ENSG00000137752
CARD16,ENSG00000204397
MSANTD4,ENSG00000170903
KBTBD3,ENSG00000182359
AASDHPPT,ENSG00000149313
RP11-819C21.1,ENSG00000261098
CWF19L2,ENSG00000152404
ALKBH8,ENSG00000137760
SLC35F2,ENSG00000110660
CUL5,ENSG00000166266
ACAT1,ENSG00000075239
NPAT,ENSG00000149308
ATM,ENSG00000149311
KDELC2,ENSG00000178202
DDX10,ENSG00000178105
RDX,ENSG00000137710
FDX1,ENSG00000137714
COLCA2,ENSG00000214290
POU2AF1,ENSG00000110777
LAYN,ENSG00000204381
SIK2,ENSG00000170145
PPP2R1B,ENSG00000137713
ALG9,ENSG00000086848
FDXACB1,ENSG00000255561
C11orf1,ENSG00000137720
DLAT,ENSG00000150768
C11orf57,ENSG00000150776
TIMM8B,ENSG00000150779
SDHD,ENSG00000204370
IL18,ENSG00000150782
TEX12,ENSG00000150783
BCO2,ENSG00000197580
PTS,ENSG00000150787
NCAM1,ENSG00000149294
TTC12,ENSG00000149292
ZW10,ENSG00000086827
USP28,ENSG00000048028
HTR3A,ENSG00000166736
ZBTB16,ENSG00000109906
C11orf71,ENSG00000180425
RBM7,ENSG00000076053
REXO2,ENSG00000076043
CADM1,ENSG00000182985
BUD13,ENSG00000137656
ZNF259,ENSG00000109917
APOA1,ENSG00000118137
SIK3,ENSG00000160584
PAFAH1B2,ENSG00000168092
SIDT2,ENSG00000149577
TAGLN,ENSG00000149591
PCSK7,ENSG00000160613
RNF214,ENSG00000167257
BACE1,ENSG00000186318
CEP164,ENSG00000110274
FXYD2,ENSG00000137731
RP11-728F11.4,ENSG00000254528
FXYD6,ENSG00000137726
TMPRSS13,ENSG00000137747
IL10RA,ENSG00000110324
AMICA1,ENSG00000160593
MPZL3,ENSG00000160588
CD3G,ENSG00000160654
UBE4A,ENSG00000110344
ATP5L,ENSG00000167283
KMT2A,ENSG00000118058
TMEM25,ENSG00000149582
IFT46,ENSG00000118096
ARCN1,ENSG00000095139
PHLDB1,ENSG00000019144
DDX6,ENSG00000110367
CXCR5,ENSG00000160683
RP11-158I9.5,ENSG00000245869
BCL9L,ENSG00000186174
UPK2,ENSG00000110375
CCDC84,ENSG00000186166
TRAPPC4,ENSG00000196655
SLC37A4,ENSG00000137700
HYOU1,ENSG00000149428
RP11-110I1.14,ENSG00000271751
RP11-110I1.13,ENSG00000272186
VPS11,ENSG00000160695
HMBS,ENSG00000256269
H2AFX,ENSG00000188486
DPAGT1,ENSG00000172269
C2CD2L,ENSG00000172375
HINFP,ENSG00000172273
NLRX1,ENSG00000160703
CCDC153,ENSG00000248712
CBL,ENSG00000110395
MCAM,ENSG00000076706
RNF26,ENSG00000173456
PVRL1,ENSG00000110400
OAF,ENSG00000184232
TMEM136,ENSG00000181264
ARHGEF12,ENSG00000196914
GRIK4,ENSG00000149403
TBCEL,ENSG00000154114
SC5D,ENSG00000109929
RP11-730K11.1,ENSG00000246790
SORL1,ENSG00000137642
UBASH3B,ENSG00000154127
CRTAM,ENSG00000109943
C11orf63,ENSG00000109944
HSPA8,ENSG00000109971
AP000783.1,ENSG00000254667
GRAMD1B,ENSG00000023171
ZNF202,ENSG00000166261
VWA5A,ENSG00000110002
TBRG1,ENSG00000154144
SIAE,ENSG00000110013
SPA17,ENSG00000064199
RP11-677M14.2,ENSG00000255045
VSIG2,ENSG00000019102
ESAM,ENSG00000149564
MSANTD2,ENSG00000120458
RP11-677M14.7,ENSG00000245498
ROBO3,ENSG00000154134
CCDC15,ENSG00000149548
SLC37A2,ENSG00000134955
TMEM218,ENSG00000150433
FEZ1,ENSG00000149557
EI24,ENSG00000149547
STT3A,ENSG00000134910
CHEK1,ENSG00000149554
HYLS1,ENSG00000198331
PUS3,ENSG00000110060
CDON,ENSG00000064309
RPUSD4,ENSG00000165526
FAM118B,ENSG00000197798
SRPR,ENSG00000182934
FOXRED1,ENSG00000110074
TIRAP,ENSG00000150455
DCPS,ENSG00000110063
ST3GAL4,ENSG00000110080
ETS1,ENSG00000134954
FLI1,ENSG00000151702
SENCR,ENSG00000254703
ARHGAP32,ENSG00000134909
TMEM45B,ENSG00000151715
NFRKB,ENSG00000170322
PRDM10,ENSG00000170325
APLP2,ENSG00000084234
ST14,ENSG00000149418
ZBTB44,ENSG00000196323
RP11-890B15.3,ENSG00000255455
SNX19,ENSG00000120451
IGSF9B,ENSG00000080854
RP11-713P17.3,ENSG00000204241
JAM3,ENSG00000166086
NCAPD3,ENSG00000151503
VPS26B,ENSG00000151502
THYN1,ENSG00000151500
ACAD8,ENSG00000151498
B3GAT1,ENSG00000109956
RP11-598F7.3,ENSG00000256948
SLC6A12,ENSG00000111181
KDM5A,ENSG00000073614
CCDC77,ENSG00000120647
B4GALNT3,ENSG00000139044
NINJ2,ENSG00000171840
RP11-218M22.1,ENSG00000177406
WNK1,ENSG00000060237
RAD52,ENSG00000002016
RP11-359B12.2,ENSG00000250132
ERC1,ENSG00000082805
WNT5B,ENSG00000111186
FBXL14,ENSG00000171823
ADIPOR2,ENSG00000006831
CACNA2D4,ENSG00000151062
DCP1B,ENSG00000151065
CACNA1C,ENSG00000151067
CACNA1C-AS2,ENSG00000256271
CACNA1C-AS1,ENSG00000246627
FKBP4,ENSG00000004478
RP4-816N1.6,ENSG00000258325
ITFG2,ENSG00000111203
FOXM1,ENSG00000111206
RHNO1,ENSG00000171792
TULP3,ENSG00000078246
EFCAB4B,ENSG00000130038
PARP11,ENSG00000111224
RP11-664D1.1,ENSG00000256862
CCND2,ENSG00000118971
C12orf5,ENSG00000078237
C12orf4,ENSG00000047621
RAD51AP1,ENSG00000111247
DYRK4,ENSG00000010219
NDUFA9,ENSG00000139180
TNFRSF1A,ENSG00000067182
LTBR,ENSG00000111321
CD27-AS1,ENSG00000215039
CD27,ENSG00000139193
TAPBPL,ENSG00000139192
VAMP1,ENSG00000139190
MRPL51,ENSG00000111639
NCAPD2,ENSG00000010292
RP5-940J5.9,ENSG00000269968
IFFO1,ENSG00000010295
NOP2,ENSG00000111641
CHD4,ENSG00000111642
RP5-940J5.6,ENSG00000247853
LPAR5,ENSG00000184574
ACRBP,ENSG00000111644
ING4,ENSG00000111653
ZNF384,ENSG00000126746
COPS7A,ENSG00000111652
MLF2,ENSG00000089693
PTMS,ENSG00000159335
LAG3,ENSG00000089692
CD4,ENSG00000010610
GPR162,ENSG00000250510
USP5,ENSG00000111667
TPI1,ENSG00000111669
SPSB2,ENSG00000111671
LRRC23,ENSG00000010626
ENO2,ENSG00000111674
ATN1,ENSG00000111676
C12orf57,ENSG00000111678
U47924.31,ENSG00000272173
PTPN6,ENSG00000111679
EMG1,ENSG00000126749
PHB2,ENSG00000215021
LPCAT3,ENSG00000111684
U47924.30,ENSG00000272201
C1R,ENSG00000159403
C1RL,ENSG00000139178
C1RL-AS1,ENSG00000205885
CLSTN3,ENSG00000139182
PEX5,ENSG00000139197
CD163,ENSG00000177575
CLEC4C,ENSG00000198178
SLC2A3,ENSG00000059804
FOXJ2,ENSG00000065970
C3AR1,ENSG00000171860
NECAP1,ENSG00000089818
CLEC4A,ENSG00000111729
FAM66C,ENSG00000226711
LINC00937,ENSG00000226091
RP11-90D4.3,ENSG00000256101
CLEC4D,ENSG00000166527
CLEC4E,ENSG00000166523
RIMKLB,ENSG00000166532
PHC1,ENSG00000111752
M6PR,ENSG00000003056
A2M-AS1,ENSG00000245105
A2M,ENSG00000175899
PZP,ENSG00000126838
LINC00987,ENSG00000237248
KLRB1,ENSG00000111796
CLEC2D,ENSG00000069493
CLECL1,ENSG00000184293
CD69,ENSG00000110848
KLRF1,ENSG00000150045
CLEC2B,ENSG00000110852
CLEC12A,ENSG00000172322
CLEC1B,ENSG00000165682
CLEC7A,ENSG00000172243
GABARAPL1,ENSG00000139112
RP11-656E20.5,ENSG00000255958
RP11-277P12.20,ENSG00000245648
KLRK1,ENSG00000213809
KLRC4,ENSG00000183542
KLRC2,ENSG00000205809
KLRC1,ENSG00000134545
RP11-291B21.2,ENSG00000256039
MAGOHB,ENSG00000111196
YBX3,ENSG00000060138
PRR4,ENSG00000111215
TAS2R14,ENSG00000212127
TAS2R30,ENSG00000256188
RP11-434C1.1,ENSG00000247157
ETV6,ENSG00000139083
BCL2L14,ENSG00000121380
LRP6,ENSG00000070018
MANSC1,ENSG00000111261
LOH12CR2,ENSG00000205791
LOH12CR1,ENSG00000165714
DUSP16,ENSG00000111266
CREBL2,ENSG00000111269
CDKN1B,ENSG00000111276
APOLD1,ENSG00000178878
DDX47,ENSG00000213782
RP11-392P7.6,ENSG00000247498
HEBP1,ENSG00000013583
KIAA1467,ENSG00000084444
EMP1,ENSG00000134531
ATF7IP,ENSG00000171681
PLBD1,ENSG00000121316
HIST4H4,ENSG00000197837
H2AFJ,ENSG00000246705
WBP11,ENSG00000084463
C12orf60,ENSG00000182993
ERP27,ENSG00000139055
ARHGDIB,ENSG00000111348
PTPRO,ENSG00000151490
EPS8,ENSG00000151491
STRAP,ENSG00000023734
DERA,ENSG00000023697
MGST1,ENSG00000008394
PLEKHA5,ENSG00000052126
AEBP2,ENSG00000139154
PYROXD1,ENSG00000121350
RECQL,ENSG00000004700
GOLT1B,ENSG00000111711
C12orf39,ENSG00000134548
CMAS,ENSG00000111726
ST8SIA1,ENSG00000111728
C2CD5,ENSG00000111731
ETNK1,ENSG00000139163
BCAT1,ENSG00000060982
LRMP,ENSG00000118308
LYRM5,ENSG00000205707
KRAS,ENSG00000133703
SSPN,ENSG00000123096
ITPR2,ENSG00000123104
ASUN,ENSG00000064102
FGFR1OP2,ENSG00000111790
TM7SF3,ENSG00000064115
MED21,ENSG00000152944
STK38L,ENSG00000211455
PPFIBP1,ENSG00000110841
RP11-1060J15.4,ENSG00000256377
MRPS35,ENSG00000061794
KLHL42,ENSG00000087448
CCDC91,ENSG00000123106
FAR2,ENSG00000064763
RP11-996F15.2,ENSG00000257176
ERGIC2,ENSG00000087502
OVCH1-AS1,ENSG00000257599
TMTC1,ENSG00000133687
IPO8,ENSG00000133704
CAPRIN2,ENSG00000110888
DDX11-AS1,ENSG00000245614
DDX11,ENSG00000013573
FAM60A,ENSG00000139146
AC024940.1,ENSG00000177340
DENND5B,ENSG00000170456
METTL20,ENSG00000139160
AMN1,ENSG00000151743
H3F3C,ENSG00000188375
RP11-428G5.5,ENSG00000255760
KIAA1551,ENSG00000174718
BICD1,ENSG00000151746
FGD4,ENSG00000139132
DNM1L,ENSG00000087470
YARS2,ENSG00000139131
ALG10,ENSG00000139133
CPNE8,ENSG00000139117
KIF21A,ENSG00000139116
ABCD2,ENSG00000173208
SLC2A13,ENSG00000151229
LRRK2,ENSG00000188906
GXYLT1,ENSG00000151233
YAF2,ENSG00000015153
PPHLN1,ENSG00000134283
ZCRB1,ENSG00000139168
PRICKLE1,ENSG00000139174
RP11-350F4.2,ENSG00000257742
PUS7L,ENSG00000129317
IRAK4,ENSG00000198001
TWF1,ENSG00000151239
TMEM117,ENSG00000139173
NELL2,ENSG00000184613
ANO6,ENSG00000177119
LINC00938,ENSG00000273015
ARID2,ENSG00000189079
SCAF11,ENSG00000139218
SLC38A1,ENSG00000111371
SLC38A2,ENSG00000134294
RP11-446N19.1,ENSG00000272369
AMIGO2,ENSG00000139211
PCED1B,ENSG00000179715
RP11-493L12.4,ENSG00000258181
RPAP3,ENSG00000005175
RP1-197B17.3,ENSG00000257433
RAPGEF3,ENSG00000079337
SLC48A1,ENSG00000211584
HDAC7,ENSG00000061273
VDR,ENSG00000111424
TMEM106C,ENSG00000134291
SENP1,ENSG00000079387
PFKM,ENSG00000152556
ASB8,ENSG00000177981
C12orf68,ENSG00000177875
DKFZP779L1853,ENSG00000269514
ZNF641,ENSG00000167528
KANSL2,ENSG00000139620
CCNT1,ENSG00000129315
DDX23,ENSG00000174243
RND1,ENSG00000172602
RP11-302B13.5,ENSG00000272822
CCDC65,ENSG00000139537
FKBP11,ENSG00000134285
ARF3,ENSG00000134287
WNT10B,ENSG00000169884
RP11-386G11.5,ENSG00000257913
PRKAG1,ENSG00000181929
KMT2D,ENSG00000167548
RHEBL1,ENSG00000167550
LMBR1L,ENSG00000139636
RP11-386G11.10,ENSG00000258017
TUBA1B,ENSG00000123416
TUBA1A,ENSG00000167552
TUBA1C,ENSG00000167553
TROAP,ENSG00000135451
SPATS2,ENSG00000123352
KCNH3,ENSG00000135519
MCRS1,ENSG00000187778
PRPF40B,ENSG00000110844
FMNL3,ENSG00000161791
TMBIM6,ENSG00000139644
NCKAP5L,ENSG00000167566
BCDIN3D,ENSG00000186666
RACGAP1,ENSG00000161800
SMARCD1,ENSG00000066117
COX14,ENSG00000178449
CERS5,ENSG00000139624
LIMA1,ENSG00000050405
LARP4,ENSG00000161813
DIP2B,ENSG00000066084
ATF1,ENSG00000123268
METTL7A,ENSG00000185432
SLC11A2,ENSG00000110911
LETMD1,ENSG00000050426
CSRNP2,ENSG00000110925
TFCP2,ENSG00000135457
POU6F1,ENSG00000184271
DAZAP2,ENSG00000183283
SMAGP,ENSG00000170545
BIN2,ENSG00000110934
CELA1,ENSG00000139610
GALNT6,ENSG00000139629
SLC4A8,ENSG00000050438
ACVR1B,ENSG00000135503
GRASP,ENSG00000161835
