gene,ensembl
DICER1-AS1,ENSG00000235706
CLMN,ENSG00000165959
SYNE3,ENSG00000176438
SYNE3-AS1,ENSG00000258572
SNHG10,ENSG00000247092
TCL1B,ENSG00000213231
ENSG00000257275,ENSG00000257275
C14orf132,ENSG00000227051
ATG2B,ENSG00000066739
GSKIP,ENSG00000100744
PAPOLA-DT,ENSG00000260806
PAPOLA,ENSG00000090060
ENSG00000258702,ENSG00000258702
VRK1,ENSG00000100749
LINC02325,ENSG00000246084
LINC01550,ENSG00000246223
LINC02295,ENSG00000258511
SETD3,ENSG00000183576
CCNK,ENSG00000090061
CCDC85C,ENSG00000205476
ENSG00000247970,ENSG00000247970
CYP46A1,ENSG00000036530
EVL,ENSG00000196405
ENSG00000258560,ENSG00000258560
DEGS2,ENSG00000168350
YY1,ENSG00000100811
SLC25A29,ENSG00000197119
WDR25,ENSG00000176473
BEGAIN,ENSG00000183092
MEG3,ENSG00000214548
LINC02285,ENSG00000259004
LINC00239,ENSG00000258512
ENSG00000256705,ENSG00000256705
ENSG00000271780,ENSG00000271780
DYNC1H1,ENSG00000197102
WDR20,ENSG00000140153
MOK,ENSG00000080823
ZNF839,ENSG00000022976
CINP,ENSG00000100865
TECPR2,ENSG00000196663
ANKRD9,ENSG00000156381
RCOR1,ENSG00000089902
TRAF3,ENSG00000131323
AMN,ENSG00000166126
CDC42BPB,ENSG00000198752
LINC00677,ENSG00000259717
EIF5-DT,ENSG00000259775
EIF5,ENSG00000100664
MARK3,ENSG00000075413
CKB,ENSG00000166165
TRMT61A,ENSG00000166166
BAG5,ENSG00000166170
KLC1,ENSG00000126214
COA8,ENSG00000256053
KLC1-AS1,ENSG00000246451
ENSG00000269910,ENSG00000269910
XRCC3,ENSG00000126215
ZFYVE21,ENSG00000100711
PPP1R13B,ENSG00000088808
ATP5MJ,ENSG00000156411
TDRD9,ENSG00000156414
INF2,ENSG00000203485
ADSS1,ENSG00000185100
SIVA1,ENSG00000184990
AKT1,ENSG00000142208
ENSG00000258430,ENSG00000258430
ZBTB42,ENSG00000179627
VESTAR,ENSG00000258701
CEP170B,ENSG00000099814
AHNAK2,ENSG00000185567
CLBA1,ENSG00000140104
CDCA4,ENSG00000170779
GPR132,ENSG00000183484
LINC02298,ENSG00000257556
JAG2,ENSG00000184916
NUDT14,ENSG00000183828
BRF1,ENSG00000185024
BTBD6,ENSG00000184887
PACS2,ENSG00000179364
TEX22,ENSG00000226174
MTA1-DT,ENSG00000251602
MTA1,ENSG00000182979
CRIP2,ENSG00000182809
CRIP1,ENSG00000213145
ENSG00000257341,ENSG00000257341
TEDC1,ENSG00000185347
TMEM121,ENSG00000184986
IGHA2,ENSG00000211890
IGHE,ENSG00000211891
IGHG4,ENSG00000211892
IGHG2,ENSG00000211893
IGHG3,ENSG00000211897
IGHV6-1,ENSG00000211933
IGHV1-3,ENSG00000211935
IGHV3-64D,ENSG00000282639
IGHV3-11,ENSG00000211941
IGHV3-15,ENSG00000211943
IGHV1-18,ENSG00000211945
IGHV3-23,ENSG00000211949
ENSG00000247765,ENSG00000247765
NIPA1,ENSG00000170113
NIPA2,ENSG00000140157
CYFIP1,ENSG00000273749
TUBGCP5,ENSG00000275835
GOLGA8S,ENSG00000261739
NDN,ENSG00000182636
SNRPN,ENSG00000128739
SNURF,ENSG00000273173
ENSG00000214265,ENSG00000214265
UBE3A,ENSG00000114062
ATP10A,ENSG00000206190
HERC2,ENSG00000128731
GOLGA8M,ENSG00000188626
APBA2,ENSG00000034053
NSMCE3,ENSG00000185115
CHRFAM7A,ENSG00000166664
GOLGA8R,ENSG00000186399
GOLGA8Q,ENSG00000178115
ENSG00000269930,ENSG00000269930
ARHGAP11B-DT,ENSG00000247728
ARHGAP11B,ENSG00000285077
ENSG00000284906,ENSG00000284906
FAN1,ENSG00000198690
MTMR10,ENSG00000166912
LINC02352,ENSG00000259448
LINC03034,ENSG00000259772
KLF13,ENSG00000169926
OTUD7A,ENSG00000169918
LINC02256,ENSG00000261064
ENSG00000276724,ENSG00000276724
ARHGAP11A-DT,ENSG00000262728
GOLGA8N,ENSG00000232653
ARHGAP11A,ENSG00000198826
FMN1,ENSG00000248905
RYR3,ENSG00000198838
ENSG00000276702,ENSG00000276702
ENSG00000259408,ENSG00000259408
ENSG00000259287,ENSG00000259287
AVEN,ENSG00000169857
EMC7,ENSG00000134153
PGBD4,ENSG00000182405
KATNBL1,ENSG00000134152
EMC4,ENSG00000128463
SLC12A6,ENSG00000140199
NOP10,ENSG00000182117
LPCAT4,ENSG00000176454
GOLGA8A,ENSG00000175265
GOLGA8B,ENSG00000215252
AQR,ENSG00000021776
ZNF770,ENSG00000198146
DPH6,ENSG00000134146
CDIN1,ENSG00000186073
LINC02345,ENSG00000259225
LINC01852,ENSG00000236914
SPRED1,ENSG00000166068
FAM98B,ENSG00000171262
RASGRP1,ENSG00000172575
ENSG00000259326,ENSG00000259326
LINC02694,ENSG00000175779
THBS1,ENSG00000137801
FSIP1,ENSG00000150667
ENSG00000261136,ENSG00000261136
GPR176-DT,ENSG00000246863
EIF2AK4,ENSG00000128829
SRP14,ENSG00000140319
SRP14-DT,ENSG00000248508
BMF,ENSG00000104081
BUB1B,ENSG00000156970
PAK6,ENSG00000137843
PLCB2,ENSG00000137841
INAFM2,ENSG00000259330
CCDC9B,ENSG00000188549
DISP2,ENSG00000140323
KNSTRN,ENSG00000128944
IVD,ENSG00000128928
BAHD1,ENSG00000140320
CHST14,ENSG00000169105
ENSG00000259536,ENSG00000259536
CCDC32,ENSG00000128891
RPUSD2,ENSG00000166133
KNL1,ENSG00000137812
RMDN3,ENSG00000137824
GCHFR,ENSG00000137880
DNAJC17,ENSG00000104129
ZFYVE19,ENSG00000166140
SPINT1-AS1,ENSG00000261183
SPINT1,ENSG00000166145
VPS18,ENSG00000104142
ENSG00000251161,ENSG00000251161
INO80,ENSG00000128908
CHP1,ENSG00000187446
OIP5,ENSG00000104147
NDUFAF1,ENSG00000137806
RTF1,ENSG00000137815
LTK,ENSG00000062524
RPAP1,ENSG00000103932
TYRO3,ENSG00000092445
MGA,ENSG00000174197
MAPKBP1,ENSG00000137802
JMJD7-PLA2G4B,ENSG00000168970
SPTBN5,ENSG00000137877
ENSG00000174171,ENSG00000174171
EHD4,ENSG00000103966
VPS39,ENSG00000166887
TMEM87A,ENSG00000103978
GANC,ENSG00000214013
ENSG00000258461,ENSG00000258461
CAPN3,ENSG00000092529
ZNF106,ENSG00000103994
SNAP23,ENSG00000092531
ENSG00000261684,ENSG00000261684
LRRC57,ENSG00000180979
HAUS2,ENSG00000137814
ENSG00000261822,ENSG00000261822
STARD9,ENSG00000159433
CDAN1,ENSG00000140326
TTBK2,ENSG00000128881
UBR1,ENSG00000159459
TMEM62,ENSG00000137842
CCNDBP1,ENSG00000166946
LCMT2,ENSG00000168806
MAPDA,ENSG00000168803
ZSCAN29,ENSG00000140265
TUBGCP4,ENSG00000137822
TP53BP1,ENSG00000067369
PPIP5K1,ENSG00000168781
STRC,ENSG00000242866
CATSPER2,ENSG00000166762
PDIA3,ENSG00000167004
HYPK,ENSG00000242028
MFAP1,ENSG00000140259
WDR76,ENSG00000092470
GOLM2,ENSG00000166734
CTDSPL2,ENSG00000137770
EIF3J-DT,ENSG00000179523
EIF3J,ENSG00000104131
SPG11,ENSG00000104133
PATL2,ENSG00000229474
TRIM69,ENSG00000185880
SORD,ENSG00000140263
DUOX1,ENSG00000137857
SHF,ENSG00000138606
SLC28A2-AS1,ENSG00000259520
GATM,ENSG00000171766
ENSG00000275672,ENSG00000275672
AFG2B,ENSG00000171763
C15orf48,ENSG00000166920
SLC30A4,ENSG00000104154
ENSG00000275709,ENSG00000275709
BLOC1S6,ENSG00000104164
SQOR,ENSG00000137767
ENSG00000273972,ENSG00000273972
MYEF2,ENSG00000104177
DUT-AS1,ENSG00000259488
FBN1,ENSG00000166147
CEP152,ENSG00000103995
EID1,ENSG00000255302
SECISBP2L,ENSG00000138593
COPS2,ENSG00000166200
GALK2,ENSG00000156958
FAM227B,ENSG00000166262
ENSG00000275580,ENSG00000275580
FGF7,ENSG00000140285
DTWD1,ENSG00000104047
ATP8B4,ENSG00000104043
SLC27A2,ENSG00000140284
GABPB1,ENSG00000104064
GABPB1-AS1,ENSG00000244879
ENSG00000259715,ENSG00000259715
USP8,ENSG00000138592
TRPM7,ENSG00000092439
SPPL2A,ENSG00000138600
AP4E1,ENSG00000081014
DMXL2,ENSG00000104093
LYSMD2,ENSG00000140280
TMOD2,ENSG00000128872
TMOD3,ENSG00000138594
ENSG00000259185,ENSG00000259185
LEO1,ENSG00000166477
MAPK6,ENSG00000069956
ENSG00000259712,ENSG00000259712
GNB5,ENSG00000069966
ENSG00000259327,ENSG00000259327
CERNA1,ENSG00000259577
MYO5C,ENSG00000128833
MYO5A,ENSG00000197535
ARPP19,ENSG00000128989
ENSG00000260618,ENSG00000260618
ATOSA,ENSG00000047346
RSL24D1,ENSG00000137876
RAB27A,ENSG00000069974
PIGBOS1,ENSG00000225973
PIGB,ENSG00000069943
CCPG1,ENSG00000260916
PIERCE2,ENSG00000261652
DNAAF4,ENSG00000256061
NEDD4,ENSG00000069869
RFX7,ENSG00000181827
TEX9,ENSG00000151575
ENSG00000259941,ENSG00000259941
ZNF280D,ENSG00000137871
ENSG00000285253,ENSG00000285253
LINC03065,ENSG00000276524
TCF12,ENSG00000140262
GCOM1,ENSG00000137878
MYZAP,ENSG00000263155
POLR2M,ENSG00000255529
AQP9,ENSG00000103569
LIPC,ENSG00000166035
ADAM10,ENSG00000137845
MINDY2-DT,ENSG00000245975
MINDY2,ENSG00000128923
RNF111,ENSG00000157450
SLTM,ENSG00000137776
CCNB2,ENSG00000157456
ENSG00000277144,ENSG00000277144
MYO1E,ENSG00000157483
FAM81A,ENSG00000157470
GTF2A2,ENSG00000140307
BNIP2,ENSG00000140299
ICE2,ENSG00000128915
RORA-AS1,ENSG00000245534
ENSG00000273958,ENSG00000273958
VPS13C,ENSG00000129003
VPS13C-DT,ENSG00000259251
TLN2,ENSG00000171914
TPM1,ENSG00000140416
LACTB,ENSG00000103642
RPS27L,ENSG00000185088
RAB8B,ENSG00000166128
APH1B,ENSG00000138613
ENSG00000276651,ENSG00000276651
USP3,ENSG00000140455
USP3-AS1,ENSG00000259248
FBXL22,ENSG00000197361
HERC1,ENSG00000103657
ENSG00000259589,ENSG00000259589
DAPK2,ENSG00000035664
CIAO2A,ENSG00000166797
SNX1,ENSG00000028528
SNX22,ENSG00000157734
CSNK1G1,ENSG00000169118
TRIP4,ENSG00000103671
ZNF609,ENSG00000180357
OAZ2,ENSG00000180304
ENSG00000265967,ENSG00000265967
ENSG00000259635,ENSG00000259635
RBPMS2,ENSG00000166831
PIF1,ENSG00000140451
PLEKHO2,ENSG00000241839
ANKDD1A,ENSG00000166839
ENSG00000275332,ENSG00000275332
ENSG00000274383,ENSG00000274383
SPG21,ENSG00000090487
MTFMT,ENSG00000103707
UBAP1L,ENSG00000246922
PDCD7,ENSG00000090470
CLPX,ENSG00000166855
PARP16,ENSG00000138617
DPP8,ENSG00000074603
HACD3,ENSG00000074696
INTS14,ENSG00000138614
SLC24A1,ENSG00000074621
ENSG00000275638,ENSG00000275638
DENND4A,ENSG00000174485
RAB11A,ENSG00000103769
DIS3L,ENSG00000166938
TIPIN,ENSG00000075131
MAP2K1,ENSG00000169032
ENSG00000261351,ENSG00000261351
SNAPC5,ENSG00000174446
RPL4,ENSG00000174444
ZWILCH,ENSG00000174442
LCTL,ENSG00000188501
ENSG00000277152,ENSG00000277152
SMAD3-DT,ENSG00000259347
SMAD3,ENSG00000166949
AAGAB,ENSG00000103591
IQCH,ENSG00000103599
IQCH-AS1,ENSG00000259673
C15orf61,ENSG00000189227
MAP2K5-DT,ENSG00000270964
MAP2K5,ENSG00000137764
PIAS1,ENSG00000033800
ENSG00000260007,ENSG00000260007
CALML4,ENSG00000129007
CLN6,ENSG00000128973
FEM1B,ENSG00000169018
ITGA11,ENSG00000137809
CORO2B,ENSG00000103647
ANP32A,ENSG00000140350
SPESP1,ENSG00000258484
GLCE,ENSG00000138604
KIF23,ENSG00000137807
LINC02896,ENSG00000259215
DRAIC,ENSG00000245750
TLE3,ENSG00000140332
UACA,ENSG00000137831
THAP10,ENSG00000129028
MYO9A,ENSG00000066933
SENP8,ENSG00000166192
PKM,ENSG00000067225
PARP6,ENSG00000137817
HEXA,ENSG00000213614
HEXA-AS1,ENSG00000260339
TMEM202-AS1,ENSG00000261423
ENSG00000261187,ENSG00000261187
ARIH1,ENSG00000166233
BBS4,ENSG00000140463
ADPGK,ENSG00000159322
ADPGK-AS1,ENSG00000260898
NEO1,ENSG00000067141
NPTN,ENSG00000156642
LOXL1-AS1,ENSG00000261801
LOXL1,ENSG00000129038
STOML1,ENSG00000067221
PML,ENSG00000140464
SEMA7A,ENSG00000138623
UBL7,ENSG00000138629
UBL7-DT,ENSG00000247240
ARID3B,ENSG00000179361
CLK3,ENSG00000179335
ENSG00000275527,ENSG00000275527
EDC3,ENSG00000179151
CSK,ENSG00000103653
ULK3,ENSG00000140474
SCAMP2,ENSG00000140497
MPI,ENSG00000178802
FAM219B,ENSG00000178761
COX5A,ENSG00000178741
RPP25,ENSG00000178718
SCAMP5,ENSG00000198794
PPCDC,ENSG00000138621
C15orf39,ENSG00000167173
COMMD4,ENSG00000140365
ENSG00000275645,ENSG00000275645
NEIL1,ENSG00000140398
MAN2C1,ENSG00000140400
ENSG00000260274,ENSG00000260274
SIN3A,ENSG00000169375
PTPN9,ENSG00000169410
SNUPN,ENSG00000169371
IMP3,ENSG00000177971
ENSG00000275454,ENSG00000275454
ENSG00000274515,ENSG00000274515
SNX33,ENSG00000173548
UBE2Q2,ENSG00000140367
FBXO22,ENSG00000167196
NRG4,ENSG00000169752
ETFA,ENSG00000140374
ISL2,ENSG00000159556
SCAPER,ENSG00000140386
RCN2,ENSG00000117906
PSTPIP1,ENSG00000140368
TSPAN3,ENSG00000140391
PEAK1,ENSG00000173517
HMG20A,ENSG00000140382
TBC1D2B,ENSG00000167202
CIB2,ENSG00000136425
IDH3A,ENSG00000166411
ACSBG1,ENSG00000103740
DNAJA4,ENSG00000140403
SKIC8,ENSG00000140395
IREB2,ENSG00000136381
HYKK,ENSG00000188266
PSMA4,ENSG00000041357
MORF4L1,ENSG00000185787
RASGRF1,ENSG00000058335
ENSG00000177699,ENSG00000177699
TMED3,ENSG00000166557
MTHFS,ENSG00000136371
ST20,ENSG00000180953
ST20-AS1,ENSG00000259642
BCL2A1,ENSG00000140379
ZFAND6,ENSG00000086666
FAH,ENSG00000103876
ABHD17C,ENSG00000136379
ENSG00000271983,ENSG00000271983
MESD,ENSG00000117899
ENSG00000277782,ENSG00000277782
TLNRD1,ENSG00000140406
IL16,ENSG00000172349
STARD5,ENSG00000172345
TMC3-AS1,ENSG00000259343
MEX3B,ENSG00000183496
EFL1,ENSG00000140598
SAXO2,ENSG00000188659
GOLGA6L10,ENSG00000278662
GOLGA6L9,ENSG00000197978
RPS17,ENSG00000182774
AP3B2,ENSG00000103723
SNHG21,ENSG00000250988
FSD2,ENSG00000186628
WHAMM,ENSG00000156232
HOMER2,ENSG00000103942
RAMAC,ENSG00000169612
C15orf40,ENSG00000169609
BTBD1,ENSG00000064726
TM6SF1,ENSG00000136404
HDGFL3,ENSG00000166503
GOLGA6L4,ENSG00000184206
ZSCAN2-AS1,ENSG00000275120
ZSCAN2,ENSG00000176371
ENSG00000256278,ENSG00000256278
WDR73,ENSG00000177082
NMB,ENSG00000197696
SEC11A,ENSG00000140612
ENSG00000259654,ENSG00000259654
ZNF592,ENSG00000166716
PDE8A,ENSG00000073417
AKAP13,ENSG00000170776
ENSG00000259375,ENSG00000259375
KLHL25,ENSG00000183655
MRPL46,ENSG00000259494
MRPS11,ENSG00000181991
DET1,ENSG00000140543
AEN,ENSG00000181026
HAPLN3,ENSG00000140511
MFGE8,ENSG00000140545
ABHD2,ENSG00000140526
FANCI,ENSG00000140525
POLG,ENSG00000140521
POLG-DT,ENSG00000261441
MIR9-3HG,ENSG00000255571
TICRR,ENSG00000140534
PEX11A,ENSG00000166821
MESP1,ENSG00000166823
ANPEP,ENSG00000166825
AP3S2,ENSG00000157823
ARPIN,ENSG00000242498
ZNF710,ENSG00000140548
ZNF710-AS1,ENSG00000259291
SEMA4B,ENSG00000185033
CIB1,ENSG00000185043
GDPGP1,ENSG00000183208
NGRN,ENSG00000182768
IQGAP1,ENSG00000140575
CRTC3,ENSG00000140577
BLM,ENSG00000197299
FURIN,ENSG00000140564
FES,ENSG00000182511
MAN2A2,ENSG00000196547
HDDC3,ENSG00000184508
UNC45A,ENSG00000140553
RCCD1-AS1,ENSG00000258384
RCCD1,ENSG00000166965
PRC1,ENSG00000198901
PRC1-AS1,ENSG00000258725
VPS33B,ENSG00000184056
VPS33B-DT,ENSG00000214432
CRAT37,ENSG00000258551
SLCO3A1,ENSG00000176463
FAM174B,ENSG00000185442
ENSG00000274215,ENSG00000274215
CHD2,ENSG00000173575
LINC02207,ENSG00000258476
MCTP2,ENSG00000140563
LINC00924,ENSG00000259134
ARRDC4,ENSG00000140450
IGF1R,ENSG00000140443
SYNM,ENSG00000182253
TTC23,ENSG00000103852
LRRC28,ENSG00000168904
MEF2A,ENSG00000068305
LYSMD4,ENSG00000183060
ENSG00000259363,ENSG00000259363
ADAMTS17,ENSG00000140470
SPATA41,ENSG00000189419
CERS3,ENSG00000154227
ENSG00000270127,ENSG00000270127
LINS1,ENSG00000140471
ASB7,ENSG00000183475
ALDH1A3-AS1,ENSG00000259583
LRRK1,ENSG00000154237
CHSY1,ENSG00000131873
SNRPA1,ENSG00000131876
SNRPA1-DT,ENSG00000259172
PCSK6,ENSG00000140479
TM2D3,ENSG00000184277
TARS3,ENSG00000185418
WASIR2,ENSG00000231439
POLR3K,ENSG00000161980
SNRNP25,ENSG00000161981
MPG,ENSG00000103152
NPRL3,ENSG00000103148
ENSG00000269482,ENSG00000269482
ENSG00000228779,ENSG00000228779
ENSG00000268836,ENSG00000268836
LUC7L,ENSG00000007392
FAM234A,ENSG00000167930
AXIN1,ENSG00000103126
MRPL28,ENSG00000086504
PGAP6,ENSG00000129925
NME4,ENSG00000103202
DECR2,ENSG00000242612
ENSG00000276984,ENSG00000276984
RAB11FIP3,ENSG00000090565
CAPN15,ENSG00000103326
PIGQ,ENSG00000007541
NHLRC4,ENSG00000257108
RAB40C,ENSG00000197562
WFIKKN1,ENSG00000127578
METTL26,ENSG00000130731
MCRIP2,ENSG00000172366
WDR90,ENSG00000161996
ENSG00000262528,ENSG00000262528
RHOT2,ENSG00000140983
RHBDL1,ENSG00000103269
STUB1,ENSG00000103266
JMJD8,ENSG00000161999
WDR24,ENSG00000127580
FBXL16,ENSG00000127585
METRN,ENSG00000103260
ANTKMT,ENSG00000103254
CCDC78,ENSG00000162004
HAGHL,ENSG00000103253
CIAO3,ENSG00000103245
RPUSD1,ENSG00000007376
CHTF18,ENSG00000127586
LMF1,ENSG00000103227
CEROX1,ENSG00000260807
SOX8,ENSG00000005513
ENSG00000260496,ENSG00000260496
CACNA1H,ENSG00000196557
ENSG00000274751,ENSG00000274751
UBE2I,ENSG00000103275
ENSG00000261505,ENSG00000261505
BAIAP3,ENSG00000007516
TSR3,ENSG00000007520
GNPTG,ENSG00000090581
UNKL,ENSG00000059145
UQCC4,ENSG00000174109
CCDC154,ENSG00000197599
CLCN7,ENSG00000103249
ENSG00000261641,ENSG00000261641
TELO2,ENSG00000100726
IFT140,ENSG00000187535
TMEM204,ENSG00000131634
CRAMP1,ENSG00000007545
ENSG00000261732,ENSG00000261732
JPT2,ENSG00000206053
MAPK8IP3,ENSG00000138834
NME3,ENSG00000103024
MRPS34,ENSG00000074071
EME2,ENSG00000197774
SPSB3,ENSG00000162032
NUBP2,ENSG00000095906
HAGH,ENSG00000063854
FAHD1,ENSG00000180185
MSRB1,ENSG00000198736
NDUFB10,ENSG00000140990
SNHG9,ENSG00000255198
ENSG00000277602,ENSG00000277602
TBL3,ENSG00000183751
NOXO1,ENSG00000196408
GFER,ENSG00000127554
SYNGR3,ENSG00000127561
ZNF598,ENSG00000167962
NHERF2,ENSG00000065054
NTHL1,ENSG00000065057
TSC2,ENSG00000103197
PKD1,ENSG00000008710
SNHG19,ENSG00000260260
TRAF7,ENSG00000131653
MLST8,ENSG00000167965
BRICD5,ENSG00000182685
PGP,ENSG00000184207
E4F1,ENSG00000167967
DNASE1L2,ENSG00000167968
ECI1,ENSG00000167969
ECI1-AS1,ENSG00000261663
RNPS1,ENSG00000205937
MIR3677HG,ENSG00000260778
ABCA3,ENSG00000167972
CCNF,ENSG00000162063
TEDC2,ENSG00000162062
TBC1D24,ENSG00000162065
ATP6V0C,ENSG00000185883
AMDHD2,ENSG00000162066
PDPK1,ENSG00000140992
ENSG00000261613,ENSG00000261613
ENSG00000269937,ENSG00000269937
ENSG00000261140,ENSG00000261140
ENSG00000261093,ENSG00000261093
KCTD5,ENSG00000167977
PRSS27,ENSG00000172382
SRRM2-AS1,ENSG00000205913
SRRM2,ENSG00000167978
ELOB,ENSG00000103363
ENSG00000276791,ENSG00000276791
PRSS21,ENSG00000007038
ZG16B,ENSG00000162078
PRSS22,ENSG00000005001
FLYWCH2,ENSG00000162076
FLYWCH1,ENSG00000059122
KREMEN2,ENSG00000131650
PKMYT1,ENSG00000127564
PAQR4,ENSG00000162073
ENSG00000272079,ENSG00000272079
CLDN9,ENSG00000213937
TNFRSF12A,ENSG00000006327
HCFC1R1,ENSG00000103145
THOC6,ENSG00000131652
MMP25,ENSG00000008516
MMP25-AS1,ENSG00000261971
ENSG00000262370,ENSG00000262370
ZNF213-AS1,ENSG00000263072
ZNF205,ENSG00000122386
ZNF213,ENSG00000085644
ENSG00000261889,ENSG00000261889
ZNF200,ENSG00000010539
MEFV,ENSG00000103313
LINC00921,ENSG00000281005
ZNF263,ENSG00000006194
TIGD7,ENSG00000140993
ZNF75A,ENSG00000162086
ENSG00000262899,ENSG00000262899
ZSCAN32,ENSG00000140987
ZNF174,ENSG00000103343
ZNF597,ENSG00000167981
NAA60,ENSG00000122390
CLUAP1,ENSG00000103351
NLRC3,ENSG00000167984
ENSG00000262312,ENSG00000262312
SLX4,ENSG00000188827
DNASE1,ENSG00000213918
TRAP1,ENSG00000126602
CREBBP,ENSG00000005339
ADCY9,ENSG00000162104
LINC01569,ENSG00000262468
TFAP4,ENSG00000090447
PAM16,ENSG00000217930
CORO7,ENSG00000262246
DNAJA3,ENSG00000103423
NMRAL1,ENSG00000153406
HMOX2,ENSG00000103415
CDIP1,ENSG00000089486
UBALD1,ENSG00000153443
MGRN1,ENSG00000102858
NUDT16L1,ENSG00000168101
ANKS3,ENSG00000168096
ZNF500,ENSG00000103199
ROGDI,ENSG00000067836
GLYR1,ENSG00000140632
UBN1,ENSG00000118900
PPL,ENSG00000118898
NAGPA,ENSG00000103174
ALG1,ENSG00000033011
EEF2KMT,ENSG00000118894
METTL22,ENSG00000067365
ABAT,ENSG00000183044
TMEM186,ENSG00000184857
PMM2,ENSG00000140650
USP7,ENSG00000187555
USP7-AS1,ENSG00000260979
HAPSTR1,ENSG00000182831
ENSG00000260349,ENSG00000260349
ATF7IP2,ENSG00000166669
NUBP1,ENSG00000103274
TVP23A,ENSG00000166676
DEXI,ENSG00000182108
CLEC16A,ENSG00000038532
ENSG00000262020,ENSG00000262020
ENSG00000263033,ENSG00000263033
RMI2,ENSG00000175643
SOCS1,ENSG00000185338
ENSG00000188897,ENSG00000188897
SNN,ENSG00000184602
TXNDC11-AS1,ENSG00000262420
ZC3H7A,ENSG00000122299
ENSG00000277369,ENSG00000277369
RSL1D1,ENSG00000171490
ENSG00000261216,ENSG00000261216
NPIPB2,ENSG00000234719
SNX29,ENSG00000048471
CPPED1,ENSG00000103381
ENSG00000261158,ENSG00000261158
ERCC4,ENSG00000175595
ENSG00000262732,ENSG00000262732
LINC02185,ENSG00000262097
MRTFB,ENSG00000186260
ENSG00000276564,ENSG00000276564
MIR193BHG,ENSG00000262454
PARN,ENSG00000140694
BFAR,ENSG00000103429
NOMO1,ENSG00000103512
NPIPA1,ENSG00000183426
PDXDC1,ENSG00000179889
NTAN1,ENSG00000157045
RRN3,ENSG00000085721
ENSG00000257391,ENSG00000257391
MPV17L,ENSG00000156968
BMERB1,ENSG00000166780
MARF1,ENSG00000166783
ENSG00000257769,ENSG00000257769
NDE1,ENSG00000072864
ENSG00000280206,ENSG00000280206
MYH11,ENSG00000133392
ENSG00000263335,ENSG00000263335
CEP20,ENSG00000133393
ABCC1,ENSG00000103222
ABCC6,ENSG00000091262
ENSG00000262332,ENSG00000262332
NOMO3,ENSG00000103226
NPIPA6,ENSG00000183889
XYLT1,ENSG00000103489
ENSG00000261448,ENSG00000261448
NPIPA9,ENSG00000233024
ENSG00000257527,ENSG00000257527
NOMO2,ENSG00000185164
ARL6IP1,ENSG00000170540
SMG1,ENSG00000157106
COQ7,ENSG00000167186
ITPRIPL2,ENSG00000205730
ENSG00000261759,ENSG00000261759
SYT17,ENSG00000103528
ENSG00000260934,ENSG00000260934
GDE1,ENSG00000006007
CCP110,ENSG00000103540
VPS35L,ENSG00000103544
ENSG00000276571,ENSG00000276571
KNOP1,ENSG00000103550
IQCK,ENSG00000174628
GPRC5B,ENSG00000167191
ACSM3,ENSG00000005187
ACSM1,ENSG00000166743
THUMPD1,ENSG00000066654
ERI2,ENSG00000196678
REXO5,ENSG00000005189
DCUN1D3,ENSG00000188215
LYRM1,ENSG00000102897
LDAF1,ENSG00000011638
NPIPB3,ENSG00000169246
METTL9,ENSG00000197006
OTOA,ENSG00000155719
ENSG00000260306,ENSG00000260306
NPIPB4,ENSG00000185864
ENSG00000274460,ENSG00000274460
UQCRC2,ENSG00000140740
ENSG00000275445,ENSG00000275445
MOSMO,ENSG00000185716
SDR42E2,ENSG00000183921
EEF2K,ENSG00000103319
POLR3E,ENSG00000058600
CDR2,ENSG00000140743
CDR2-DT,ENSG00000260790
NPIPB5,ENSG00000243716
USP31,ENSG00000103404
COG7,ENSG00000168434
ENSG00000260136,ENSG00000260136
GGA2,ENSG00000103365
EARS2,ENSG00000103356
UBFD1,ENSG00000103353
NDUFAB1,ENSG00000004779
PALB2,ENSG00000083093
DCTN5,ENSG00000166847
PLK1,ENSG00000166851
PRKCB,ENSG00000166501
RBBP6,ENSG00000122257
TNRC6A,ENSG00000090905
ENSG00000261669,ENSG00000261669
ARHGAP17,ENSG00000140750
LINC02175,ENSG00000262155
LCMT1,ENSG00000205629
LCMT1-AS2,ENSG00000260034
ZKSCAN2,ENSG00000155592
ZKSCAN2-DT,ENSG00000274925
KDM8,ENSG00000155666
ENSG00000259940,ENSG00000259940
NSMCE1,ENSG00000169189
NSMCE1-DT,ENSG00000245888
ENSG00000274092,ENSG00000274092
IL21R,ENSG00000103522
IL21R-AS1,ENSG00000259954
GTF3C1,ENSG00000077235
KATNIP,ENSG00000047578
XPO6,ENSG00000169180
SBK1,ENSG00000188322
NPIPB6,ENSG00000198156
EIF3CL,ENSG00000205609
ENSG00000261832,ENSG00000261832
CLN3,ENSG00000188603
APOBR,ENSG00000184730
IL27,ENSG00000197272
ENSG00000275441,ENSG00000275441
SGF29,ENSG00000176476
SULT1A2,ENSG00000197165
SULT1A1,ENSG00000196502
EIF3C,ENSG00000184110
ENSG00000251417,ENSG00000251417
ENSG00000260796,ENSG00000260796
ENSG00000275807,ENSG00000275807
ATXN2L,ENSG00000168488
ENSG00000260570,ENSG00000260570
TUFM,ENSG00000178952
SH2B1,ENSG00000178188
ENSG00000261766,ENSG00000261766
ATP2A1-AS1,ENSG00000260442
RABEP2,ENSG00000177548
CD19,ENSG00000177455
